ID,Name,Barcode,Purchase Price
1109,جالفز ميت 50/850,4216542348135,253.38
215,جاناتون,8002660037633,61.2
694,جانتوليف 50مجم اقراص,6223002142552,43.79
245,جاوتيفيد 40 مجم اقراص,6223002144709,64.8
221,جاوتيفيد/80جم,6223002141999,87.33
994,جدا اولويز الترا,4015400205258,63.0
597,جروث فورميلا اطفال,6223002630851,197.1
1282,جل فاتيكا انبوبه,6224000851637,23.25
1234,جل مان لوك 250م,6223001380412,36.85
1235,جل مان لوك كيرلي 250 م,6223001380771,36.85
1266,جل هير كود انبوبه عرض 25ملل,6223002235506,24.75
1399,جلسرين طبى 60مل,4385421653215,15.0
289,جلوكوفاج 1000اقراص,6222003701324,43.2
689,جلوكوفانس 5/500مجم اقراص,6222003701836,54.01
1596,جليبتس بلس 50/1000 مجم اقراص,6224009763115,147.6
228,جليسرين لعلاج الامساك,6223000011638,8.76
849,جليسرين للاطفال 735.9,6221045001713,13.68
210,جليمت فورت,6223003579944,64.86
1441,جنكو بلس اقراص,6223002211746,33.75
961,جنكوبيلوبا كبسول,6224000912017,148.8
88,جهاز ريد مع عبوه,6223001348122,120.0
1346,جهاز محلول ماسكو,6224007240113,7.0
670,جوافه شراب للسعال,6221094504319,40.14
1332,جوانتى لاتكس,4234832639868,170.0
1459,جوانتي عمال ثقيل,9556073200225,30.0
66,جونسن مرطب,6223000656679,50.0
1597,جوي اكسترا اقراص,4662013874521,103.8
1194,جوينتا اقراص,6224010704114,238.0
213,جوينتونكس,6224009369416,219.0
671,جى سى مول فورا  للبرد,6221075180334,18.24
1488,جيباريلون اقراص,6223004191725,20.03
214,جيسترانيل,6224000588694,39.96
1628,جيفلوج  25 مجم اقراص,6224008874324,141.0
1316,جيل صبار,6224011135108,15.75
1317,جيل صبار اخضر,6224011135115,15.75
1299,جيل صبار ايفونا 250 م,4652301784521,18.0
1626,جينو دكتارين كريم,6222003700587,45.48
663,جينوترا 600مجم لبوس,6223003571139,24.08
762,جينوزول 200مجم,6223000010792,24.76
209,جينوكونازول,6223003201579,24.31
1195,جينوكونازول 80مجم لبوس,6223003202422,42.4
930,جينيرا اقراص,4057598019644,109.12
1389,حامل زراع كبار زولا عادى,4656298565482,23.0
1477,حلمه بوبي ف علبه,795697150458,9.25
1426,حمام كريم كليوباترا 700 مل,6224009609017,50.0
1254,حمام كريم منك  نصف كيلو اسود,6223003445027,41.55
1250,حمام كريم منك 1000 م  بني,6222014500572,72.25
1255,حمام كريم منك 400 جوز هند,6223003445065,41.55
1251,حمام كريم منك اخضر 1000 م,6222014500404,72.25
1253,حمام كريم منك نصف كيلو,6223003445034,41.55
1213,حنه جلوري اسود,8904033601840,32.45
44,حنه جلوري بني,8904033601871,31.0
1212,حنه جلوري بني,8904033601864,32.45
71,حنه جلوري كستاني,8904033601857,31.0
1312,حنه جوليشا انبوبه صغيره اظافر,750343878872,17.45
1311,حنه جوليشا انبوبه كبيره رسم,750343880134,28.9
1304,خافض لسان خشب,6040391211759,29.15
1229,خله اسنان,6972554330015,4.9
1401,خله اسنان وسط,6936805452284,10.0
274,خميره ميباكو-ميدى فود,6223002212545,24.0
1584,دابابليكس 10مجم اقراص,6223004160332,141.36
1076,دابر املا الذهبى 45مل,6291069001099,23.0
1077,دابر املا بالياسمين 90مل,6224000851057,42.0
1051,دابر زيت شعر املا 270 ملل,6291069653038,82.0
1493,دافاليندى 200.000وحده حقن,6221508173322,47.04
869,دافاليندي 10000 وحده اقراص,6221508516211,62.4
1570,دافاليندي 5000 ود اقراص,6221508516112,40.81
301,دافلون1000مجم,6223003960896,208.05
300,دافلون500مجم,6223003960070,140.6
931,دالاسين سي كبسول,848389061219,88.92
932,دالاسين كريم مهبلي,4562655856549,46.8
652,دانتريلاكس  كبسولة 25مجم,6222006502218,105.64
651,دانتريلاكس  مركب,6222006502201,109.95
655,دانست4مجم امبول,6223002978298,59.29
659,دانست8مجم امبولات,6223002978304,102.41
830,داونستيرولين 20/10,6224009687053,90.28
828,داونستيرولين 40/10مم,6224009687060,110.4
646,داونوبرازول 20مجم كبسول,6224009687015,53.18
633,داونوبرازول 40مجم كبسول,6224009687039,68.27
294,دايجست ايزي اقراص,6224007308028,67.68
298,دايجيستوزيم دايجينورم,6221094502735,41.54
303,دايجينورم شراب,6221094011220,29.25
295,دايسينون 500مجم,6222003701294,81.2
281,دايسينون مضاد للنزيف 250مجم امبول,6222003700082,32.76
1600,دايموند ايميفوليك اقراص,6224011518116,94.17
711,درامينكس 50مجم اقراص,6221068000878,20.12
729,درموفيت كريم موضعي 25جم,6221045000143,28.6
1178,دكتارين كريم,6222003700631,20.58
1217,دكتاكورت 15 مجم,6222003700600,20.0
1509,دلبانتو 40 مجم اقراص,6221163015937,52.92
953,دلتارينو بخاخ للانف,6223002145546,22.8
637,دلتافيت ب12 اقراص,6221163002241,53.9
645,دلتاكلاف 457مجم شراب,6221163013179,63.96
639,دلتاكلاف 642.9مجم شراب,6221163015289,77.61
617,دنتينوكس نقط اطفال,5011784004530,85.49
1606,دوجماتيل 50 مجم اقراص,6223003990541,49.14
713,دوجماتيل فورت 200مجم,6223003990558,28.74
1411,دوجوفيرتين اقراص,4136544210578,202.8
1330,دوركو شفرات حريمى,8801038603254,66.75
299,دورميفال كبسول,6223002211005,21.9
949,دوروفين كبسول,6224007706008,116.28
1408,دوزين 1مجم اقراص,6221032115287,17.16
26,دوف مزيل عرق,4800888196392,80.0
700,دوفاستون 10مجم اقراص,8002660038333,277.4
1551,دوفلاك شراب,8002660019967,52.66
296,دوكسيرازول 30مجم,6221000000416,48.75
701,دوكسيكوست200مجم اقراص,6224007738115,30.9
703,دولسيل 2مجم اقراص,6221508018128,34.49
710,دولسيل3مجم اقراص,6221508018227,38.8
302,دولسيل4مجم,6221508511223,33.15
635,دولفن 12.5 لبوس,6221163014756,25.87
638,دولفين 25مجم لبوس,6221163014763,27.3
649,دولفين50مجم لبوس,6221163014770,34.49
1200,دولو-دي شراب,6223002570126,29.6
632,دولوكسبرين 30مجم اقراص,6223012330123,129.36
831,دوليبران 1000مجم,6223003992248,32.16
240,دوليبران1000مجم,6223003992385,40.2
640,دومبيريدون اقراص,6221042022025,18.68
657,دياسميكت اكياس,6221094010155,15.09
650,دياسيرين50مجم اقراص,6223002453634,112.11
233,ديافانس500/5مجم,6221051011362,24.15
821,ديافلوزيمت 500مجم اقراص,6224009967018,137.16
712,دياكس كبسولات,6221000000393,15.09
1273,دياموند لشعر طويل وقوي 200ملل,6224011135184,42.35
1272,دياموند لشعر كثيف وصحي 200ملل,6224011135177,42.35
1274,دياموند لشعر لعلاج التساقط وترطيب 200ملل,6224011135160,42.0
232,دياميكرون 30ام ار,6223003960094,42.6
231,دياميكرون 60ام ار,6223003960704,78.84
1192,ديباكين 500مم كرونو اقراص,3664798021899,103.48
1402,ديبرودنت معجون اسنان 13مل,6223002539031,33.0
709,ديبروساليك مرهم,6221050120034,20.12
269,ديبو -بن فيال امبول,6221508162111,27.75
876,ديبوفورت ب12 حقن,6221151015338,42.9
241,ديبوفيت امبول,6221075031742,56.95
959,ديبوكايين 2% مخدر,6224000873004,28.38
1462,ديتول سائل 50 مل,6295120011355,29.5
1023,ديتول صابون الاصلى,6223005873729,37.5
1024,ديتول صابون الاصلى وسط,6223005872104,21.0
1022,ديتول صابون كوول,6223005873767,37.5
218,ديجستين,6223000013892,30.66
236,ديرماتين كريم,6223000011577,10.5
1375,ديرموفيت مرهم,6221045000150,35.0
524,ديسا اقراص 5مجم,6221163002500,46.9
297,ديسا شراب,6221163002456,21.39
707,ديسبركام جيل صغير,6221508200622,8.98
1434,ديسبريلون -د 20 مجم اقراص,6224000396329,83.52
935,ديفلوكان150مجم كبسول,4526559652895,79.77
257,ديفيتون دي قطره,6224011605021,32.0
643,ديفيدو 75ملجم كبسول,6224011410007,101.33
1448,ديكساترول قطره للعين,6221032233103,18.9
612,ديكسازون 0.5مجم اقراص,6221068020302,35.7
234,ديكساميثازون,6221075031735,21.24
658,ديكساميثازون حقن,6221508171922,46.71
900,ديكلاك  اي دي 150 جرام اقراص,4965823178542,87.12
901,ديكلاك اي دي 75جرام اقراص,4102385274369,90.45
934,ديكلاك3مل /75مجم امبول,4855255652894,44.0
605,ديكلوفين امبولات 75مجم,6221151003427,24.84
648,ديكلوفين جيل,6221151002642,20.84
607,ديكلوفين فاست اكياس,6221151454168,25.84
653,ديكونجستيل -ان لبوس,6221077090310,40.24
636,ديلاترول 25مجم,6222006502324,53.9
641,ديلاركس شراب,6223002143474,9.07
946,ديلزوسين 600مجم  اقراص,6221163015838,74.74
603,ديمرا اقراص,6221088010871,49.7
627,ديوريسف 1جم اقراص,6224007686119,56.05
601,ديوريسف 500مجم شراب,6224001007194,56.94
602,ديوريسف 500مجم كبسول,6224007686140,110.88
604,ديوزمين بلس اقراص,6223003571870,83.25
660,راميتاكس 1جم,6223003970406,31.62
611,رانسيف 500مجم اقراص,6224009052035,49.68
630,راني -ف فوار اكياس,6221151015888,30.18
1567,رايت بون 15 مل نقط,6224010525955,93.96
1349,رباط ضاغط  6 سم,4522855215215,7.31
1352,رباط ضاغط 10 سم,4821514187253,11.55
1388,رباط ضاغط 12 زولا,4564518649589,14.5
1351,رباط ضاغط 15 سم,4288454933134,17.35
1350,رباط ضاغط 8 سم,4557852152223,9.5
1563,رجيماكس 120 مجم اقراص,6224007738016,167.04
1355,رست اسبورت زولا,4234578765456,11.5
1357,رست بريس زولا,4465485648948,26.0
1356,رست شراب زولا,4521655438758,20.0
1353,ركبه زولا,4258564984559,30.0
616,رواتينكس كبسولات,6221025049032,49.68
622,رواكول اقراص,6221025049049,46.8
271,روتاسي 60 اقراص,6221068000311,14.82
621,روتاهلكس ثايم استحلاب,6224001820380,103.6
625,روتاهيلكس ادفانس نقط,6224000870904,54.75
615,روتاهيلكس شراب120مل,6224000870317,36.85
1031,روزان الماسك الذهبي,6223002744985,30.5
626,روزوفاست 20مجم,6222006501877,87.32
706,ريباريل جيل,6221043040097,41.68
634,ريفارست بلس مهبلي,6224000437503,61.08
1203,ريفاروسبير اقراص,6224000866211,182.8
618,ريفاروسبير20مجم,6224000866501,269.36
874,ريفو اقراص,6221060001101,105.75
1465,ريكسونا اسبراي حريمي 150 مل,6221155208262,128.0
1466,ريكسونا اسبراي حريمي ضدد التعرق,6221155209566,128.0
43,ريكسونا بخاخ,6221155134639,92.5
45,ريكسونا بخاخ,6221155134493,92.5
1003,ريكسونا بلية اخضر ص,6221155130440,28.0
20,ريكسونا بليه صغير,6221155133083,25.0
19,ريكسونا بليه كبير,6221155149206,60.0
1298,ريكسونا رجالي 25 م,6221155130488,27.5
1296,ريكسونا رجالي 50 م,6221155149305,65.0
1297,ريكسونا رجالي 50 م ضدد التعرق,6221155149299,65.0
656,ريكوكسيبرايت60مجم اقراص,6225000331822,135.11
714,ريكوكسيبرايت90مجم اقراص,6225000331815,213.41
1621,ريلاكسون اقراص,4785210369012,49.5
705,رينكس للاطفال10مللي,6221043011967,12.93
704,رينكس نقط كبار,6221043011943,12.93
614,رينو كالم شراب,6224009003167,25.2
267,رينوبرو شراب,6221088030350,27.72
290,رينوبرو كبسول,6221088021266,63.0
613,رينومول شراب,6221077051816,21.39
1565,زارو جل جيل موضعي,6224007308172,13.22
1648,زالاتان قطره,4178523654201,176.53
237,زانوجليد30/4,6223002456222,72.24
958,زنك اوريجين شراب,6224000665067,24.18
1599,زنك اوليف كريم ايه ثري ايه,4887542039416,34.6
1504,زنك اوليف كريم كولدج,796554987613,40.7
716,زنك-اوليف كريم,6221508121415,44.85
1602,زنكترون اقراص,6224008097136,91.98
739,زنكوديرم كريم,6224001202292,54.16
740,زنكوديرم لوسيون,6224000201593,50.29
822,زوركال 20مجم,6223005462022,42.12
823,زوركال 40مجم,6223005464422,63.36
749,زورين 1جم فيال,6221508162210,37.14
936,زوفران حقن 4 مجم,4595589595885,214.5
268,زوفيراكس شراب,6221045008545,73.92
879,زوفيراكس كريم %5,6221045000723,21.6
1082,زيت الو ايفا بالصبار 170مل,6223001383680,55.55
1081,زيت الو ايفا بالصبار 255مل,6223001383871,69.85
1083,زيت الو ايفا بالصبار 85مل,6223001383758,35.0
1072,زيت املا 90مل,6291069653014,41.0
1419,زيت برافين,4225871403648,15.0
1071,زيت بردهان بالاملا 200م,833741000073,110.0
63,زيت جونسن كبير,6223000650554,95.0
64,زيت جونسن كبيرليلي,6223000654736,95.0
62,زيت جونسون صغير,6223000650530,50.0
1079,زيت حرير ارجان 100مل,6225000183056,33.5
985,زيت حرير بالثوم كبير,6225000183032,65.0
986,زيت حرير صغير,6225000183025,38.0
1418,زيت خروع الاهرام,798798484132,18.75
1073,زيت دابر املا 180مل,6291069653021,62.0
1075,زيت دابر املا اطفال صغير,6224007940259,41.55
1074,زيت دابر املا اطفال كبير,6224007940792,69.0
1070,زيت دابر املا الذهبى 180م,6291069007107,69.0
1069,زيت دابر املا الذهبى270م,6291069007206,92.0
1087,زيت صانسيلك جوز هند 250مل,6221155059192,78.0
1080,زيت فاتيكا الحبه السوداء180م,6223012450951,30.0
1088,زيت فاتيكا بالارجان 180مل,6224000851989,30.0
1096,زيت فاتيكا بالارجان 45مل,6224000851958,8.08
1085,زيت فاتيكا بالجرجير 180 مل,6224007939161,30.0
1092,زيت فاتيكا بالجرجير 90مل,6224007939154,17.7
1094,زيت فاتيكا بالجرجير45مل,6224007939147,8.08
1098,زيت فاتيكا بالحبه السوداء 90مل,6223012450944,17.7
1086,زيت فاتيكا بالزيتون 180 مل,6291069651010,30.0
1090,زيت فاتيكا بالزيتون 45مل,6291069650006,8.0
1093,زيت فاتيكا بالزيتون 90مل,6291069651003,17.7
1084,زيت فاتيكا بالصبار 180مل,6291069651034,30.0
1095,زيت فاتيكا بالصبار 45مل,6224007940488,8.08
1091,زيت فاتيكا بالصبار 90مل,6291069651027,17.0
1099,زيت فاتيكا باللوز90مل,6291069651102,17.7
1097,زيت فاتيكا جوز هند 180مل,6224000851101,30.0
1089,زيت فاتيكا جوز هند 90مل,6224000851095,17.7
1102,زيت فيانسيه,6223002230990,29.15
1538,زيت فيانسيه 180مل بالخلطه المغربيه,6223002231805,31.0
1078,زيت كازانوفا جرير210مل,6281056585008,150.0
897,زيثرو ماكس 500مجم اقراص,4621387426178,123.8
752,زيثرودوز 500 جرام كبسول,6224008179375,61.12
820,زيثروكان 200مجم شراب,6221000001413,42.12
827,زيثروكان 500مجم,6221000001390,47.74
1635,زيثروماكس 1200مل,4556649894565,108.36
1634,زيثروماكس 600مل,4246945354869,74.76
1633,زيثروماكس 900مل,4525855875487,84.0
824,زيثرون 200مجم شراب,6221025016409,66.75
764,زيثرون 200مجم/5ملليلتر,6221025011237,48.74
1150,زيدورا كريم صنفرة بالفحم,6224212566817,28.75
1607,زيرتك اقراص,6221045001829,78.0
629,زيرتك شراب للاطفال,6221045008606,36.65
628,زيرتك نقط,6221045008590,30.9
826,زيسروسين 100مجم شراب,6224001026508,34.2
825,زيسروسين 500مجم كبسول,6224001026348,51.83
1496,زيفو رابد 8مجم اقراص,6221000001383,65.86
741,زيكلاف 1جم اقراص,6224001835124,116.83
606,زيلون شراب,6221076050087,25.84
882,زيلون فورت شراب,6221076050094,48.99
1580,زيناميونا اقراص,4245348954957,58.5
24,سائل بار بار,6970882170303,27.0
87,سائل ريد,6223001343769,80.0
743,ساج ريلاكس جل,2586545562671,50.29
742,ساج ريلاكس كريم,2566854596529,54.16
763,سالبوفنت شراب,6223000171158,18.57
1526,سالبين 1.5 جم فيال,6221151002444,36.72
1527,سالبين 750مجم حقن,6221151002451,25.5
1618,سالميتو كورت 250/50 مجم للاستنشاق,6223004515408,168.5
1510,ساليتروكسيب 90 مجم اقراص,792649159224,96.6
811,سالينكس نقط انف,6221077063710,12.16
642,سايمثيكون نقط 100مجم,6221508210218,19.4
647,سايميدل شراب,6221126000529,35.93
631,ساين اب شراب,6221151001485,20.93
812,سبازاوي اقراص,6224007884027,20.3
809,سبازموديجستين اقراص,6221151002802,49.92
702,سبازموفري امبول 5مجم/2مللي,6223002971213,38.8
623,سبازموفري50مجم,6223002971770,33.6
708,سبازموفين امبول,6221075030028,28.02
1532,سباسكولون 100مجم,6222006502232,81.0
1533,سباسكولون 50مجم,6222006502225,60.48
280,سباموبيرالجين-م اقراص,6221068010334,14.91
1608,ستاتيوريك 80 مجم اقراص,6222001401561,88.56
58,ستارفيل بليه فانليا,6224010337756,95.0
1461,ستارفيل ماء ميسلار 100 مل,6224010337510,57.0
600,ستربتوكين اقراص,6221508010726,36.8
309,ستربس برتقال استحلاب,6221039320752,46.2
1642,ستلاسيل 5مجم اقراص,6221068010846,25.55
797,ستيميولان شراب,6221025004864,43.4
1374,سرنجات الدوليه 5سم,4359532265548,1.49
1372,سرنجات الدوليه اطفال 3سم,4326515615641,1.19
1373,سرنجات الدوليه كبار 3سم,4526554351954,1.19
1359,سرنجات انسولين كورى,4238513548123,5.1
1344,سرنجات دواء,4225665626252,2.33
1283,سكاته الجو ب سلسله,758475809894,8.8
1238,سكاي حمام كريم ارجان,6224000566029,33.0
1239,سكاي حمام كريم جوجوبا,6224000566050,33.0
1252,سكاي حمام كريم كيلو,6224000566418,66.5
1268,سكاي كريم تصفيف بالجوجوبا,6224000566470,38.0
1269,سكاي كريم تصفيف بزبدة الشيا,6224000566487,38.0
1267,سكاي كريم تصفيف بزيت الارجان,6224000566845,38.0
1171,سنجيولير 10 مجم اقراص,6223002146475,141.1
1177,سنجيولير 5 مجم للاطفال اقراص,6223002146468,127.9
750,سنسوديرم صابون اطفال,769503325248,34.04
1101,سنيور كريم  200 م موف,6224008077060,34.75
1142,سنيور كريم شعر 200جرام,6224008077039,34.75
1143,سنيور كريم شعر 200جرام,6224008077022,34.75
1230,سنيور كريم للشعر بالزيوت الطبيعيه 225 م,6224008077138,33.55
1154,سنيور كريم للشعر بزبده الشيا225مجم,6224008077350,38.5
1428,سنيور واكس لشعر صحي ولامع 100م,6224008077404,42.9
1469,سوبر كيدز بليه 30 مل لولي بوب,6223012632524,62.0
1474,سوبر كيدز شامبو اطفال فراوله 300مل,6224010337107,92.0
758,سوبراكس 100مجم/5ملل,6224007321225,73.5
807,سوبراكس 200مجم كبسولات,6224007321249,107.64
800,سوبراكس شراب 100مجم,6224007321232,102.18
106,سوفي طويل,6223004792175,40.0
988,سوفي طويل جدا,6223004791819,42.0
1571,سولبيبتا 25 مجم اقراص,6224008179917,40.06
767,سولوفريش قطره,6224000219956,51.84
23,سويت حرير,6225000152014,13.5
736,سويتال 50كيس,6225000047709,65.76
796,سويتال اكياس,6225000177840,25.55
756,سي ريتارد 500 جرام كبسول,6221000001314,27.08
771,سيانارو قطره,6225000351615,26.3
766,سيانوهيبتان امبول بديل ليفابيون,6224009194087,88.2
1640,سيبتازول اقراص,6223000170595,263.2
753,سيبرو 500 جرام اقراص,6221050032191,41.0
769,سيبرو0.3% نقط,6221043010908,11.6
273,سيبرودايازول اقراص,6222003702420,111.0
808,سيبروسين 500مجم,6221032115591,27.72
1376,سيبروسين مرهم,6221032340023,18.1
770,سيبروسين750مجم,6221032115393,53.0
760,سيبروفار 500مجم اقراص,6221151002697,53.38
759,سيبروفار 750مجم اقراص,6221151002635,66.54
806,سيبروفلوكساسين 750مجم,6224000908157,64.97
754,سيبروكين 500 جرام اقراص,6224000730314,38.68
803,سيتال 1000مجم اقراص,6221032101778,27.72
802,سيتال 500مجم اقراص,6221032110527,15.36
799,سيتال شراب,6221032220394,21.8
798,سيتال نقط,6221032230201,16.79
748,سيترونات 5مجم اقراص,6224001050459,43.33
1231,سيداج كريم بزبده الشيا,6224001893329,27.0
772,سيدامكس250مجم اقراص,6221043010571,34.04
1610,سيدرال فوليك اسيد,6224011605038,142.2
916,سيدوفاج 500مجم,4556487895459,404.4
755,سيدوفاج 850 مجم اقراص,6221043010861,74.28
291,سيديبروكت كريم,6221508121118,31.92
854,سيردالود 2مجم اقراص,4555089654728,39.42
973,سيردالود 4مجم,4265896984688,56.7
270,سيرفيتام كبسول,6224001026324,67.94
55,سيرم بلوب صغير,6223003501396,105.0
56,سيرم بلوب كبير,6223003501402,185.0
595,سيريلاك فواكه 125جم,6221007025917,51.0
596,سيريلاك قمح ساده صغير,6221007043270,34.0
1637,سيريلاك قمح مع اللبن,6221007025894,46.2
768,سيستون اقراص,8901138502133,75.82
810,سيفامول اقراص فوار,6221043010557,40.12
745,سيفديم 1جم فيال,6221032163998,41.0
738,سيفوتاكس 1جم ايبكو فيال,6221032310002,33.27
744,سيفوتاكس 2جم ايبكو امبول,6221032320001,47.97
747,سيفوران 1جم,6222012201501,31.72
259,سيفيكسيم 100مل,6222012210008,47.88
293,سيفيكسيم شرام30مللي,6222012210503,33.97
765,سيفييم 500مجم فيال ايفا,6222012215003,38.68
862,سيكودال 1جرام اقراص,6221163006409,72.36
835,سيلجون 10مجم اقماع,6221032250384,12.6
757,سيلجون 20 جرام كبسول,6221032115058,23.21
805,سيلدافا 100مجم,6222001401318,20.13
804,سيلدوكير 8مجم,6223004693106,97.2
801,سيلدين 100مجم,6221032119872,21.12
751,سيلفربيرن كريم موضعي 30 جرام,6221508122016,29.4
1379,سيلك بلاستر  حرير 10 سم,6224000132293,62.43
1384,سيلك بلاستر 1.25 سم,6224000132415,6.25
1381,سيلك بلاستر 7.50 سم,745240351962,47.85
1380,سيلك بلاستر حرير 2.5 سم,6224000132323,17.7
1625,سيلوكينزوك 50مجم اقراص,6223003270599,72.28
773,سيلينيوم ايه سي اقراص,6225000123502,100.58
847,سيمباتكس 20مجم اقراص,6223004510236,125.28
853,سيمباتكس 30مجم اقراص,6223002459711,164.16
662,سيميثيكون نقط العامريه,6221075200315,17.24
1559,سيناريزين 25 مجم اقراص,6221060000555,17.2
1603,سيناريزين 75 مجم اقراص,6221060000531,23.36
894,سينوبار غسول للوجه,6224000437282,125.8
46,سينور بخاخ,6224008077480,50.0
1339,شاش المحله 11 سم,4045451651646,3.8
1348,شاش المحله 5 سم,4568653484654,2.3
1347,شاش المحله 7 سم,4262324654654,2.75
1341,شاش دريسنج 10*10,4258525855558,2.0
1342,شاش دريسنج 10*20,4225565465554,2.75
1343,شاش دريسنج 15*25,4265651855516,3.55
1340,شاش فازلين 10فى 20سم,4225588952221,8.0
1034,شامبو اسكاي لتر,6224000566920,62.7
1036,شامبو اسكاي لتر,6224000566913,62.7
1035,شامبو اسكاي لتر سلفات منخفض,6223007210744,62.7
1029,شامبو البصل والخروع,6223002230914,53.35
1043,شامبو الفيف هالورين 600ملل,3610340651328,129.58
1044,شامبو الفيف هالورين 600ملل,3610340655289,129.85
1063,شامبو بانتين 400 م للتساقط,5410076881840,140.0
1062,شامبو بانتين 600 م,4084500807457,180.0
1068,شامبو بلولاين بالنخاع لتر,6224000412234,58.5
1061,شامبو بندولين 250 م,6223011114373,115.0
1060,شامبو بندولين 450 م,6223011114380,154.0
76,شامبو جونسون 200 مل,6223000659281,70.0
75,شامبو جونسون صغير 100مل,6223000659243,40.0
31,شامبو دوف  180 ملي,6221155135094,63.0
30,شامبو دوف 180,6221155135100,63.0
29,شامبو دوف 180 ملي,6221155135049,63.0
93,شامبو دوف الاصلاح المكثف,6221155135186,105.0
94,شامبو دوف ضد تساقط الشعر,6221155135179,105.0
13,شامبو صن سيلك 350,6221155063267,68.0
32,شامبو صن سيلك 350 ملي,6221155063274,68.0
33,شامبو صن سيلك 600 ملي,6221155063304,98.0
1049,شامبو فاتيكا 180ملل,6223012450463,47.5
1050,شامبو فاتيكا 350ملل,6223012450470,73.75
1054,شامبو فاتيكا جرجير وزيتون 360ملل,6223012452726,58.0
1057,شامبو فاتيكا للشعر العادي 400 م,6291069652536,58.0
1055,شامبو فاتيكا يحافظ علي الرطوبه,6224007939468,58.0
1056,شامبو فتيكا للحمايه من تساقط الشعر,6224000851736,58.0
1030,شامبو فيانسيه اليمون والالوفيرا,6223002230945,53.35
1047,شامبو كلير حريمي 190ملل,6221155058409,67.0
1046,شامبو كلير حريمي 400ملل,6221155206589,100.0
1045,شامبو كلير رجالي,6221155058485,100.0
1048,شامبو كلير رجالي 190ملل,6221155058447,68.0
1059,شامبو كليو باترا بزبده الشيا 500 م,6224009609581,42.62
1053,شامبو مارولينا للشعر لتر,6772505029889,92.1
28,شامبو هيد اند شولدرز,5011321361058,160.0
1052,شامبو وبلسم دياموند لتر,6210000352113,44.0
1039,شامبو وبلسم سباركل,6221009004514,71.5
1040,شامبو وبلسم سباركل,6221009005276,71.5
1041,شامبو وبلسم سباركل,6221009005382,71.5
1042,شامبو وبلسم سباركل,6221009007416,71.5
1008,شاور جل رودى خوخ 2لتر,6224319976564,41.5
1007,شاور جل رودى سهر الليالى 2لتر,6224319972429,41.5
1002,شاور دوش لتر,6223006128866,65.0
1010,شاور مود 750مل,6223007903318,68.75
775,شاي رجيم رويال صغير,6040391213560,18.17
774,شاي رجيم رويال كبير,6040391211863,32.71
1484,شفاط ثدي اليجو نيو,4975201678845,16.0
1334,شفرات دوركو حريمى بينك,8801038603339,66.75
1227,صابون انجليش ليزر 125  احمر,6221081064208,14.33
1228,صابون انجليش ليزر 125 ازرق,6221081064161,14.33
1137,صابون جلسرين خمس خمسات,6223002840182,18.0
1136,صابون خمس خمسات كبريت,6223002840298,11.0
1122,صابون دوف قالب كريم جمال,6221155137814,29.5
1025,صابون ديتول 125جرام,6223005872241,23.37
1026,صابون ديتول 90جرام,6223005873583,19.0
1028,صابون ديتول 90جرام,6223005873620,19.0
1123,صابون ديتول لبشره ناعمة الملمس,6221155137821,29.5
1027,صابون ديتول مغذي 90جرام,6223005875402,19.0
1556,صابون فينتامور,6224011686310,57.36
977,صابون لايف بوي 125,6221155152602,19.7
1277,صابون مغربي بوبانا بزيت الزيتون,6222019610993,44.75
1541,صابونة ديتول 115م ازرق كول,6223005872227,24.0
22,صابونه ستارفيل,6224008073437,35.0
18,صابونه كبريت,6223002260461,18.0
1417,صبغه جاوي,4525630178456,7.25
1130,صن سويت بخلاصة الزليمون للبشره الدهنيه,6225000333145,9.75
1129,صن سويت بخلاصة الزيتون للبشره الجافه,6225000333149,9.75
1128,صن سويت بخلاصة العسل للبشره الحساسه,6225000333148,9.75
1127,صن سويت بخلاصة الورد للبشره العاديه,6225000333147,9.75
1429,صنفره زيدورا لتفتيح البشره بالخيار,6224212566848,28.75
1281,عضاضه مايه  الجو,758475809948,17.25
1140,غرناطه كريم للشعر الارجان,6220201376757,106.0
1141,غرناطه كريم للشعر بذبدة شيا غانا,6220201375248,106.0
1152,غسول ايفا مزيل للوجه 150مل,6223004374036,46.25
1233,غسول بوبانا 50 م بالفحم,6222019610276,27.0
1155,غسول بوبانا وجه بفيتامين سى 50مل,6222019610290,27.0
1416,غسول خلات الرصاص,4110398521475,7.75
27,غسول ستارفيل,6224008059790,95.0
1345,غطاء للعين,4257255545457,1.15
51,غلو اند لافلي,6221155114488,27.5
73,فا بليه مزيل,6281031263112,45.0
74,فاتيكا شامبو اسود 360 مل,6224007939178,53.0
1246,فاتيكا كريم 125  لوز,6224000851859,42.67
1244,فاتيكا كريم 125 حناء ولوز,6291069655018,42.67
1243,فاتيكا كريم 125 صبار و زيتون,6291069655117,42.67
1241,فاتيكا كريم 125 ليمون,6291069654516,42.67
1245,فاتيكا كريم 125جوز هند,6224000851880,42.67
1259,فاتيكا كريم 190  صبار وزيتون,6224000851033,58.2
1258,فاتيكا كريم 190 جوز هند,6224000851897,58.2
1256,فاتيكا كريم 190 حناء ولوز,6224000851019,58.2
1257,فاتيكا كريم 190 زبدة شيا,6223012450241,58.2
1260,فاتيكا كريم الارجان  65ملل,6224007940044,22.5
1261,فاتيكا كريم الحبه السوداء  65ملل,6224007940075,22.5
