id,name,box_qty_available,box_price,box_purchase_price,total_selling_value_box,total_cost_value_box
1699,*ترمومتر زئبق,2,60.00,46.00,120.00,92.00
1479,10x12غيار لاصق استرب,2,4.00,2.10,8.00,4.20
1480,10x18 غيار لاصق استرب,1,4.00,2.45,4.00,2.45
1481,10x25 غيار لاصق استرب,2,5.00,3.00,10.00,6.00
1482,10x35 غيار لاصق استرب,4,6.00,3.80,24.00,15.20
444,123 شراب,5,32.00,22.40,160.00,112.00
1206,225 فيانسيه  جل كريم موف م,1,47.00,36.30,47.00,36.30
1989,4785963210485,1,100.00,75.00,100.00,75.00
212,5/1000جليبوفين,1,48.00,34.00,48.00,34.00
1478,6x8 غيار لاصق استرب,6,2.00,1.00,12.00,6.00
1286,PINEفوج بخاخ,1,120.00,93.00,120.00,93.00
1491,Test Product,3,30.00,7.00,90.00,21.00
359,أبيمول 500,1,24.00,15.36,24.00,15.36
925,أتور 20,1,79.00,56.88,79.00,56.88
926,أتور 40,1,106.00,77.38,106.00,77.38
1941,إكسامايد 10مجم اقراص,1,117.00,84.94,117.00,84.94
1995,ابره بثور,1,13.00,8.75,13.00,8.75
1616,ابي داينيترا 5مجم اقراص,1,16.00,9.10,16.00,9.10
1811,ابي دينيترا 10مجم اقراص,1,9.00,6.80,9.00,6.80
322,ابيدون شراب,3,24.00,20.00,72.00,60.00
346,ابيديرم كريم,1,70.00,51.10,70.00,51.10
590,ابيسيفين 1جم,4,60.00,46.02,240.00,184.08
591,ابيسيفين 1جم,5,60.00,46.02,300.00,230.10
2260,ابيفاسي امبول,1,500.00,450.00,500.00,450.00
253,ابيفيناك امبول,1,36.00,28.80,36.00,28.80
1447,ابيفيناك قطره للعين,2,20.00,14.40,40.00,28.80
353,ابيكوبريد 20,0,104.00,77.00,0.00,0.00
347,ابيكوبريد 5,1,69.00,51.06,69.00,51.06
1936,ابيكوجيل شراب,1,48.00,35.52,48.00,35.52
2026,ابيكوفيللين 125مجم شراب,1,22.00,16.67,22.00,16.67
593,ابيماج فوار,1,26.00,19.94,26.00,19.94
342,ابيمول اكسترا,1,28.00,20.16,28.00,20.16
329,ابيمول لبوس5اقماع,1,15.00,10.65,15.00,10.65
1974,ابيوكالمين100مجم/5 مجم شراب,1,28.00,20.44,28.00,20.44
355,اتاكاند 16,1,116.00,85.84,116.00,85.84
344,اتاكاند 4ملجم,1,39.75,31.00,39.75,31.00
356,اتاكاند 8,1,83.00,60.59,83.00,60.59
345,اتاكاند بلاس 12.50/16 مجم اقراص,1,116.00,91.64,116.00,91.64
924,اتاكاند بلاس 32/ 25مجم اقراص,1,179.00,143.20,179.00,143.20
2096,اتروفنت 250 مجم امبول,0,286.00,221.00,0.00,0.00
2162,اتروفينت500امبول,2,286.00,210.78,572.00,421.56
349,اتكوكوكسيب 90,1,241.50,167.30,241.50,167.30
340,اتورستات 10,1,56.00,39.76,56.00,39.76
343,اتورستات 20,1,64.00,44.80,64.00,44.80
357,اتورستات 40,2,76.00,51.00,152.00,102.00
360,اتورستات 80,1,64.00,46.72,64.00,46.72
341,اتوريزا 10/10,1,166.00,114.54,166.00,114.54
335,اتوريزا 10/20,1,141.00,98.70,141.00,98.70
348,اتوريزا 10/40,1,210.00,151.20,210.00,151.20
1724,اجركس 75مجم اقراص,2,27.00,19.71,54.00,39.42
321,اجيرا كريم حب شباب,1,159.00,108.12,159.00,108.12
352,اجيولاكس,1,80.00,64.00,80.00,64.00
1338,اختبار حمل,6,25.00,7.25,150.00,43.50
1387,اختبار حمل يو تست كارت,4,20.00,6.25,80.00,25.00
305,ادابالين جيل,1,34.00,23.46,34.00,23.46
1173,ادرينوكورتين امبول,1,80.00,59.20,80.00,59.20
923,ادول ازرق,1,32.00,23.10,32.00,23.10
843,ادول اكسترا اقراص,4,52.00,41.29,208.00,165.16
330,ادولور30مجم حقن,3,36.00,23.76,108.00,71.28
338,ادويتين 30,1,243.00,167.67,243.00,167.67
331,ادويتين60مجم,1,299.50,185.35,299.50,185.35
1566,ادويفلام امبول,2,72.00,50.11,144.00,100.22
1555,ادويفلام جل,1,55.00,39.43,55.00,39.43
967,اديوفلام 12.5 مجم,1,148.00,108.04,148.00,108.04
1985,ار اكس كريم,1,75.00,56.25,75.00,56.25
1769,ارتيسوي اقراص,2,240.00,170.40,480.00,340.80
1768,ارتيكسيبان 2.5 مجم اقراص,1,426.00,302.40,426.00,302.40
1221,ارثروفاست 150 مجم اقراص,1,120.00,92.05,120.00,92.05
1528,ارثينور اقراص,1,23.00,17.94,23.00,17.94
1149,ارجنتو  غسول 200ملل,2,135.00,98.00,270.00,196.00
351,اريثريكس 200,1,94.00,66.74,94.00,66.74
2281,اريراستابكس 20م اقراص,1,75.00,54.67,75.00,54.67
334,اريك,0,100.50,86.43,0.00,0.00
2188,ازادرم كريم,2,87.00,57.00,174.00,114.00
1977,ازروليد 200/5مجم شراب 15مل,1,45.00,34.20,45.00,34.20
354,ازروليد 500,2,63.00,42.48,126.00,84.96
1978,ازروليد200/5 مجم شراب 22.5مل,1,52.00,39.52,52.00,39.52
2004,ازروليد30مللى شراب,2,62.00,45.83,124.00,91.66
339,ازماتك 20,0,55.00,26.30,0.00,0.00
964,ازماتك 40مجم,1,144.00,89.28,144.00,89.28
922,ازماكاست 10,1,156.00,113.88,156.00,113.88
921,ازماكاست 5,1,120.00,88.80,120.00,88.80
1716,ازمالير10مجم اقراص,1,40.00,29.20,40.00,29.20
541,ازموراب 40مجم,1,138.00,96.60,138.00,96.60
364,اسبروتكت اقراص,1,54.00,40.78,54.00,40.78
1757,اسبريكارلو اقراص,2,45.00,34.38,90.00,68.76
592,اسبرين بروتكت اقراص,4,78.00,60.00,312.00,240.00
1531,اسبوسيد 75مجم اقراص,3,33.00,28.38,99.00,85.14
326,اسبوسيد اطفال,4,35.00,25.55,140.00,102.20
1151,استارفيل غسول  ابيض 200ملل,1,145.00,96.00,145.00,96.00
535,استربسل عسل وليمون,0,170.00,112.20,0.00,0.00
190,استيروماب 10جرام اقراص,1,132.00,96.91,132.00,96.91
2243,استيكان 10مجم اقراص,1,48.00,35.04,48.00,35.04
2242,استيكان 20مجم اقراص,0,106.00,77.38,0.00,0.00
1530,استيل سستايين 200مجم,1,55.00,45.10,55.00,45.10
316,استين 20مجم,1,28.80,18.14,28.80,18.14
317,استين10مجم,1,28.80,18.14,28.80,18.14
1464,اسيتون 70 مل بيور,4,30.00,21.00,120.00,84.00
1470,اسيتون الاهرام 40 مل,1,15.00,9.75,15.00,9.75
833,اسيكلوفير 800 ستادا,1,280.00,221.20,280.00,221.20
361,اسيكلوفير كريم,3,23.00,15.80,69.00,47.40
2269,اسيكلوفير400ستادا اقراص,1,210.00,152.46,210.00,152.46
2192,افازير قطره للعين,2,28.00,18.20,56.00,36.40
2180,افوريكسال كبسول,0,270.00,196.00,0.00,0.00
1225,افوفا عجينه بيضا احمر,1,32.00,22.75,32.00,22.75
1224,افوفا عجينه بيضا اصفر,1,32.00,22.75,32.00,22.75
2337,افونا فازلين شفايف,3,20.00,13.00,60.00,39.00
2212,افيروبايوز 642.9 مجم شراب,2,118.00,85.18,236.00,170.36
2073,افيروميلان 50مجم اقراص,1,106.50,78.30,106.50,78.30
336,افيفافاسك 10/160,1,140.00,69.60,140.00,69.60
337,افيفافاسك 5/160,1,124.00,90.52,124.00,90.52
196,افيل حقن,4,57.00,41.84,228.00,167.36
1778,اكت رابد 100 وحده حقن,2,75.50,52.85,151.00,105.70
1878,اكت رابد انسولين 100مجم بنفل,5,338.00,270.00,1690.00,1350.00
324,اكتوزنك اقراص,1,30.00,19.80,30.00,19.80
2075,اكتوفنت سي ار 4مجم اقراص,1,12.00,8.82,12.00,8.82
723,اكتوميثرين 5% 50مللي,8,55.00,35.75,440.00,286.00
2111,اكتيفاست 50 مجم اقراص,1,39.00,24.75,39.00,24.75
537,اكتيفاست فوار,1,21.00,14.28,21.00,14.28
899,اكرتين %0.025 كريم,1,38.00,30.40,38.00,30.40
937,اكرتين %0.50 كريم,1,43.00,32.68,43.00,32.68
1124,اكس اسبراي % عرض,1,150.00,120.00,150.00,120.00
1125,اكس اسبراي % عرض,1,150.00,120.00,150.00,120.00
1126,اكس اسبراي % عرض,1,150.00,120.00,150.00,120.00
2078,اكسارونت 5مجم اقراص,1,357.00,268.40,357.00,268.40
323,اكسامايد20مجم,1,106.00,75.26,106.00,75.26
320,اكسامايد5مجم,1,66.00,46.20,66.00,46.20
2341,اكسترا بانتين كريم,1,90.00,66.87,90.00,66.87
2195,اكسترا كريم,1,65.00,40.95,65.00,40.95
968,اكستنشن 150/12.5 مجم بلاس,0,108.00,87.84,0.00,0.00
960,اكستنشن 300/12.5 مجم بلاس,1,148.00,108.00,148.00,108.00
1955,اكسفورج اتش 5/160/12.5مجم اقراص,0,270.00,203.04,0.00,0.00
2160,اكنى-فرى كريم,1,27.00,19.89,27.00,19.89
546,اكني اكت جيل,1,39.00,28.08,39.00,28.08
306,اكنيسكيف لعلاج حب الشباب,1,37.00,25.53,37.00,25.53
318,اكوا بلس شراب,2,45.00,27.00,90.00,54.00
350,ال- كارنتين,1,72.00,51.12,72.00,51.12
1816,ال-كارنيتين بلس اقراص,1,116.00,90.05,116.00,90.05
1938,البافيت شراب اخضر,1,39.00,27.69,39.00,27.69
1937,البافيت شراب بني,2,40.00,30.40,80.00,60.80
362,البندازول 400 اقراص,1,46.00,36.34,46.00,36.34
292,البندازول شراب,2,24.00,18.96,48.00,37.92
1795,الترافير كريم تفتيح,1,60.00,45.66,60.00,45.66
1517,الترانيل كبسول,1,130.00,91.00,130.00,91.00
315,الدوميت250مجم,2,111.00,76.59,222.00,153.18
1110,الزميندا 5مجم,1,44.00,32.30,44.00,32.30
162,الزنتال 200 جرام اقراص,0,33.00,23.10,0.00,0.00
161,الزنتال شراب,1,21.00,15.32,21.00,15.32
1654,السيزول 60 كبسول,1,198.00,140.58,198.00,140.58
1842,الفاكارينو نقط بالفم,2,152.00,112.40,304.00,224.80
1185,الفاكالسيدول نقط فم,1,86.00,63.14,86.00,63.14
1655,الفيرينسبازم اقراص,2,74.00,49.58,148.00,99.16
328,الفينترن اقراص,2,87.00,57.42,174.00,114.84
2318,الكا مصر اكياس,1,40.00,31.30,40.00,31.30
1116,الكابراس تريو 5/ 160/25 مجم اقراص,1,110.00,80.30,110.00,80.30
160,الكابرايد 50 جرام قرص,1,90.00,59.40,90.00,59.40
1117,الكابرس بلس 10/160 مجم,1,102.00,76.50,102.00,76.50
307,الكابرس تريو 160/5 12.50,1,97.00,70.81,97.00,70.81
308,الكابرس5مجم,1,58.00,44.66,58.00,44.66
327,الليربان ممتد المفعول 2مجم,1,38.00,28.12,38.00,28.12
158,الليربان1 مجم\ 5مللى شراب,3,33.00,24.90,99.00,74.70
1650,الليرجيل مضاد للحساسيه شراب,2,26.00,18.27,52.00,36.54
153,الوكتيا اسبراى للشعر,1,359.00,244.12,359.00,244.12
154,الوكيتا شامبو,1,199.00,135.32,199.00,135.32
155,الوكيتا شامبو دي اس,1,229.00,155.72,229.00,155.72
166,الوندا 0.5جرام اقراص,1,125.00,93.75,125.00,93.75
989,الويز  جامبو طويل,1,80.00,66.00,80.00,66.00
990,الويز جامبو طويل جدا,1,80.00,66.00,80.00,66.00
1748,اليرتام 120مجم اقراص,1,21.00,16.26,21.00,16.26
319,اليريد10مجم,1,93.00,66.96,93.00,66.96
870,اليكا -ام كريم,1,52.00,37.96,52.00,37.96
2295,اليكاسال كريم,1,50.00,36.00,50.00,36.00
1583,اليمبوسيس5مجم اقراص,1,269.50,199.43,269.50,199.43
1644,اماجلوست 30/4مجم اقراص,1,102.00,78.97,102.00,78.97
314,اماريل ام اقراص,2,102.00,74.46,204.00,148.92
313,اماريل1مجم,1,40.00,29.60,40.00,29.60
311,اماريل2مجم,1,78.00,57.72,78.00,57.72
310,اماريل3مجم,1,87.00,62.64,87.00,62.64
312,اماريل4مجم,1,78.00,57.72,78.00,57.72
441,امبروكسول نقط,2,16.00,12.00,32.00,24.00
163,امبيزيم اقراص,0,102.00,71.40,0.00,0.00
1360,امريزول 0.5% محلول وريدي,2,47.00,31.28,94.00,62.56
365,امريزول 500 اقراص,0,25.00,16.75,0.00,0.00
156,امريزول شرب 125 جرام \5مللى,2,31.00,23.25,62.00,46.50
832,امريزول ن 500مجم اقماع,1,30.00,24.90,30.00,24.90
14,املا كريم,1,80.00,65.00,80.00,65.00
1276,املاح باديكير افونا,2,30.00,16.50,60.00,33.00
1163,امواس دوركو,19,20.00,11.00,380.00,209.00
2112,اموسريبرال بلس اقراص,1,36.00,22.50,36.00,22.50
2164,اميبابين اقراص,1,65.00,47.90,65.00,47.90
2210,اميبروستون 8مجم اقراص,0,90.00,64.97,0.00,0.00
2053,اميبريد 50مجم اقراص,0,111.00,76.59,0.00,0.00
878,اميجران ادكو اقراص,1,93.00,74.40,93.00,74.40
1490,اميجراويست2.5مجم اقراص,1,56.00,39.20,56.00,39.20
839,اميكاسين 500مجم حقن,3,34.00,28.56,102.00,85.68
159,اميولانت ان شراب,2,50.00,37.50,100.00,75.00
164,اميولانت بلس اقراص,2,45.00,35.10,90.00,70.20
1924,اميولانت كبسول,2,45.00,33.75,90.00,67.50
1220,انافرونيل 25 مجم اقراص,1,66.00,48.45,66.00,48.45
1925,انافرونيل ممتد المفعول 75 مجم اقراص,1,106.00,79.50,106.00,79.50
1730,اناللرج 4مجم اقراص,0,30.00,21.30,0.00,0.00
1190,انتوبرال 20مجم اقراص,1,88.00,59.84,88.00,59.84
1191,انتوبرال 40مجم اقراص,0,126.00,85.68,0.00,0.00
205,انتودين 20 جرام اقراص,1,60.00,44.05,60.00,44.05
594,انتودين 40مجم,2,93.00,68.27,186.00,136.54
1218,انتودين امبول,0,78.00,62.40,0.00,0.00
1709,انتوكس اقراص,1,60.00,46.80,60.00,46.80
208,انتيفلام يو بي فارما 25 جرام اقراص,1,16.25,11.93,16.25,11.93
202,انتيفلام يو بي فارما 50 جرام اقراص,0,44.00,32.30,0.00,0.00
206,انتيكوكس 15 جرام حقن,1,78.00,57.00,78.00,57.00
148,انتيكوكس15 جرام,1,111.00,77.70,111.00,77.70
193,انتينال اقراص,2,52.00,38.17,104.00,76.34
889,انتينال شراب,2,24.00,17.62,48.00,35.24
2032,انجرام كريم حلاقة,1,50.00,40.00,50.00,40.00
515,انجكتمول 100مل محلول وريدي,3,67.00,48.91,201.00,146.73
2033,انجي كريم تفتيح صغير,1,17.00,12.25,17.00,12.25
198,اندرال 40جرام اقراص,1,100.00,73.41,100.00,73.41
1636,اندوبينتين 300مجم اقراص,2,135.00,94.50,270.00,189.00
150,اندوريستات 80 مجم اقراص,1,80.00,56.00,80.00,56.00
1805,اندوفيت ايرون بلس شراب,1,120.00,87.96,120.00,87.96
147,انفكتوكيور 500ِ,0,156.00,117.00,0.00,0.00
2039,انفكتوميسين 500مجم اقراص,1,97.00,65.96,97.00,65.96
1463,انفينتي صن بلوك جيل,1,295.00,205.00,295.00,205.00
1354,انكل زولا,4,30.00,16.77,120.00,67.08
1172,انكونت 4مجم اقراص,1,126.00,92.64,126.00,92.64
1809,انماكس حقن شرجيه,1,40.00,30.24,40.00,30.24
735,انوفا 50مجم,1,27.00,17.55,27.00,17.55
865,او ار اسى  فوار,1,40.00,32.00,40.00,32.00
1189,اوبتيبرد قطره للعين,3,54.00,43.20,162.00,129.60
1187,اوبتيديكس-ت قطره,3,48.00,34.56,144.00,103.68
431,اوبلكس ان بلس لبوس,2,32.00,25.60,64.00,51.20
439,اوبلكس شراب,3,31.00,18.90,93.00,56.70
2214,اوبونوف اقراص,1,135.00,81.00,135.00,81.00
1111,اوتال قطره للاذن,2,19.00,13.94,38.00,27.88
433,اوتريفين اطفال,15,24.00,16.56,360.00,248.40
432,اوتريفين بيبي سالين,2,20.00,12.00,40.00,24.00
2324,اوتريفين بيبي سالين15ملي,5,20.00,15.00,100.00,75.00
1940,اوتريفين للاطفال نقط انف,2,24.00,17.42,48.00,34.84
195,اوتريفين للكبار نقط للانف,9,24.00,17.62,216.00,158.58
440,اوتوكورت نقط,2,26.00,17.94,52.00,35.88
2014,اوجرام 1جم اقراص,2,76.00,57.68,152.00,115.36
1969,اوجرام 228.5مجم شرلب,1,56.00,42.00,56.00,42.00
888,اوجرام457 5مللي شراب,1,67.00,49.19,67.00,49.19
188,اوجمنتين 1جم اقراص,3,210.00,154.18,630.00,462.54
1864,اوجمنتين 457 مجم شراب,1,137.50,100.83,137.50,100.83
858,اوجمنتين اي اس600,5,169.00,121.68,845.00,608.40
1708,اوجوبليك قطره,1,18.00,15.12,18.00,15.12
1770,اورازون شراب,1,36.00,28.51,36.00,28.51
1114,اوراسين غسول للفم,1,49.00,35.97,49.00,35.97
715,اوراكيور جيل كبير,1,24.00,15.60,24.00,15.60
435,اوركابريد قطرة,1,38.00,27.00,38.00,27.00
1167,اوركاديكسولين قطره,2,27.00,20.47,54.00,40.94
434,اوركازيد قطرة,1,31.00,22.32,31.00,22.32
423,اورلي كبسول120مجم,1,240.00,177.60,240.00,177.60
426,اوروفيكس ديليكت,1,90.00,66.60,90.00,66.60
427,اوروفيكس غرغره اورنج,1,85.00,62.90,85.00,62.90
428,اوروفيكس غرغره نعناع,1,85.00,62.90,85.00,62.90
152,اوست-مات 60 م  اقراص,1,54.00,27.00,54.00,27.00
438,اوستيوكير اورجينال كبسول,2,150.00,109.50,300.00,219.00
149,اوستيوكير شراب,2,100.00,76.00,200.00,152.00
2200,اوفلام 50 مجم اقراص,0,72.00,54.72,0.00,0.00
248,اوفيوسيديك قطره مضاد حيوى للعين,1,28.00,19.60,28.00,19.60
1201,اوفيونهيبيتا اقراص,1,61.00,43.92,61.00,43.92
252,اوكاربون اقراص,2,105.00,74.55,210.00,149.10
430,اوكتاترون كبسول,0,114.00,80.94,0.00,0.00
203,اوكسيمت 5جرام نقط للانف كبار,2,15.00,11.01,30.00,22.02
200,اوكسيمت نقط للاطفال25 جرام,2,15.00,11.01,30.00,22.02
261,اولفن جيل كبير,2,42.00,33.33,84.00,66.66
890,اولفنت شراب,2,34.00,24.96,68.00,49.92
1641,اولوبات قطره للعين,1,18.60,13.95,18.60,13.95
995,اولويز سنجل طويل جدا,1,35.00,27.00,35.00,27.00
189,اومنيفورا حقن,0,128.00,93.97,0.00,0.00
844,اوميجا 3 شراب,1,130.00,95.44,130.00,95.44
238,اوميجا 3بلس مكمل غذائى,3,135.00,110.00,405.00,330.00
2283,اوميجا د3 اقراص,1,135.00,101.00,135.00,101.00
845,اوميجا زاد شراب,1,120.00,88.10,120.00,88.10
2157,اوميجاكف شراب,1,59.00,43.48,59.00,43.48
207,اوميز 10 جرام  اقراص,1,40.00,29.36,40.00,29.36
187,اوميز 20 اقراص,0,56.00,41.11,0.00,0.00
192,اوميز 40 جرام اقراص,0,130.00,95.44,0.00,0.00
2276,اوميز 40 فيال,1,66.00,55.00,66.00,55.00
1115,اوندالينز 4مجم لزقه للفم,0,160.00,117.47,0.00,0.00
1397,اى بيتش صغار,10,4.00,1.20,40.00,12.00
1398,اى بيتش كبار,10,4.00,1.25,40.00,12.50
1174,ايبكوتيل 20 مجم اقماع شرجيه,1,17.50,13.65,17.50,13.65
963,ايتوبرايد 50مجم,1,54.00,37.80,54.00,37.80
2320,ايراستابكس بلس 40/12.5 اقراص,1,96.00,75.16,96.00,75.16
242,ايراستابكس ترو 20/5/12.5مجم اقراص,1,114.00,83.22,114.00,83.22
243,ايراستابكس تريو 40/5/12.5 مجم اقراص,1,114.00,108.00,114.00,108.00
1579,ايراستابكس تريو 40مجم/10مجم/25مجم اقراص,0,162.00,119.88,0.00,0.00
247,ايراستابكس كو  20/5 مجم اقراص,0,114.00,84.36,0.00,0.00
246,ايراستابكس كو 40/10 مجم  اقراص,1,165.00,122.10,165.00,122.10
244,ايراستابكس كو 40/5 مجم,1,114.00,105.12,114.00,105.12
1494,ايراكتابكس بلس 20/12.5مجم اقراص,2,78.00,57.72,156.00,115.44
928,ايروسبكت شراب,1,75.00,55.00,75.00,55.00
927,ايروسبكت كبسول,1,140.00,110.60,140.00,110.60
929,ايروكسول مرهم,2,109.00,77.39,218.00,154.78
265,ايرونيل 1.5 مجم شراب,1,29.00,23.20,29.00,23.20
204,ايرونيل 2.5 جرام اقراص,2,22.00,16.15,44.00,32.30
1614,ايزابريل 10 مجم اقراص,1,54.00,30.73,54.00,30.73
1186,ايزاكارد 75مجم,1,51.00,37.44,51.00,37.44
191,ايزوتريتونين 20 جرام اقراص,0,372.00,273.11,0.00,0.00
199,ايزوجاست 40 جرام اقراص,1,160.00,117.47,160.00,117.47
197,ايزوروميديرم جل موضغي 30 جرام,2,71.00,52.12,142.00,104.24
1132,ايزي سويت الورد,1,16.00,11.00,16.00,11.00
1131,ايزي سويت زيت زيتون,2,16.00,11.00,32.00,22.00
1455,ايزيس بقدونس وكرفس 20 كيس,1,35.00,23.80,35.00,23.80
2201,ايسوبتن 80 مجم اقراص,1,50.00,38.00,50.00,38.00
1540,ايفا بودرة قدم زرقاء,2,40.00,31.00,80.00,62.00
1472,ايفا بيبي شاور 200 مل,1,100.00,84.00,100.00,84.00
1471,ايفا بيبي لوشن 200 مل,1,130.00,110.00,130.00,110.00
2140,ايفا سموكرز كبير,1,45.00,35.03,45.00,35.03
67,ايفا كريم بنفسجي,5,20.00,10.00,100.00,50.00
1476,ايفا لوشن ريسبي خوخ 370 مل,1,175.00,133.00,175.00,133.00
1435,ايفاستين اقراص,1,54.00,36.72,54.00,36.72
1436,ايفاستين شراب,1,28.00,19.32,28.00,19.32
1146,ايفونا جل كعب الغزال 250ملل,1,20.00,13.75,20.00,13.75
2145,ايفي استيل زنك شراب,2,75.00,53.40,150.00,106.80
2211,ايفي زاد شراب,1,65.00,46.92,65.00,46.92
249,ايفيبرونت شراب,7,57.00,28.80,399.00,201.60
250,ايفيروسبان شراب,2,55.00,36.30,110.00,72.60
1632,ايكاندرا 50 اقراص,0,118.50,86.50,0.00,0.00
2189,ايمباكوزا 10 مجم اقراص,1,240.00,180.00,240.00,180.00
1762,ايمباكوزا 25مجم اقراص,1,240.00,165.80,240.00,165.80
1492,ايمباكوزا بلس اقراص 10/5 مجم,1,357.00,264.18,357.00,264.18
1592,ايموكس 500 مجم اقراص,3,40.00,30.75,120.00,92.25
251,ايموكسكلاف 1جم اقراص مضاد حيوى,2,96.00,71.04,192.00,142.08
1553,ايموكسكلاف 228.5 شراب,2,49.00,35.13,98.00,70.26
892,ايموكسكلاف 642 شراب,2,73.00,53.59,146.00,107.18
1368,ايميرست 4مجم/2ملل محلول للحقن,1,142.50,96.90,142.50,96.90
2029,ايندوميتازين لبوس للالتهاب والروماتيزم,2,38.00,28.80,76.00,57.60
1188,ايه اي جي  ايزوميبرازول 40مجم اقراص,2,292.00,207.30,584.00,414.60
38,بابيا مناديل,3,35.00,26.46,105.00,79.38
558,باراسيتامول 500مجم اقراص (المهن),1,13.00,9.49,13.00,9.49
2024,باراسيتامول نصار 500مجم اقراص,2,34.00,26.55,68.00,53.10
560,بارامول 1000مجم,2,52.00,37.96,104.00,75.92
557,بارامول شراب,2,36.00,24.48,72.00,48.96
1923,باروكسيتين 12.5 مجم اقراص,1,99.00,71.28,99.00,71.28
1747,بالمرز كريم علبه ازرق,1,150.00,125.00,150.00,125.00
1236,بالمرز كريم للشعر اصفر  50 م,1,68.00,56.10,68.00,56.10
1729,بامبديل اقراص,1,81.00,55.89,81.00,55.89
419,بامبديل شراب,1,32.00,24.23,32.00,24.23
1883,بامبينو شراب,2,75.00,54.00,150.00,108.00
508,بانادول ادفانس,4,92.00,69.00,368.00,276.00
1865,بانادول اكتي هيد اقراص,10,62.00,45.63,620.00,456.30
1446,بانادول اكسترا احمر اقراص,3,108.00,86.40,324.00,259.20
2203,بانادول جوينت اقراص,1,67.00,48.75,67.00,48.75
598,بانادول كولد ان فلو اقراص,8,76.00,48.64,608.00,389.12
509,بانادول مايجرين,2,51.00,38.25,102.00,76.50
390,بانتازول 40مجم,2,104.00,72.80,208.00,145.60
559,بانتوبي 20مجم اقراص,1,94.00,63.92,94.00,63.92
548,بانتوبي 40مجم,1,96.00,65.28,96.00,65.28
746,بانتوجار كبسول,1,243.00,188.02,243.00,188.02
392,بانتولوك 40مجم,1,102.00,67.32,102.00,67.32
403,بانتولوك20مجم,1,56.00,34.16,56.00,34.16
695,بانثينول 15جم كريم,1,32.00,23.74,32.00,23.74
697,بانثينول 20جم كريم,3,38.00,27.73,114.00,83.19
696,بانثينول 30جم كريم نوفكس,1,33.00,24.08,33.00,24.08
412,بانثينول سبيكترا كريم شعر,1,59.50,38.08,59.50,38.08
15,باندولين كريم عادي,1,75.00,70.00,75.00,70.00
2334,باور جولد غيار ناموس,2,45.00,29.00,90.00,58.00
1945,باور كابس اقراص,8,40.00,27.00,320.00,216.00
2262,باوريكتا 10مجم اقراص استحلاب,1,69.00,48.16,69.00,48.16
370,باي كيتوجيست150مجم,2,81.00,51.30,162.00,102.60
368,باي-الكوفان150مجم,2,81.00,55.89,162.00,111.78
391,باي-بروفينيد 150مجم,1,54.00,36.18,54.00,36.18
549,ببتك كير 500مجم/500مجم/20مجم اقراص,0,230.00,165.60,0.00,0.00
2080,ببرونه بابيلز كلاسيك 260مل,1,145.00,120.00,145.00,120.00
1315,بدي اسبلاش ايفا ازرق,1,195.00,167.80,195.00,167.80
1313,بدي اسبلاش ايفا بينك,1,200.00,167.80,200.00,167.80
1562,بديالايت محلول جفاف,2,70.00,52.01,140.00,104.02
25,بديل زيت الو ايفا,1,85.00,75.00,85.00,75.00
1826,بديل زيت صبار ايفا,1,95.00,77.00,95.00,77.00
551,برادوزين0.5مجم اقراص استحلاب,1,34.00,22.40,34.00,22.40
367,برافوتين 14 كيس,1,180.00,133.20,180.00,133.20
2114,برايم روز بلاس اقراص,1,165.00,132.00,165.00,132.00
1284,برفان نيفرداي كبير,1,79.00,50.00,79.00,50.00
1410,برفكتوديل % 5محلول  موضعي,1,97.00,64.02,97.00,64.02
396,بركسين اقراص,1,34.00,19.38,34.00,19.38
1893,برمنجات البوتاسيوم,2,15.00,8.25,30.00,16.50
393,برناسورس 15جرام,1,110.00,77.00,110.00,77.00
1361,برو ايفو 120ملل,2,58.00,45.24,116.00,90.48
564,بروباميثون كريم 20جم,4,30.00,20.40,120.00,81.60
369,بروتوفكس20مجم,1,90.00,55.80,90.00,55.80
382,بروتوفكس40مجم,1,116.00,77.72,116.00,77.72
552,بروتولوك 20مجم اقراص,1,66.00,44.88,66.00,44.88
555,بروتولوك 40مجم اقراص,1,82.00,55.76,82.00,55.76
395,بروجيست 100مجم,1,100.00,88.00,100.00,88.00
379,بروجيست 200مجم,1,246.00,196.80,246.00,196.80
1877,بروجيست 400مجم لبوس مهبلي,1,255.00,220.00,255.00,220.00
1695,بروستريد5مجم اقراص,1,183.00,124.44,183.00,124.44
371,بروفين 200مجم,3,48.00,35.40,144.00,106.20
262,بروفين شراب,7,44.00,34.76,308.00,243.32
372,بروفين400مجم,3,78.00,53.82,234.00,161.46
373,بروكاسوفت1مجم,2,118.00,83.78,236.00,167.56
398,بروكاسوفت2مجم,1,118.00,83.87,118.00,83.87
408,بروكسيمول اقراص 0.4,1,34.00,20.40,34.00,20.40
415,بروكسيمول فوار,2,52.00,32.76,104.00,65.52
1521,برونتو جيست 100 مجم حقن,0,240.00,182.40,0.00,0.00
1817,برونتوبلس اقراص,2,40.00,31.05,80.00,62.10
376,برونتوجيست 200مجم,1,192.00,140.16,192.00,140.16
377,برونتوجيست 400مجم,1,372.00,271.56,372.00,271.56
417,برونشيكم شراب,1,69.00,46.23,69.00,46.23
405,برونكو برو نقط 30مجم,1,19.50,14.43,19.50,14.43
