id,name,box_qty_available,box_price,box_purchase_price,total_selling_value_box,total_cost_value_box
2246,ميوكوسول 250/5مل شراب,1,30.00,21.00,30.00,21.00
178,ميوكوفللين مذيب للبلغم 125مملى شراب,2,50.00,31.00,100.00,62.00
175,ميوييراكس كريم,1,48.00,38.40,48.00,38.40
507,نابي فت100مجم,1,96.00,29.76,96.00,29.76
1777,نابيبرادين 5مجم اقراص,1,234.00,185.30,234.00,185.30
2133,نابيزول 40 مجم اقراص,1,62.00,43.99,62.00,43.99
1550,نابيزول امبول,3,60.00,36.28,180.00,108.84
2197,ناتالو كريم مرطب,1,125.00,85.00,125.00,85.00
1609,ناتريليكس اس ار 1.5مجم اقراص,2,55.00,38.84,110.00,77.68
2191,نازاكورت اي كيو بخاخ,1,151.00,120.80,151.00,120.80
1959,نازوستوب % 0.05 نقط للانف,3,20.00,13.50,60.00,40.50
499,نازوفلوتين بخاخ,1,90.00,64.80,90.00,64.80
2187,نازونكس بخاخ,1,157.00,125.60,157.00,125.60
1707,نافكوزول قطرة للعين,1,8.00,6.24,8.00,6.24
2222,نافوبروكسين اقماع,2,17.00,11.25,34.00,22.50
793,نافوبروكسين بلس اقراص,1,44.00,31.98,44.00,31.98
1751,نان لبن رقم 1,1,350.00,318.50,350.00,318.50
506,نانازوكسيد شراب,3,39.00,24.96,117.00,74.88
1671,نانودام اسبراى,1,100.00,77.00,100.00,77.00
1850,نانودام سبراي هيبر تونيك,1,110.00,85.80,110.00,85.80
917,نايت كالم 1مجم,1,60.00,44.11,60.00,44.11
918,نايت كالم 3مجم,0,105.00,77.20,0.00,0.00
497,نت لوك20مجم كبسول,1,274.00,200.02,274.00,200.02
1515,نرهافلكس 20 مجم,1,90.00,72.00,90.00,72.00
1444,نستوجين 1,1,255.00,232.05,255.00,232.05
1456,نعناع ايزيس 12 كيس,1,18.50,12.25,18.50,12.25
1988,نكسيام 40مجم اقراص,0,488.00,366.00,0.00,0.00
1808,نو-يورك 300مجم اقراص,1,38.00,28.72,38.00,28.72
1549,نو-يوريك 100 مجم اقراص,2,65.00,39.31,130.00,78.62
1153,نوتروفا غسول للبشره 200مل,1,120.00,93.50,120.00,93.50
493,نوتوسيل شراب كبير,2,71.00,48.28,142.00,96.56
904,نودي يخاخ مرطب,1,110.00,79.20,110.00,79.20
1713,نورمو-تيرز قطره للعين,2,26.00,16.12,52.00,32.24
1787,نورينوز بخاخ للانف,1,90.00,64.98,90.00,64.98
486,نوفالجين امبولات,1,20.25,14.27,20.25,14.27
1113,نوفالجين اوبلونج 500 مجم اقراص,2,20.00,14.68,40.00,29.36
908,نوفو نورم 0.5 مجم اقراص,1,31.20,26.52,31.20,26.52
907,نوفو نورم 1مجم اقراص,1,44.00,37.84,44.00,37.84
448,نوفيستوريك 20,1,72.00,51.12,72.00,51.12
1378,نولفادكس 10,0,160.00,137.60,0.00,0.00
2227,نيتازود شراب,2,44.00,32.00,88.00,64.00
1726,نيترو ماك ريتارد 2.5 مجم,3,96.00,72.96,288.00,218.88
478,نيتروماك ريتارد 5مجم,1,72.00,51.12,72.00,51.12
1734,نيرفاكتوري اقراص,1,147.00,113.10,147.00,113.10
2009,نيرهاسيلدا75  فيلم,1,88.00,69.00,88.00,69.00
893,نيزابكس شامبو,2,68.00,51.00,136.00,102.00
2325,نيزورال شامبو,1,68.00,50.10,68.00,50.10
2292,نيستاتين نقط,1,30.00,22.47,30.00,22.47
1676,نيفكسال فورت قطره للعين,1,44.00,30.80,44.00,30.80
2343,نيفكسال قطره عين,1,26.00,18.69,26.00,18.69
2255,نيفيا  بليه بلاك &وايت سموث,1,85.00,66.00,85.00,66.00
2218,نيفيا بلية رجالي,1,80.00,66.00,80.00,66.00
1912,نيفيا بليه رجالى ديب,1,80.00,66.50,80.00,66.50
1309,نيفيا بليه كلير,1,85.00,68.75,85.00,68.75
92,نيفيا رول اون سيدات,1,75.00,67.50,75.00,67.50
96,نيفيا سوفت كريم 100,2,70.00,50.00,140.00,100.00
98,نيفيا سوفت كريم20,2,25.00,17.50,50.00,35.00
54,نيفيا كريم مرطب,1,45.00,30.00,45.00,30.00
90,نيفيا للرجال ضد البكتيريا,1,75.00,67.50,75.00,67.50
89,نيفيا للسيدات,2,75.00,67.50,150.00,135.00
475,نيفيلوب 5/25مجم بلس,1,92.00,63.48,92.00,63.48
476,نيفيلوب بلاس 5/12.5مجم,2,86.00,60.20,172.00,120.40
474,نيفيلوب5مجم,3,99.00,69.30,297.00,207.90
484,نيكسيكيور 2.5 اكياس,1,168.00,134.40,168.00,134.40
488,نيكسيكيور 20مجم,3,64.00,46.08,192.00,138.24
479,نيكسيكيور 40مجم اقراص,2,152.00,104.88,304.00,209.76
485,نيكسيكيور5 مجم اكياس,0,168.00,132.72,0.00,0.00
2050,نيل 15 لوشن للاظافر,2,65.00,49.17,130.00,98.34
523,نيو-كلاف 642 شراب,3,90.00,63.00,270.00,189.00
526,نيو-كلاف457مجم,2,88.00,64.24,176.00,128.48
480,نيوترا جار اكياس,2,90.00,66.60,180.00,133.20
1776,نيوتريترو اف اي اقراص,1,60.00,47.52,60.00,47.52
527,نيوروباتكس 600مجم,1,134.00,85.76,134.00,85.76
2036,نيوروتون اقراص,0,96.00,74.68,0.00,0.00
518,نيوروتون امبول,2,66.00,49.50,132.00,99.00
1983,نيوروجلوبنتين 100مجم اقراص,0,54.00,40.50,0.00,0.00
517,نيوروفيت اقراص,1,102.00,71.40,102.00,71.40
520,نيوروفيت اقراص,1,102.00,69.36,102.00,69.36
519,نيوزوليد600مجم,1,52.00,36.40,52.00,36.40
483,نيوفيستوريك 10مجم,1,54.00,38.88,54.00,38.88
1536,هابينس زيت 200ملل اطفال,2,300.00,235.00,600.00,470.00
1979,هالوبيريدول 5مجم امبول,1,65.00,51.41,65.00,51.41
1981,هالونيز 1.5 مجم اقراص,1,13.00,10.28,13.00,10.28
909,هانتر كريم للبشره,1,130.00,102.70,130.00,102.70
1000,هاند ووش ديفا بينك,1,40.00,35.00,40.00,35.00
1001,هاند ووش ديفا موف,1,40.00,35.00,40.00,35.00
913,هاى فريش قطره للعين,1,75.00,54.75,75.00,54.75
1750,هاي بانتين بلس كريم,1,60.00,46.48,60.00,46.48
481,هاي بانتين بلس لوسيون,1,55.00,37.95,55.00,37.95
443,هاي بيوتك 1جم,3,173.00,122.33,519.00,366.99
451,هاي بيوتك 600مجم شراب,3,92.00,66.24,276.00,198.72
2278,هاي بيوتك 625مجم اقراص,1,143.00,112.00,143.00,112.00
477,هاي بيوتك ان شراب 457مجم,2,80.00,55.20,160.00,110.40
442,هاي ديرم كريم,1,55.00,36.85,55.00,36.85
910,هاي فريش قطره عين,1,75.00,54.75,75.00,54.75
521,هاي ماكس بخاخ 100مل,1,130.00,91.00,130.00,91.00
445,هستازين 1 شراب,2,34.00,24.12,68.00,48.24
586,هكسيتول 125مجم غرغره,1,49.90,37.42,49.90,37.42
2166,هياكيرينول قطره للعين,1,56.00,39.20,56.00,39.20
1804,هيالو فور كنترول صغير,1,319.00,296.60,319.00,296.60
447,هيدرافيت كريم,1,60.00,33.60,60.00,33.60
1554,هيدروفيوسيديك كريم,4,58.00,41.58,232.00,166.32
1932,هيدرين وانس سبراي جيل,1,240.00,192.00,240.00,192.00
1743,هيربال معجون اسنان بالفحم 140,1,45.00,35.75,45.00,35.75
584,هيربانا كبسول,1,120.00,84.00,120.00,84.00
454,هيرتونك اقراص,2,190.00,140.00,380.00,280.00
1687,هيرو برو نقط,1,95.00,76.00,95.00,76.00
1198,هيرو بيبي رقم 2,1,264.00,198.00,264.00,198.00
1686,هيرو د3 +ك2 نقط,1,95.00,76.00,95.00,76.00
1680,هيرو دي3 نقط,2,60.00,43.95,120.00,87.90
449,هيلسك 10,1,32.00,22.40,32.00,22.40
452,هيلسك20مجم اقراص,1,47.00,34.78,47.00,34.78
453,هيلسك40مجم,1,73.00,54.02,73.00,54.02
2247,هيليكيور اقراص,1,240.00,182.40,240.00,182.40
587,هيموجيت امبول,2,130.00,101.40,260.00,202.80
455,هيموستوب امبولات,1,27.00,21.60,27.00,21.60
446,وان الفا .0.25,1,108.00,86.40,108.00,86.40
1953,وان تو ثرى اقراص,4,40.00,30.08,160.00,120.32
1901,وايت مناديل,1,30.00,24.15,30.00,24.15
902,وودي مساج جل,2,80.00,60.80,160.00,121.60
1568,ويديبريكس 40مجم اقراص,2,104.00,72.38,208.00,144.76
1564,ويديبريكس شراب,1,83.00,57.76,83.00,57.76
585,ويست اير 4مجم,0,98.00,71.54,0.00,0.00
2321,ويندبين اقراص 5مجم,1,21.00,15.50,21.00,15.50
588,وينزوكسيب 90مجم,1,204.00,153.00,204.00,153.00
912,ياسمينا اقراص,1,205.00,180.40,205.00,180.40
1862,يو ريتشي بانثينول ادفانس كريم جل,1,85.00,61.19,85.00,61.19
1976,يو-ريتشي بانثينول كريم,1,30.00,21.60,30.00,21.60
2339,يوثيروكس 50مجم اقراص,1,92.00,68.35,92.00,68.35
134,يور ايد ان فوار,2,38.00,27.50,76.00,55.00
661,يوراليت يو فوار,1,366.00,263.03,366.00,263.03
254,يورسولفين ان فوار,3,38.00,28.88,114.00,86.64
1643,يورونيميا 100مجم امبول,2,275.00,212.90,550.00,425.80
1982,يوريتشي بانثينول كريم جل,2,65.00,51.00,130.00,102.00
717,يوريفين-ان فوار,0,31.00,20.15,0.00,0.00
2317,يوريكنترول اقراص,1,25.00,19.50,25.00,19.50
1587,يوريكول -ان اكياس فوار,3,21.00,16.14,63.00,48.42
582,يونيسيتامول نقط100مجم,1,23.00,14.72,23.00,14.72
1112,يونيفرسال مساج اسبراي,1,145.00,116.00,145.00,116.00
1837,يونيفرسال مساج كريم,1,95.00,72.96,95.00,72.96
589,يونيفنجاي اقراص لفطريات,1,53.00,34.98,53.00,34.98
2012,يونيكتام 1500 مجم فيال,3,56.00,42.50,168.00,127.50
2013,يونيكتام 750 مجم فيال,2,39.00,29.60,78.00,59.20
