id,name,box_qty,strip_qty,box_purchase,strip_purchase,cost_box,cost_strip,cost_total
1873,ريفابيداكس 10مجم اقراص,0,2,204.00,68.00,0.00,136.00,136.00
634,ريفارست بلس مهبلي,1,1,61.08,61.08,61.08,61.08,122.16
1203,ريفاروسبير اقراص,1,2,182.80,91.40,182.80,182.80,365.60
618,ريفاروسبير20مجم,1,2,269.36,134.68,269.36,269.36,538.72
1915,ريفافلوفا 20مجم اقراص,3,5,188.90,94.45,566.70,472.25,1038.95
874,ريفو اقراص,1,17,105.75,5.29,105.75,89.89,195.64
1958,ريفيفوديرم كريم,0,0,85.50,85.50,0.00,0.00,0.00
1465,ريكسونا اسبراي حريمي 150 مل,0,0,128.00,128.00,0.00,0.00,0.00
1466,ريكسونا اسبراي حريمي ضدد التعرق,1,1,128.00,128.00,128.00,128.00,256.00
43,ريكسونا بخاخ,1,1,92.50,92.50,92.50,92.50,185.00
45,ريكسونا بخاخ,1,1,92.50,92.50,92.50,92.50,185.00
1003,ريكسونا بلية اخضر ص,0,0,28.00,28.00,0.00,0.00,0.00
20,ريكسونا بليه صغير,0,0,25.00,25.00,0.00,0.00,0.00
19,ريكسونا بليه كبير,1,0,60.00,60.00,60.00,0.00,60.00
1298,ريكسونا رجالي 25 م,0,0,27.50,27.50,0.00,0.00,0.00
1296,ريكسونا رجالي 50 م,0,0,65.00,65.00,0.00,0.00,0.00
1297,ريكسونا رجالي 50 م ضدد التعرق,0,0,65.00,65.00,0.00,0.00,0.00
656,ريكوكسيبرايت60مجم اقراص,1,2,135.11,67.56,135.11,135.11,270.22
714,ريكوكسيبرايت90مجم اقراص,0,0,213.41,71.14,0.00,0.00,0.00
1621,ريلاكسون اقراص,1,3,49.50,16.50,49.50,49.50,99.00
2117,ريموواكس قطره اذن,1,1,17.47,17.47,17.47,17.47,34.94
1691,رينال اس ان فوار,1,12,22.97,1.91,22.97,22.97,45.94
705,رينكس للاطفال10مللي,2,2,12.93,12.93,25.86,25.86,51.72
704,رينكس نقط كبار,2,2,12.93,12.93,25.86,25.86,51.72
614,رينو كالم شراب,2,2,25.20,25.20,50.40,50.40,100.80
267,رينوبرو شراب,3,3,27.72,27.72,83.16,83.16,166.32
290,رينوبرو كبسول,1,3,63.00,31.50,63.00,94.50,157.50
613,رينومول شراب,2,2,21.39,21.39,42.78,42.78,85.56
1565,زارو جل جيل موضعي,2,2,13.22,13.22,26.44,26.44,52.88
1648,زالاتان قطره,2,2,174.50,174.50,349.00,349.00,698.00
237,زانوجليد30/4,1,3,72.24,24.08,72.24,72.24,144.48
958,زنك اوريجين شراب,0,0,24.18,24.18,0.00,0.00,0.00
1599,زنك اوليف كريم ايه ثري ايه,2,1,34.60,34.60,69.20,34.60,103.80
1504,زنك اوليف كريم كولدج,2,2,40.70,40.70,81.40,81.40,162.80
716,زنك-اوليف كريم,1,1,63.00,63.00,63.00,63.00,126.00
1602,زنكترون اقراص,2,5,91.98,30.66,183.96,153.30,337.26
739,زنكوديرم كريم,1,1,54.16,54.16,54.16,54.16,108.32
740,زنكوديرم لوسيون,1,1,50.29,50.29,50.29,50.29,100.58
2087,زوراكسون 1جم فيال,9,9,45.00,45.00,405.00,405.00,810.00
822,زوركال 20مجم,1,2,42.12,21.06,42.12,42.12,84.24
2084,زوركال 40 مجم اقراص,1,2,140.30,70.15,140.30,140.30,280.60
823,زوركال 40مجم,0,0,63.36,63.36,0.00,0.00,0.00
2259,زوركال فيال,3,3,82.00,82.00,246.00,246.00,492.00
749,زورين 1جم فيال,2,0,37.14,37.14,74.28,0.00,74.28
936,زوفران حقن 4 مجم,1,10,214.50,21.45,214.50,214.50,429.00
268,زوفيراكس شراب,2,2,73.92,73.92,147.84,147.84,295.68
879,زوفيراكس كريم %5,1,1,21.60,21.60,21.60,21.60,43.20
1971,زوكوزيت 10/20 مجم اقراص,1,2,67.50,33.75,67.50,67.50,135.00
1823,زولا رست عادي L,0,0,14.00,14.00,0.00,0.00,0.00
1990,زي جيست كبسول,1,2,75.00,37.50,75.00,75.00,150.00
2137,زيت اعشاب الهند,0,0,61.95,61.95,0.00,0.00,0.00
2060,زيت اعشاب الهند قرنفل,0,0,62.00,62.00,0.00,0.00,0.00
2171,زيت البرهان ازرق 200 مل,1,1,152.00,152.00,152.00,152.00,304.00
2061,زيت البرهان الازرق 50 مل,0,0,80.00,80.00,0.00,0.00,0.00
2134,زيت البرهان صغير اصفر,1,1,80.00,80.00,80.00,80.00,160.00
1082,زيت الو ايفا بالصبار 170مل,2,2,55.55,55.55,111.10,111.10,222.20
1081,زيت الو ايفا بالصبار 255مل,0,0,69.85,69.85,0.00,0.00,0.00
1083,زيت الو ايفا بالصبار 85مل,2,2,35.00,35.00,70.00,70.00,140.00
1072,زيت املا 90مل,1,1,41.00,41.00,41.00,41.00,82.00
1419,زيت برافين,2,2,15.00,15.00,30.00,30.00,60.00
1071,زيت بردهان بالاملا 200م,1,1,110.00,110.00,110.00,110.00,220.00
63,زيت جونسن كبير,1,1,95.00,95.00,95.00,95.00,190.00
64,زيت جونسن كبيرليلي,2,2,95.00,95.00,190.00,190.00,380.00
62,زيت جونسون صغير,0,0,50.00,50.00,0.00,0.00,0.00
1079,زيت حرير ارجان 100مل,1,1,33.50,33.50,33.50,33.50,67.00
985,زيت حرير بالثوم كبير,0,0,65.00,65.00,0.00,0.00,0.00
986,زيت حرير صغير,0,0,38.00,38.00,0.00,0.00,0.00
1418,زيت خروع الاهرام,1,0,18.75,18.75,18.75,0.00,18.75
1073,زيت دابر املا 180مل,1,0,62.00,62.00,62.00,0.00,62.00
1075,زيت دابر املا اطفال صغير,1,1,41.55,41.55,41.55,41.55,83.10
1074,زيت دابر املا اطفال كبير,1,1,69.00,69.00,69.00,69.00,138.00
1070,زيت دابر املا الذهبى 180م,1,1,69.00,69.00,69.00,69.00,138.00
1069,زيت دابر املا الذهبى270م,1,1,92.00,92.00,92.00,92.00,184.00
1087,زيت صانسيلك جوز هند 250مل,2,2,78.00,78.00,156.00,156.00,312.00
2225,زيت فاتيكا ارجان 90 مل,0,0,18.00,18.00,0.00,0.00,0.00
1080,زيت فاتيكا الحبه السوداء180م,1,1,30.00,30.00,30.00,30.00,60.00
1088,زيت فاتيكا بالارجان 180مل,0,0,30.00,30.00,0.00,0.00,0.00
1096,زيت فاتيكا بالارجان 45مل,2,2,8.08,8.08,16.16,16.16,32.32
1085,زيت فاتيكا بالجرجير 180 مل,0,0,30.00,30.00,0.00,0.00,0.00
1092,زيت فاتيكا بالجرجير 90مل,1,1,17.70,17.70,17.70,17.70,35.40
1094,زيت فاتيكا بالجرجير45مل,1,1,8.08,8.08,8.08,8.08,16.16
1900,زيت فاتيكا بالحبه السودا صغير,1,1,7.70,7.70,7.70,7.70,15.40
1098,زيت فاتيكا بالحبه السوداء 90مل,1,1,17.70,17.70,17.70,17.70,35.40
1086,زيت فاتيكا بالزيتون 180 مل,1,1,30.00,30.00,30.00,30.00,60.00
1090,زيت فاتيكا بالزيتون 45مل,0,0,8.00,8.00,0.00,0.00,0.00
1093,زيت فاتيكا بالزيتون 90مل,0,0,17.70,17.70,0.00,0.00,0.00
1084,زيت فاتيكا بالصبار 180مل,2,2,30.00,30.00,60.00,60.00,120.00
1095,زيت فاتيكا بالصبار 45مل,1,0,8.08,8.08,8.08,0.00,8.08
1091,زيت فاتيكا بالصبار 90مل,1,1,17.50,17.50,17.50,17.50,35.00
1827,زيت فاتيكا باللوز صغير,0,0,7.70,7.70,0.00,0.00,0.00
1099,زيت فاتيكا باللوز90مل,1,1,17.50,17.50,17.50,17.50,35.00
1097,زيت فاتيكا جوز هند 180مل,0,0,30.00,30.00,0.00,0.00,0.00
1089,زيت فاتيكا جوز هند 90مل,1,0,17.70,17.70,17.70,0.00,17.70
1828,زيت فاتيكا جوز هند صغير,0,0,7.70,7.70,0.00,0.00,0.00
1102,زيت فيانسيه,1,1,29.15,29.15,29.15,29.15,58.30
1538,زيت فيانسيه 180مل بالخلطه المغربيه,0,0,31.00,31.00,0.00,0.00,0.00
1078,زيت كازانوفا جرير210مل,1,1,150.00,150.00,150.00,150.00,300.00
897,زيثرو ماكس 500مجم اقراص,1,1,123.80,123.80,123.80,123.80,247.60
752,زيثرودوز 500 جرام كبسول,1,1,61.12,61.12,61.12,61.12,122.24
1771,زيثروكان 100مجم شراب,1,1,26.13,26.13,26.13,26.13,52.26
820,زيثروكان 200مجم شراب,1,1,42.12,42.12,42.12,42.12,84.24
827,زيثروكان 500مجم,0,0,47.74,47.74,0.00,0.00,0.00
1635,زيثروماكس 1200مل,1,1,108.36,108.36,108.36,108.36,216.72
1634,زيثروماكس 600مل,0,0,74.76,74.76,0.00,0.00,0.00
1633,زيثروماكس 900مل,1,1,84.00,84.00,84.00,84.00,168.00
824,زيثرون 200مجم شراب,3,4,66.75,66.75,200.25,267.00,467.25
764,زيثرون 200مجم/5ملليلتر,2,2,48.74,48.74,97.48,97.48,194.96
1684,زيثرون 500مجم 3 اقراص,5,5,42.84,42.84,214.20,214.20,428.40
1685,زيثرون 500مجم 5 اقراص,2,2,58.48,58.48,116.96,116.96,233.92
1150,زيدورا كريم صنفرة بالفحم,0,0,28.75,28.75,0.00,0.00,0.00
1607,زيرتك اقراص,1,2,78.00,39.00,78.00,78.00,156.00
629,زيرتك شراب للاطفال,2,1,36.65,36.65,73.30,36.65,109.95
628,زيرتك نقط,3,3,30.90,30.90,92.70,92.70,185.40
1917,زيروفازيت 10/10مجم اقراص,1,3,172.80,57.60,172.80,172.80,345.60
826,زيسروسين 100مجم شراب,1,1,34.20,34.20,34.20,34.20,68.40
825,زيسروسين 500مجم كبسول,1,1,51.83,51.83,51.83,51.83,103.66
1838,زيسيتو كريم,1,1,49.00,49.00,49.00,49.00,98.00
1496,زيفو رابد 8مجم اقراص,1,3,65.86,32.93,65.86,98.79,164.65
741,زيكلاف 1جم اقراص,1,2,116.83,58.42,116.83,116.83,233.66
606,زيلون شراب,2,1,25.84,25.84,51.68,25.84,77.52
882,زيلون فورت شراب,2,2,48.99,48.99,97.98,97.98,195.96
2312,زيماجاللين اقراص,1,3,37.20,12.40,37.20,37.20,74.40
1580,زيناميونا اقراص,1,2,58.50,29.25,58.50,58.50,117.00
1793,زيناميونا اقراص,0,1,50.55,25.28,0.00,25.28,25.28
1902,زينه علب 200 منديل,1,1,14.30,14.30,14.30,14.30,28.60
24,سائل بار بار,0,0,27.00,27.00,0.00,0.00,0.00
87,سائل ريد,2,1,80.00,80.00,160.00,80.00,240.00
743,ساج ريلاكس جل,1,1,50.29,50.29,50.29,50.29,100.58
742,ساج ريلاكس كريم,1,1,54.16,54.16,54.16,54.16,108.32
2305,سافيرا كريم مرطب,0,0,105.00,105.00,0.00,0.00,0.00
1719,سافيرا لوسيون120مجم,0,0,200.00,200.00,0.00,0.00,0.00
2241,سالبوفنت 2مجم اقراص,1,3,18.00,6.00,18.00,18.00,36.00
763,سالبوفنت شراب,0,0,18.57,18.57,0.00,0.00,0.00
1526,سالبين 1.5 جم فيال,6,6,36.72,36.72,220.32,220.32,440.64
1527,سالبين 750مجم حقن,3,2,25.50,25.50,76.50,51.00,127.50
1618,سالميتو كورت 250/50 مجم للاستنشاق,0,0,168.50,28.08,0.00,0.00,0.00
1510,ساليتروكسيب 90 مجم اقراص,1,2,96.60,48.30,96.60,96.60,193.20
811,سالينكس نقط انف,1,1,12.16,12.16,12.16,12.16,24.32
2232,سانتورين 350مجم اقراص,0,0,134.47,67.24,0.00,0.00,0.00
642,سايمثيكون نقط 100مجم,1,1,19.40,19.40,19.40,19.40,38.80
647,سايميدل شراب,2,2,35.93,35.93,71.86,71.86,143.72
631,ساين اب شراب,2,2,20.93,20.93,41.86,41.86,83.72
812,سبازاوي اقراص,1,2,20.30,10.15,20.30,20.30,40.60
809,سبازموديجستين اقراص,1,3,49.92,16.64,49.92,49.92,99.84
2110,سبازموديجستين اقراص,1,4,54.00,18.00,54.00,72.00,126.00
702,سبازموفري امبول 5مجم/2مللي,2,7,38.80,12.93,77.60,90.53,168.13
623,سبازموفري50مجم,1,2,31.96,15.98,31.96,31.96,63.92
708,سبازموفين امبول,3,9,28.02,9.34,84.06,84.06,168.12
1916,سبازيولانس افلام سريعه الذوبان,2,21,64.80,3.24,129.60,68.04,197.64
1532,سباسكولون 100مجم,1,2,81.00,27.00,81.00,54.00,135.00
1533,سباسكولون 50مجم,1,3,60.48,20.16,60.48,60.48,120.96
280,سباموبيرالجين-م اقراص,5,11,14.91,7.46,74.55,82.00,156.56
1690,سبكتون 100 مجم اقراص,1,2,68.91,34.46,68.91,68.91,137.82
1994,سبكتون 25مجم اقراص,1,1,26.71,13.36,26.71,13.36,40.06
2068,سبيوتال شراب,2,2,42.68,42.68,85.36,85.36,170.72
2108,ستاتيوريك 40 مجم اقراص,1,3,61.70,20.57,61.70,61.70,123.40
1608,ستاتيوريك 80 مجم اقراص,2,3,91.02,30.34,182.04,91.02,273.06
58,ستارفيل بليه فانليا,1,1,95.00,95.00,95.00,95.00,190.00
1461,ستارفيل ماء ميسلار 100 مل,1,1,57.00,57.00,57.00,57.00,114.00
1839,ستاركوبريكس 5مجم اقراص,2,5,186.40,62.13,372.80,310.67,683.47
1796,ستالونج 5مجم اقراص,1,3,114.10,38.03,114.10,114.10,228.20
600,ستربتوكين اقراص,2,5,36.80,18.40,73.60,92.00,165.60
309,ستربس برتقال استحلاب,1,2,46.20,23.10,46.20,46.20,92.40
1642,ستلاسيل 5مجم اقراص,1,3,25.55,8.52,25.55,25.55,51.10
2252,ستللاسيل 1مجم اقراص,1,3,19.71,6.57,19.71,19.71,39.42
2193,ستوب سبازم اقراص,1,2,46.80,23.40,46.80,46.80,93.60
2331,ستوبادول 500مجم اقراص,1,2,17.28,8.64,17.28,17.28,34.56
2329,ستوبادول 650مجم جوينت اقراص,1,3,54.00,18.00,54.00,54.00,108.00
2330,ستوبادول اكسترا اقراص,1,2,27.36,13.68,27.36,27.36,54.72
1964,ستيميولان 800 اقراص,1,3,59.00,19.67,59.00,59.00,118.00
797,ستيميولان شراب,2,2,43.40,43.40,86.80,86.80,173.60
1374,سرنجات الدوليه 5سم,146,146,1.49,0.01,217.54,0.78,218.32
1372,سرنجات الدوليه اطفال 3سم,99997,23997,1.19,1.19,118996.43,28556.43,147552.86
1373,سرنجات الدوليه كبار 3سم,300,300,1.19,1.19,357.00,357.00,714.00
1359,سرنجات انسولين كورى,8,8,5.10,5.10,40.80,40.80,81.60
1344,سرنجات دواء,42,42,2.33,2.33,97.86,97.86,195.72
1765,سريلان كريم,1,1,51.83,51.83,51.83,51.83,103.66
2088,سفترياكسون 1000جم فيال,3,3,80.00,80.00,240.00,240.00,480.00
2071,سفيرا لوشن,0,0,225.50,225.50,0.00,0.00,0.00
1283,سكاته الجو ب سلسله,10,9,8.80,8.80,88.00,79.20,167.20
2202,سكارو كريم,1,1,228.00,228.00,228.00,228.00,456.00
1238,سكاي حمام كريم ارجان,0,0,33.00,33.00,0.00,0.00,0.00
1239,سكاي حمام كريم جوجوبا,1,1,33.00,33.00,33.00,33.00,66.00
1268,سكاي كريم تصفيف بالجوجوبا,1,1,38.00,38.00,38.00,38.00,76.00
1269,سكاي كريم تصفيف بزبدة الشيا,1,1,38.00,38.00,38.00,38.00,76.00
1267,سكاي كريم تصفيف بزيت الارجان,0,0,38.00,38.00,0.00,0.00,0.00
1171,سنجيولير 10 مجم اقراص,1,2,141.10,70.55,141.10,141.10,282.20
1177,سنجيولير 5 مجم للاطفال اقراص,1,2,127.90,63.95,127.90,127.90,255.80
1821,سنسوداين صغير,0,0,30.00,30.00,0.00,0.00,0.00
2141,سنسوداين معجون اسنان,1,1,33.45,33.45,33.45,33.45,66.90
750,سنسوديرم صابون اطفال,1,1,34.04,34.04,34.04,34.04,68.08
1101,سنيور كريم  200 م موف,1,1,34.75,34.75,34.75,34.75,69.50
1142,سنيور كريم شعر 200جرام,1,1,34.75,34.75,34.75,34.75,69.50
1143,سنيور كريم شعر 200جرام,1,1,32.70,32.70,32.70,32.70,65.40
1230,سنيور كريم للشعر بالزيوت الطبيعيه 225 م,1,0,33.55,33.55,33.55,0.00,33.55
1154,سنيور كريم للشعر بزبده الشيا225مجم,1,2,38.50,38.50,38.50,77.00,115.50
1428,سنيور واكس لشعر صحي ولامع 100م,0,0,42.90,42.90,0.00,0.00,0.00
2124,سوابيفنت محلول للاستنشاق,0,18,135.52,6.78,0.00,121.97,121.97
1736,سوبر كيدز 3*1بالفروله 500مل,1,0,147.50,147.50,147.50,0.00,147.50
1469,سوبر كيدز بليه 30 مل لولي بوب,1,1,62.00,62.00,62.00,62.00,124.00
2147,سوبر كيدز جاميز,0,0,135.20,135.20,0.00,0.00,0.00
1474,سوبر كيدز شامبو اطفال فراوله 300مل,0,0,92.00,92.00,0.00,0.00,0.00
758,سوبراكس 100مجم/5ملل,2,2,73.50,73.50,147.00,147.00,294.00
807,سوبراكس 200مجم كبسولات,1,1,107.64,107.64,107.64,107.64,215.28
800,سوبراكس شراب 100مجم,2,2,102.18,102.18,204.36,204.36,408.72
2280,سورال اقراص,0,2,94.04,31.35,0.00,62.69,62.69
106,سوفي طويل,14,14,40.00,40.00,560.00,560.00,1120.00
988,سوفي طويل جدا,9,9,42.00,42.00,378.00,378.00,756.00
1571,سولبيبتا 25 مجم اقراص,1,3,40.06,13.35,40.06,40.06,80.12
767,سولوفريش قطره,1,1,51.84,51.84,51.84,51.84,103.68
23,سويت حرير,28,28,13.50,13.50,378.00,378.00,756.00
1866,سويتال 100 كيس,0,0,80.96,80.96,0.00,0.00,0.00
736,سويتال 50كيس,0,0,65.76,65.76,0.00,0.00,0.00
1702,سويتال 75كيس,0,0,62.90,62.90,0.00,0.00,0.00
796,سويتال اكياس,1,1,25.55,25.55,25.55,25.55,51.10
756,سي ريتارد 500 جرام كبسول,0,0,27.08,27.08,0.00,0.00,0.00
1855,سيالونج 20مجم اقراص,1,1,25.80,25.80,25.80,25.80,51.60
771,سيانارو قطره,2,2,26.30,26.30,52.60,52.60,105.20
766,سيانوهيبتان امبول,3,18,88.20,14.70,264.60,264.60,529.20
1882,سيباكلار غسول,1,1,192.70,192.70,192.70,192.70,385.40
2121,سيبالافيل 20 مجم اقراص,0,2,140.20,46.73,0.00,93.47,93.47
1640,سيبتازول اقراص,0,19,263.20,13.16,0.00,250.04,250.04
2092,سيبتازول شراب,2,2,28.00,28.00,56.00,56.00,112.00
753,سيبرو 500 جرام اقراص,2,2,41.00,41.00,82.00,82.00,164.00
769,سيبرو0.3% نقط,1,1,11.60,11.60,11.60,11.60,23.20
273,سيبرودايازول اقراص,2,5,111.00,55.50,222.00,277.50,499.50
808,سيبروسين 500مجم,2,2,39.08,39.08,78.16,78.16,156.32
1376,سيبروسين مرهم,2,2,18.10,18.10,36.20,36.20,72.40
770,سيبروسين750مجم,0,1,53.00,26.50,0.00,26.50,26.50
760,سيبروفار 500مجم اقراص,2,2,53.38,53.38,106.76,106.76,213.52
759,سيبروفار 750مجم اقراص,0,0,66.54,66.54,0.00,0.00,0.00
806,سيبروفلوكساسين 750مجم,1,1,64.97,64.97,64.97,64.97,129.94
754,سيبروكين 500 جرام اقراص,1,1,38.68,38.68,38.68,38.68,77.36
2328,سيتافين بلس ان اقراص,2,6,58.32,19.44,116.64,116.64,233.28
803,سيتال 1000مجم اقراص,5,14,27.72,9.24,138.60,129.36,267.96
802,سيتال 500مجم اقراص,4,7,15.36,7.68,61.44,53.76,115.20
799,سيتال شراب,7,7,21.80,21.80,152.60,152.60,305.20
1993,سيتال لبوس 120مجم,2,2,9.64,9.64,19.28,19.28,38.56
798,سيتال نقط,4,4,16.79,16.79,67.16,67.16,134.32
748,سيترونات 5مجم اقراص,1,3,43.33,21.66,43.33,65.00,108.32
1951,سيجنال مبيض 50مل,0,0,33.00,33.00,0.00,0.00,0.00
1231,سيداج كريم بزبده الشيا,1,0,27.00,27.00,27.00,0.00,27.00
772,سيدامكس250مجم اقراص,0,0,34.04,17.02,0.00,0.00,0.00
1610,سيدرال فوليك اسيد,0,0,142.20,142.20,0.00,0.00,0.00
1689,سيدوفاج 1000مجم اقراص,0,1,39.05,13.02,0.00,13.02,13.02
916,سيدوفاج 500مجم,0,45,404.40,8.09,0.00,363.96,363.96
755,سيدوفاج 850 مجم اقراص,2,9,74.28,12.38,148.56,111.42,259.98
291,سيديبروكت كريم,3,3,31.92,31.92,95.76,95.76,191.52
2148,سيديبروكت لبوس,2,2,19.08,19.08,38.16,38.16,76.32
1930,سيرازيت اقراص,0,0,76.00,76.00,0.00,0.00,0.00
2021,سيرافال شامبو ضدد القشرره,1,1,140.50,140.50,140.50,140.50,281.00
854,سيردالود 2مجم اقراص,0,0,39.42,19.71,0.00,0.00,0.00
973,سيردالود 4مجم,1,2,56.70,28.35,56.70,56.70,113.40
270,سيرفيتام كبسول,1,3,84.96,42.48,84.96,127.44,212.40
1921,سيرفيتولكا بلس 50/500مجم اقراص,1,2,270.00,135.00,270.00,270.00,540.00
2069,سيرفيتولكا شراب,1,1,116.40,116.40,116.40,116.40,232.80
55,سيرم بلوب صغير,2,2,108.00,108.00,216.00,216.00,432.00
56,سيرم بلوب كبير,1,1,181.00,181.00,181.00,181.00,362.00
595,سيريلاك فواكه 125جم,0,0,51.00,51.00,0.00,0.00,0.00
596,سيريلاك قمح ساده صغير,1,0,34.00,34.00,34.00,0.00,34.00
1637,سيريلاك قمح مع اللبن,0,0,46.20,46.20,0.00,0.00,0.00
768,سيستون اقراص,1,1,75.82,75.82,75.82,75.82,151.64
2043,سيفاثرد 300مجم اقراص,1,1,63.57,63.57,63.57,63.57,127.14
1933,سيفازون 1مجم امبول,4,4,36.96,36.96,147.84,147.84,295.68
2196,سيفاكسون 1جم حقن عضل,8,8,48.30,48.30,386.40,386.40,772.80
2179,سيفاكسون 1جم فيال,0,0,50.00,50.00,0.00,0.00,0.00
1880,سيفاكسون 500مجم عضل,4,4,39.69,39.69,158.76,158.76,317.52
810,سيفامول اقراص فوار,2,2,40.12,40.12,80.24,80.24,160.48
745,سيفديم 1جم فيال,1,0,41.00,41.00,41.00,0.00,41.00
1875,سيفزيم 1مجم امبول,0,0,43.07,43.07,0.00,0.00,0.00
738,سيفوتاكس 1جم ايبكو فيال,11,11,33.27,33.27,365.97,365.97,731.94
744,سيفوتاكس 2جم ايبكو امبول,3,3,47.97,47.97,143.91,143.91,287.82
2340,سيفوتاكس يو بي فارما 1جم حقن,5,5,36.03,36.03,180.15,180.15,360.30
747,سيفوران 1جم,3,3,31.72,31.72,95.16,95.16,190.32
2302,سيفيبيم 1جم فيال,5,5,55.00,55.00,275.00,275.00,550.00
259,سيفيكسيم 100مل,4,4,47.88,47.88,191.52,191.52,383.04
293,سيفيكسيم شرام30مللي,3,3,33.97,33.97,101.91,101.91,203.82
765,سيفييم 500مجم فيال ايفا,2,2,38.68,38.68,77.36,77.36,154.72
1986,سيكلوفلكس 5مجم اقراص,1,0,15.00,7.50,15.00,0.00,15.00
862,سيكودال 1جرام اقراص,1,3,72.36,24.12,72.36,72.36,144.72
835,سيلجون 10مجم اقماع,0,0,12.60,12.60,0.00,0.00,0.00
757,سيلجون 20 جرام كبسول,0,0,23.21,11.60,0.00,0.00,0.00
805,سيلدافا 100مجم,1,3,20.13,6.71,20.13,20.13,40.26
804,سيلدوكير 8مجم,1,3,97.20,32.40,97.20,97.20,194.40
801,سيلدين 100مجم,1,9,21.12,2.64,21.12,23.76,44.88
751,سيلفربيرن كريم موضعي 30 جرام,2,2,29.40,29.40,58.80,58.80,117.60
1379,سيلك بلاستر  حرير 10 سم,2,2,62.43,62.43,124.86,124.86,249.72
1384,سيلك بلاستر 1.25 سم,2,0,6.25,6.25,12.50,0.00,12.50
1381,سيلك بلاستر 7.50 سم,1,0,47.85,47.85,47.85,0.00,47.85
1380,سيلك بلاستر حرير 2.5 سم,3,3,17.70,17.70,53.10,53.10,106.20
1625,سيلوكينزوك 50مجم اقراص,3,6,72.28,36.14,216.84,216.84,433.68
1947,سيليبريكس 200مجم اقراص,0,2,160.00,53.33,0.00,106.67,106.67
773,سيلينيوم ايه سي اقراص,2,6,100.58,33.53,201.16,201.16,402.32
847,سيمباتكس 20مجم اقراص,1,3,125.28,41.76,125.28,125.28,250.56
853,سيمباتكس 30مجم اقراص,1,3,164.16,54.72,164.16,164.16,328.32
662,سيميثيكون نقط العامريه,0,0,17.24,17.24,0.00,0.00,0.00
1559,سيناريزين 25 مجم اقراص,1,2,17.20,8.60,17.20,17.20,34.40
1603,سيناريزين 75 مجم اقراص,2,4,23.36,11.68,46.72,46.72,93.44
1946,سينترافيتا جينكو اقراص,1,2,175.40,87.70,175.40,175.40,350.80
2109,سينوبار صابون 100جم عادى,1,1,39.80,39.80,39.80,39.80,79.60
894,سينوبار غسول للوجه,1,1,125.80,125.80,125.80,125.80,251.60
1975,سينوبريل 10مجم اقراص,1,3,52.44,17.48,52.44,52.44,104.88
46,سينور بخاخ,4,4,53.00,53.00,212.00,212.00,424.00
2198,شاركول فحم 600 م اقراص,1,2,55.50,27.75,55.50,55.50,111.00
1339,شاش المحله 11 سم,12,12,3.80,3.80,45.60,45.60,91.20
1348,شاش المحله 5 سم,17,17,2.30,2.30,39.10,39.10,78.20
1347,شاش المحله 7 سم,21,21,2.75,2.75,57.75,57.75,115.50
1341,شاش دريسنج 10*10,7,0,2.00,2.00,14.00,0.00,14.00
1342,شاش دريسنج 10*20,1,0,2.75,2.75,2.75,0.00,2.75
1343,شاش دريسنج 15*25,2,1,3.55,3.55,7.10,3.55,10.65
2100,شاش فازلين 10 فى 10,9,8,4.99,4.99,44.91,39.92,84.83
1340,شاش فازلين 10فى 20سم,0,0,8.00,8.00,0.00,0.00,0.00
2177,شاش فازلين 10فى 30سم,10,10,10.30,10.30,103.00,103.00,206.00
1034,شامبو اسكاي لتر,0,0,62.70,62.70,0.00,0.00,0.00
1036,شامبو اسكاي لتر,1,1,62.70,62.70,62.70,62.70,125.40
1035,شامبو اسكاي لتر سلفات منخفض,0,0,62.70,62.70,0.00,0.00,0.00
1029,شامبو البصل والخروع,1,1,53.35,53.35,53.35,53.35,106.70
1043,شامبو الفيف هالورين 600ملل,0,0,129.58,129.58,0.00,0.00,0.00
1044,شامبو الفيف هالورين 600ملل,0,0,129.85,129.85,0.00,0.00,0.00
1063,شامبو بانتين 400 م للتساقط,1,1,140.00,140.00,140.00,140.00,280.00
1062,شامبو بانتين 600 م,1,1,180.00,180.00,180.00,180.00,360.00
1068,شامبو بلولاين بالنخاع لتر,2,3,58.50,58.50,117.00,175.50,292.50
1061,شامبو بندولين 250 م,1,0,132.00,132.00,132.00,0.00,132.00
1060,شامبو بندولين 450 م,1,1,154.00,154.00,154.00,154.00,308.00
76,شامبو جونسون 200 مل,1,0,70.00,70.00,70.00,0.00,70.00
75,شامبو جونسون صغير 100مل,1,0,40.00,40.00,40.00,0.00,40.00
31,شامبو دوف  180 ملي,1,1,63.00,63.00,63.00,63.00,126.00
30,شامبو دوف 180,1,1,63.00,63.00,63.00,63.00,126.00
29,شامبو دوف 180 ملي,1,1,63.00,63.00,63.00,63.00,126.00
93,شامبو دوف الاصلاح المكثف,1,1,105.00,105.00,105.00,105.00,210.00
94,شامبو دوف ضد تساقط الشعر,1,1,105.00,105.00,105.00,105.00,210.00
2001,شامبو سباركل اكياس,50,50,0.85,0.85,42.50,42.50,85.00
1950,شامبو صانسيلك 180 مل اسود,1,1,55.00,55.00,55.00,55.00,110.00
13,شامبو صن سيلك 350,1,1,68.00,68.00,68.00,68.00,136.00
32,شامبو صن سيلك 350 ملي,0,0,68.00,68.00,0.00,0.00,0.00
33,شامبو صن سيلك 600 ملي,1,1,98.00,98.00,98.00,98.00,196.00
