id,name,box_qty,strip_qty,box_purchase,strip_purchase,cost_box,cost_strip,cost_total
242,ايراستابكس ترو 20/5/12.5مجم اقراص,1,3,83.22,27.74,83.22,83.22,166.44
243,ايراستابكس تريو 40/5/12.5 مجم اقراص,1,3,108.00,36.00,108.00,108.00,216.00
1579,ايراستابكس تريو 40مجم/10مجم/25مجم اقراص,0,2,119.88,39.96,0.00,79.92,79.92
247,ايراستابكس كو  20/5 مجم اقراص,0,2,84.36,28.12,0.00,56.24,56.24
246,ايراستابكس كو 40/10 مجم  اقراص,1,3,122.10,40.70,122.10,122.10,244.20
244,ايراستابكس كو 40/5 مجم,1,3,105.12,35.04,105.12,105.12,210.24
1494,ايراكتابكس بلس 20/12.5مجم اقراص,2,6,57.72,19.24,115.44,115.44,230.88
928,ايروسبكت شراب,1,1,55.00,55.00,55.00,55.00,110.00
927,ايروسبكت كبسول,1,2,110.60,55.30,110.60,110.60,221.20
929,ايروكسول مرهم,2,0,77.39,77.39,154.78,0.00,154.78
265,ايرونيل 1.5 مجم شراب,1,1,23.20,23.20,23.20,23.20,46.40
204,ايرونيل 2.5 جرام اقراص,2,2,16.15,16.15,32.30,32.30,64.60
1614,ايزابريل 10 مجم اقراص,1,3,30.73,10.24,30.73,30.73,61.46
1186,ايزاكارد 75مجم,1,8,37.44,12.48,37.44,99.84,137.28
191,ايزوتريتونين 20 جرام اقراص,0,2,273.11,91.04,0.00,182.07,182.07
199,ايزوجاست 40 جرام اقراص,1,2,117.47,58.74,117.47,117.47,234.94
197,ايزوروميديرم جل موضغي 30 جرام,2,2,52.12,52.12,104.24,104.24,208.48
1132,ايزي سويت الورد,1,1,11.00,11.00,11.00,11.00,22.00
1131,ايزي سويت زيت زيتون,2,2,11.00,11.00,22.00,22.00,44.00
1455,ايزيس بقدونس وكرفس 20 كيس,1,0,23.80,23.80,23.80,0.00,23.80
2201,ايسوبتن 80 مجم اقراص,1,3,38.00,12.67,38.00,38.00,76.00
1540,ايفا بودرة قدم زرقاء,2,2,31.00,31.00,62.00,62.00,124.00
1107,ايفا بى وايت للتفتيح40مل,0,0,21.00,21.00,0.00,0.00,0.00
1472,ايفا بيبي شاور 200 مل,1,1,84.00,84.00,84.00,84.00,168.00
1471,ايفا بيبي لوشن 200 مل,1,1,110.00,110.00,110.00,110.00,220.00
2140,ايفا سموكرز كبير,1,1,35.03,35.03,35.03,35.03,70.06
1744,ايفا سموكرز معجون اسنان بالفحم,0,0,35.35,35.35,0.00,0.00,0.00
67,ايفا كريم بنفسجي,5,4,10.00,10.00,50.00,40.00,90.00
1476,ايفا لوشن ريسبي خوخ 370 مل,1,1,133.00,133.00,133.00,133.00,266.00
1435,ايفاستين اقراص,1,2,36.72,18.36,36.72,36.72,73.44
1436,ايفاستين شراب,1,1,19.32,19.32,19.32,19.32,38.64
1197,ايفرزين 60مل,0,0,41.60,41.60,0.00,0.00,0.00
1146,ايفونا جل كعب الغزال 250ملل,1,0,13.75,13.75,13.75,0.00,13.75
2145,ايفي استيل زنك شراب,2,2,53.40,53.40,106.80,106.80,213.60
2211,ايفي زاد شراب,1,1,46.92,46.92,46.92,46.92,93.84
891,ايفي كان شراب,0,0,40.38,40.38,0.00,0.00,0.00
249,ايفيبرونت شراب,7,7,28.80,28.80,201.60,201.60,403.20
250,ايفيروسبان شراب,2,2,36.30,36.30,72.60,72.60,145.20
1632,ايكاندرا 50 اقراص,0,2,86.50,28.83,0.00,57.67,57.67
2094,ايكوتو اقراص,0,0,108.00,54.00,0.00,0.00,0.00
2189,ايمباكوزا 10 مجم اقراص,1,3,180.00,60.00,180.00,180.00,360.00
1762,ايمباكوزا 25مجم اقراص,1,3,165.80,55.27,165.80,165.80,331.60
1492,ايمباكوزا بلس اقراص 10/5 مجم,1,3,264.18,88.06,264.18,264.18,528.36
2224,ايمباكوزا تريو 1000/5/25 مجم اقراص,0,0,289.00,96.33,0.00,0.00,0.00
1592,ايموكس 500 مجم اقراص,3,4,30.75,15.38,92.25,61.50,153.75
251,ايموكسكلاف 1جم اقراص مضاد حيوى,2,2,71.04,71.04,142.08,142.08,284.16
1553,ايموكسكلاف 228.5 شراب,2,2,35.13,35.13,70.26,70.26,140.52
877,ايموكسكلاف 625 مجم اقراص,0,0,66.40,66.40,0.00,0.00,0.00
892,ايموكسكلاف 642 شراب,2,2,53.59,53.59,107.18,107.18,214.36
885,ايموكسكلاف شراب 457مجم,0,0,52.26,52.26,0.00,0.00,0.00
1368,ايميرست 4مجم/2ملل محلول للحقن,1,5,96.90,19.38,96.90,96.90,193.80
2029,ايندوميتازين لبوس للالتهاب والروماتيزم,2,4,28.80,14.40,57.60,57.60,115.20
1188,ايه اي جي  ايزوميبرازول 40مجم اقراص,2,3,207.30,103.65,414.60,310.95,725.55
38,بابيا مناديل,3,3,26.46,26.46,79.38,79.38,158.76
558,باراسيتامول 500مجم اقراص (المهن),1,2,9.49,4.74,9.49,9.49,18.98
2024,باراسيتامول نصار 500مجم اقراص,2,4,26.55,13.28,53.10,53.10,106.20
560,بارامول 1000مجم,2,3,37.96,18.98,75.92,56.94,132.86
557,بارامول شراب,2,2,24.48,24.48,48.96,48.96,97.92
1923,باروكسيتين 12.5 مجم اقراص,1,3,71.28,23.76,71.28,71.28,142.56
880,باكلوفين اقراص,0,0,24.00,12.00,0.00,0.00,0.00
881,باكلوفين اقراص,0,0,38.40,38.40,0.00,0.00,0.00
1499,باكلوفين اقراص 10مجم,0,0,23.94,11.97,0.00,0.00,0.00
1747,بالمرز كريم علبه ازرق,1,1,125.00,125.00,125.00,125.00,250.00
1236,بالمرز كريم للشعر اصفر  50 م,1,1,56.10,56.10,56.10,56.10,112.20
1729,بامبديل اقراص,1,3,55.89,18.63,55.89,55.89,111.78
419,بامبديل شراب,1,1,24.23,24.23,24.23,24.23,48.46
1883,بامبينو شراب,2,2,54.00,54.00,108.00,108.00,216.00
508,بانادول ادفانس,4,18,69.00,17.25,276.00,310.50,586.50
1865,بانادول اكتي هيد اقراص,10,21,45.63,22.82,456.30,479.12,935.42
1446,بانادول اكسترا احمر اقراص,3,12,86.40,21.60,259.20,259.20,518.40
2203,بانادول جوينت اقراص,1,2,48.75,24.38,48.75,48.75,97.50
598,بانادول كولد ان فلو اقراص,8,15,48.64,24.32,389.12,364.80,753.92
509,بانادول مايجرين,2,7,38.25,12.75,76.50,89.25,165.75
390,بانتازول 40مجم,2,2,72.80,36.40,145.60,72.80,218.40
2215,بانتازول 40مجم حقن,0,0,46.81,46.81,0.00,0.00,0.00
559,بانتوبي 20مجم اقراص,1,2,63.92,31.96,63.92,63.92,127.84
548,بانتوبي 40مجم,1,2,65.28,32.64,65.28,65.28,130.56
746,بانتوجار كبسول,1,8,188.02,31.34,188.02,250.69,438.71
392,بانتولوك 40مجم,1,2,67.32,33.66,67.32,67.32,134.64
403,بانتولوك20مجم,1,2,34.16,17.08,34.16,34.16,68.32
695,بانثينول 15جم كريم,1,1,23.74,23.74,23.74,23.74,47.48
697,بانثينول 20جم كريم,3,3,27.73,27.73,83.19,83.19,166.38
696,بانثينول 30جم كريم نوفكس,1,0,24.08,24.08,24.08,0.00,24.08
412,بانثينول سبيكترا كريم شعر,1,1,38.08,38.08,38.08,38.08,76.16
2306,بانثينول هيبتا كريم شعر كبار,0,0,95.30,95.30,0.00,0.00,0.00
2297,باندولين شاور  جيل بالموز,0,0,135.95,135.95,0.00,0.00,0.00
15,باندولين كريم عادي,1,1,70.00,70.00,70.00,70.00,140.00
2334,باور جولد غيار ناموس,2,4,29.00,14.50,58.00,58.00,116.00
1945,باور كابس اقراص,8,16,27.00,13.50,216.00,216.00,432.00
2262,باوريكتا 10مجم اقراص استحلاب,1,2,48.16,24.08,48.16,48.16,96.32
553,باوريكتا 20مجم اقراص,0,0,28.24,14.12,0.00,0.00,0.00
370,باي كيتوجيست150مجم,2,6,51.30,17.10,102.60,102.60,205.20
368,باي-الكوفان150مجم,2,6,55.89,18.63,111.78,111.78,223.56
391,باي-بروفينيد 150مجم,1,4,36.18,18.09,36.18,72.36,108.54
549,ببتك كير 500مجم/500مجم/20مجم اقراص,0,1,165.60,82.80,0.00,82.80,82.80
2080,ببرونه بابيلز كلاسيك 260مل,1,1,120.00,120.00,120.00,120.00,240.00
1897,ببرونه فيش كبير,0,0,75.60,75.60,0.00,0.00,0.00
407,بترو اقراص,0,0,52.44,17.48,0.00,0.00,0.00
1315,بدي اسبلاش ايفا ازرق,1,1,167.80,167.80,167.80,167.80,335.60
1314,بدي اسبلاش ايفا بني,0,0,167.80,167.80,0.00,0.00,0.00
1313,بدي اسبلاش ايفا بينك,1,1,167.80,167.80,167.80,167.80,335.60
1562,بديالايت محلول جفاف,2,2,52.01,52.01,104.02,104.02,208.04
2046,بديانو د نقط بالفم,0,0,57.00,57.00,0.00,0.00,0.00
25,بديل زيت الو ايفا,1,1,75.00,75.00,75.00,75.00,150.00
1826,بديل زيت صبار ايفا,1,1,77.00,77.00,77.00,77.00,154.00
551,برادوزين0.5مجم اقراص استحلاب,1,3,22.40,11.20,22.40,33.60,56.00
367,برافوتين 14 كيس,1,14,133.20,9.51,133.20,133.20,266.40
2114,برايم روز بلاس اقراص,1,3,132.00,44.00,132.00,132.00,264.00
1284,برفان نيفرداي كبير,1,0,50.00,50.00,50.00,0.00,50.00
1410,برفكتوديل % 5محلول  موضعي,1,1,64.02,64.02,64.02,64.02,128.04
396,بركسين اقراص,1,1,19.38,19.38,19.38,19.38,38.76
1893,برمنجات البوتاسيوم,2,2,8.25,8.25,16.50,16.50,33.00
393,برناسورس 15جرام,1,1,77.00,77.00,77.00,77.00,154.00
1361,برو ايفو 120ملل,2,2,45.24,45.24,90.48,90.48,180.96
564,بروباميثون كريم 20جم,4,4,20.40,20.40,81.60,81.60,163.20
369,بروتوفكس20مجم,1,2,55.80,27.90,55.80,55.80,111.60
382,بروتوفكس40مجم,1,2,77.72,38.86,77.72,77.72,155.44
552,بروتولوك 20مجم اقراص,1,2,44.88,22.44,44.88,44.88,89.76
555,بروتولوك 40مجم اقراص,1,2,55.76,27.88,55.76,55.76,111.52
395,بروجيست 100مجم,1,3,88.00,44.00,88.00,132.00,220.00
379,بروجيست 200مجم,1,3,196.80,98.40,196.80,295.20,492.00
1877,بروجيست 400مجم لبوس مهبلي,1,3,220.00,73.33,220.00,220.00,440.00
1695,بروستريد5مجم اقراص,1,3,124.44,41.48,124.44,124.44,248.88
371,بروفين 200مجم,3,5,35.40,11.80,106.20,59.00,165.20
262,بروفين شراب,7,7,34.76,34.76,243.32,243.32,486.64
372,بروفين400مجم,3,9,53.82,17.94,161.46,161.46,322.92
374,بروفين600مجم,0,0,66.33,22.11,0.00,0.00,0.00
373,بروكاسوفت1مجم,2,4,83.78,41.89,167.56,167.56,335.12
398,بروكاسوفت2مجم,1,2,83.87,41.94,83.87,83.87,167.74
408,بروكسيمول اقراص 0.4,1,2,20.40,10.20,20.40,20.40,40.80
415,بروكسيمول فوار,2,2,32.76,32.76,65.52,65.52,131.04
1521,برونتو جيست 100 مجم حقن,0,5,182.40,18.24,0.00,91.20,91.20
1817,برونتوبلس اقراص,2,4,31.05,15.52,62.10,62.10,124.20
376,برونتوجيست 200مجم,1,30,140.16,4.67,140.16,140.16,280.32
377,برونتوجيست 400مجم,1,6,271.56,45.26,271.56,271.56,543.12
417,برونشيكم شراب,1,1,46.23,46.23,46.23,46.23,92.46
405,برونكو برو نقط 30مجم,1,1,14.43,14.43,14.43,14.43,28.86
389,برونكوبرو ريتارد كبسول,0,0,10.64,10.64,0.00,0.00,0.00
418,برونكوبرو شراب,2,2,22.05,22.05,44.10,44.10,88.20
2040,برونكوفين شراب,1,1,16.95,16.95,16.95,16.95,33.90
1767,بريتوبرازان 20 مجم اقراص,1,2,99.40,49.70,99.40,99.40,198.80
1872,بريجناكير اقراص,0,1,157.00,78.50,0.00,78.50,78.50
1763,بريدسول شراب كبير,5,5,40.47,40.47,202.35,202.35,404.70
1764,بريدسول فورت شراب,1,1,36.92,36.92,36.92,36.92,73.84
387,بريدوكايين 30جرام,4,4,38.50,38.50,154.00,154.00,308.00
852,بريزولين قطره للعين,3,2,16.10,16.10,48.30,32.20,80.50
561,بريستافلام 100مجم اقراص,1,2,73.44,36.72,73.44,73.44,146.88
1627,بريستو اقراص,1,1,123.30,123.30,123.30,123.30,246.60
563,بريمبران 10مجم اقراص,3,2,7.88,7.88,23.64,15.76,39.40
1651,بريمونيدين قطره للعين,2,2,32.00,32.00,64.00,64.00,128.00
554,بريميران امبول,0,10,45.00,3.75,0.00,37.50,37.50
1784,برينجو لوسيون,1,1,50.54,50.54,50.54,50.54,101.08
2031,بسكوبان  امبول,1,6,38.52,6.42,38.52,38.52,77.04
2018,بسكوبان امبول,0,2,39.83,6.64,0.00,13.28,13.28
514,بسكوبان عادي اقراص 10مجم,1,3,42.29,21.14,42.29,63.44,105.72
528,بكتيكلور 125مجم,1,1,56.21,56.21,56.21,56.21,112.42
263,بكتيكلور250جم,1,1,107.44,107.44,107.44,107.44,214.88
2027,بكسي فريش اسبراي,0,0,41.69,41.69,0.00,0.00,0.00
1508,بلادوجرا 25 مجم اقراص,0,2,189.40,63.13,0.00,126.27,126.27
113,بلاستر 5سم,6,5,32.50,32.50,195.00,162.50,357.50
2034,بلاستر طبي مدور,1,100,21.10,0.21,21.10,21.10,42.20
543,بلاستيجيك 20مجم,1,2,34.96,17.48,34.96,34.96,69.92
375,بلافيكارد75مجم,1,3,79.56,26.52,79.56,79.56,159.12
2277,بلافيكتونال 75مجم اقراص,1,2,55.56,27.78,55.56,55.56,111.12
394,بلافيكس 75مجم,1,3,236.36,118.18,236.36,354.54,590.90
1851,بلاكونيل 200مجم اقراص,1,6,182.04,30.34,182.04,182.04,364.08
1037,بلسم اسكاي لتر,1,1,60.00,60.00,60.00,60.00,120.00
1038,بلسم اسكاي لتر,1,1,60.00,60.00,60.00,60.00,120.00
1066,بلسم بلو لاين لتر للشعر التالف,1,1,58.50,58.50,58.50,58.50,117.00
1067,بلسم بلو لين بالافوكادو لتر,1,1,58.50,58.50,58.50,58.50,117.00
416,بلسم شراب كبار,1,1,60.00,60.00,60.00,60.00,120.00
1058,بلسم منعم للشعر بزبده الشيا 500 م,1,1,42.62,42.62,42.62,42.62,85.24
12,بلسم مينك,1,1,53.00,53.00,53.00,53.00,106.00
562,بلميكورت 0.25 فيال,6,120,473.76,23.69,2842.56,2842.56,5685.12
942,بلميكورت 0.5 مجم,1,9,654.24,32.71,654.24,294.41,948.65
2326,بلميكورت 0.5مل,1,38,632.40,31.62,632.40,1201.56,1833.96
1972,بلنديل 5ملجم اقراص,1,3,64.80,21.60,64.80,64.80,129.60
1270,بلوب واكس ابيض 170ملل,1,1,32.75,32.75,32.75,32.75,65.50
1271,بلوب واكس اصفر 170ملل,1,1,32.75,32.75,32.75,32.75,65.50
556,بلوكاتنس 5/160مجم,1,3,102.00,51.00,102.00,153.00,255.00
550,بلوكاتنس 5/80مجم,0,1,82.96,41.48,0.00,41.48,41.48
383,بلوكيوم ديو اتينولول100مجم,2,2,18.75,18.75,37.50,37.50,75.00
11,بلولاين شامبو ثوم,2,2,55.00,55.00,110.00,110.00,220.00
1009,بلولين شاور 1000مل,2,2,59.50,59.50,119.00,119.00,238.00
401,بليتال 100مجم,1,2,105.12,52.56,105.12,105.12,210.24
399,بليتال50مجم,0,0,85.40,42.70,0.00,0.00,0.00
1437,بليجيكا قطره للعين,2,2,21.60,21.60,43.20,43.20,86.40
422,بنتافلو شراب,1,1,25.84,25.84,25.84,25.84,51.68
421,بنتاكولد شراب,2,1,25.60,25.60,51.20,25.60,76.80
413,بنتامكس شراب,3,3,33.81,33.81,101.43,101.43,202.86
1514,بنداكس 200مجم اقراص,4,3,17.48,17.48,69.92,52.44,122.36
414,بنداكس شراب,2,2,28.00,28.00,56.00,56.00,112.00
1467,بندولين شاور جيل 300 مل سويت عادي,0,0,120.00,120.00,0.00,0.00,0.00
1468,بندولين شاور جيل 300 مل فريش ليمون,0,0,143.00,143.00,0.00,0.00,0.00
1661,بندولين كريم 150 مجم اطفال,1,1,80.00,80.00,80.00,80.00,160.00
1275,بندولين كريم بزبدة الشيا,0,0,100.50,100.50,0.00,0.00,0.00
2273,بندولين كريم بزبده الشيا,1,1,119.00,119.00,119.00,119.00,238.00
1473,بندولين لوشن 200 مل,1,1,117.00,117.00,117.00,117.00,234.00
1033,بوبانا قناع الذهب,1,1,49.50,49.50,49.50,49.50,99.00
1032,بوبانا قناع الفحم,1,1,49.50,49.50,49.50,49.50,99.00
1216,بودره ايفا قدم,2,2,32.00,32.00,64.00,64.00,128.00
1660,بودره تلك 5 خمسات,1,0,20.00,20.00,20.00,0.00,20.00
1214,بودره تنظيف الاسنان بالمسواك,0,0,34.65,34.65,0.00,0.00,0.00
1215,بودره تننظيف الاسنان بالقرنفل,0,0,34.65,34.65,0.00,0.00,0.00
1415,بودره سلفا للجروح,3,3,6.60,6.60,19.80,19.80,39.60
2097,بودى لشيوس رول اون مزيل عرق,1,1,45.10,45.10,45.10,45.10,90.20
525,بوديكسان0.5مل,0,14,318.40,15.92,0.00,222.88,222.88
512,بورجازون كريم 20جم,3,3,25.20,25.20,75.60,75.60,151.20
1704,بورجازون محلول 20جم,2,2,24.42,24.42,48.84,48.84,97.68
404,بوسبار10جم اقراص,1,1,37.63,37.63,37.63,37.63,75.26
1799,بولى تار شامبو 150مل,0,0,88.40,88.40,0.00,0.00,0.00
400,بولي فريش قطره,2,2,49.14,49.14,98.28,98.28,196.56
402,بوليدرم كريم,0,0,14.70,14.70,0.00,0.00,0.00
1622,بون كير 1مجم اقراص,2,3,93.85,31.28,187.70,93.85,281.55
513,بون كير0.5ك,1,3,94.17,31.39,94.17,94.17,188.34
1672,بي اي ايه اقراص,1,2,93.60,31.20,93.60,62.40,156.00
1785,بي بي سي محلول اسبراي,2,2,35.37,35.37,70.74,70.74,141.48
2066,بي فريش بالنعناع,1,1,27.50,27.50,27.50,27.50,55.00
610,بي كوم امبول,0,2,38.40,6.40,0.00,12.80,12.80
721,بي كي-ميرز 100مجم-اقراص,1,3,52.65,17.55,52.65,52.65,105.30
411,بي-فريش مضمضه احمر,0,0,18.36,18.36,0.00,0.00,0.00
409,بي-فريش مضمضه اخضر,2,2,18.63,18.63,37.26,37.26,74.52
410,بي-فريش مضمضه ازرق,1,1,18.36,18.36,18.36,18.36,36.72
1697,بيبانثين كريم مرطب,2,2,150.90,150.90,301.80,301.80,603.60
511,بيبتون شراب خالي,1,1,27.30,27.30,27.30,27.30,54.60
510,بيبتون شراب عادي,1,1,27.30,27.30,27.30,27.30,54.60
397,بيبرا اقراص,1,3,100.42,33.47,100.42,100.42,200.84
1890,بيبرونه لاكي صغيره,0,0,40.70,40.70,0.00,0.00,0.00
1364,بيبزول 20مجم,1,2,32.43,16.22,32.43,32.43,64.86
378,بيبزول 40مجم,2,2,57.51,57.51,115.02,115.02,230.04
1406,بيبون بلس اقراص,0,0,110.00,55.00,0.00,0.00,0.00
99,بيبي جوي 1,0,57,245.00,4.08,0.00,232.75,232.75
981,بيبي جوي 1,0,50,250.00,4.17,0.00,208.33,208.33
104,بيبي جوي 2,0,24,245.00,4.08,0.00,98.00,98.00
102,بيبي جوي 3,0,30,297.00,5.12,0.00,153.62,153.62
980,بيبي جوي 4,1,54,300.00,5.17,300.00,279.31,579.31
103,بيبي جوي 5,1,54,338.40,5.83,338.40,315.06,653.46
1859,بيبي رليف 12.5 مجم لبوس,1,2,25.91,12.96,25.91,25.91,51.82
1858,بيبي رليف 25مجم لبوس,1,2,27.35,13.68,27.35,27.35,54.70
1443,بيبيلاك 1,1,1,279.00,279.00,279.00,279.00,558.00
1442,بيبيلاك 2,1,1,275.90,275.90,275.90,275.90,551.80
287,بيتادريم كريم,0,0,13.32,13.32,0.00,0.00,0.00
2115,بيتاديرم كريم كبير,2,2,17.94,17.94,35.88,35.88,71.76
1202,بيتاديرم مرهم صغير,3,3,12.78,12.78,38.34,38.34,76.68
895,بيتادين  دش,1,1,64.00,64.00,64.00,64.00,128.00
547,بيتادين 120 نيل مطهر,2,2,64.00,64.00,128.00,128.00,256.00
266,بيتادين شامبو صغير,2,2,44.00,44.00,88.00,88.00,176.00
539,بيتادين شامبو كبير,0,0,72.00,72.00,0.00,0.00,0.00
1794,بيتادين غرغره وغسول للفم,0,0,49.46,49.46,0.00,0.00,0.00
1714,بيتادين محلول مطهر 60ملل,1,1,47.30,47.30,47.30,47.30,94.60
388,بيتاسيرك 16مجم,1,4,164.25,54.75,164.25,219.00,383.25
384,بيتاسيرك 8مجم,1,4,121.60,30.40,121.60,121.60,243.20
380,بيتاسيرك24مجم 40 قرص,1,2,165.68,82.84,165.68,165.68,331.36
531,بيتافوس امبول,2,1,24.80,24.80,49.60,24.80,74.40
544,بيتاليرج اقراص,1,1,33.60,33.60,33.60,33.60,67.20
2122,بيتولفكس  حقن,1,2,85.69,42.84,85.69,85.69,171.38
542,بيتولفكس امبول,0,0,45.44,22.72,0.00,0.00,0.00
540,بيدرو بخاخ منعش للفم,1,1,47.57,47.57,47.57,47.57,95.14
536,بيدرو سيرم,1,1,108.80,108.80,108.80,108.80,217.60
939,بيدرو شامبو لتساقط الشعر,1,1,85.00,85.00,85.00,85.00,170.00
420,بيديكال شراب,1,1,41.08,41.08,41.08,41.08,82.16
1522,بيديكال شراب,2,1,52.00,52.00,104.00,52.00,156.00
1204,بيرجاتون20مجم,2,6,34.17,11.39,68.34,68.34,136.68
545,بيرلوك 40مجم اقراص,1,1,54.75,54.75,54.75,54.75,109.50
1935,بيرناواي 20 مجم اقراص,2,4,60.06,30.03,120.12,120.12,240.24
381,بيزوكارد2.5مجم,0,2,38.76,12.92,0.00,25.84,25.84
385,بيزوكارد5مجم,1,3,44.73,14.91,44.73,44.73,89.46
386,بيزوكاردبلس5 مجم,1,3,44.73,14.91,44.73,44.73,89.46
260,بيسلفون شراب,2,2,28.00,28.00,56.00,56.00,112.00
829,بيفاتراسين بخاخ 150مللي,4,4,58.93,58.93,235.72,235.72,471.44
145,بيكتول استحلاب  برتقال,0,6,380.00,15.83,0.00,95.00,95.00
938,بيكوزيم محلول حقن,0,7,93.60,7.80,0.00,54.60,54.60
837,بيكولاكس نقط,3,3,19.20,19.20,57.60,57.60,115.20
534,بيلاستيجيك 2.5مجم شراب,1,1,41.04,41.04,41.04,41.04,82.08
538,بيليكول كبسول,0,0,23.04,11.52,0.00,0.00,0.00
1615,بينسيلونج حقن,2,2,14.22,14.22,28.44,28.44,56.88
1766,بينمووف مساج جل,0,0,67.45,67.45,0.00,0.00,0.00
2323,بينوكس قطرة,1,1,17.07,17.07,17.07,17.07,34.14
2003,بيوديلايزر 400 مجم كبسولات استنشاق,0,4,189.20,31.53,0.00,126.13,126.13
1667,بيور كحل اسبراي,3,2,10.75,10.75,32.25,21.50,53.75
2230,بيورلان كريم,1,1,25.30,25.30,25.30,25.30,50.60
1783,بيوفيت ب 12 امبول,3,6,20.21,10.10,60.63,60.63,121.26
2182,تادالونج 5مجم اقراص,1,3,136.10,45.37,136.10,136.10,272.20
1631,تارجو فلوكسين 750مجم,0,1,141.00,70.50,0.00,70.50,70.50
699,تاروليمس مرهم,1,1,94.16,94.16,94.16,94.16,188.32
668,تافاستين 500مجم اقراص,1,1,65.69,65.69,65.69,65.69,131.38
680,تافاسين750مجم اقراص,1,1,70.07,70.07,70.07,70.07,140.14
673,تافانيك 500مجم اقراص,2,2,140.15,140.15,280.30,280.30,560.60
1495,تامسولين اقراص,1,2,89.28,44.64,89.28,89.28,178.56
222,تانتم اخضر,2,2,19.22,19.22,38.44,38.44,76.88
940,تايمر قطره,2,2,52.14,52.14,104.28,104.28,208.56
223,تجريتول 200 عادى,4,12,71.20,23.73,284.80,284.80,569.60
2151,تجريتول 400مجم اقراص,1,2,77.80,38.90,77.80,77.80,155.60
224,تجريتول ممتد المفعول 200,1,0,48.80,24.40,48.80,0.00,48.80
678,تراى ليرج قطره لحساسيه العين,2,2,17.51,17.51,35.02,35.02,70.04
688,تراي تكت 2اطفال صابون,0,0,43.79,43.79,0.00,0.00,0.00
1831,تراي تكت صابونه,1,1,46.92,46.92,46.92,46.92,93.84
1647,تراي- بيتابرونات كريم,1,0,27.87,27.87,27.87,0.00,27.87
226,ترايتون 100 مجم,2,3,49.68,16.56,99.36,49.68,149.04
863,ترايتون 200 جرام اقراص,1,3,94.71,31.57,94.71,94.71,189.42
2183,ترايتون 50مجم امبول,0,4,50.00,10.00,0.00,40.00,40.00
1518,ترايستارشو شراب,0,0,175.20,175.20,0.00,0.00,0.00
685,ترايكتين اقراص 4مجم,1,3,35.42,17.71,35.42,53.13,88.55
674,ترايكتين شراب,2,1,30.65,30.65,61.30,30.65,91.95
1830,ترايمد فلو اقراص,0,0,45.35,22.68,0.00,0.00,0.00
2007,ترايميلزما كريم,1,1,43.61,43.61,43.61,43.61,87.22
1673,تراينيز اقراص,1,2,104.00,52.00,104.00,104.00,208.00
860,تربتيزول 25 جرام اقراص,1,3,23.10,7.70,23.10,23.10,46.20
1800,تربسالين اقراص,1,3,111.00,55.50,111.00,166.50,277.50
1703,تربسالين بلس,0,1,112.99,56.50,0.00,56.50,56.50
1701,ترمومتر ديجتال,0,0,35.00,35.00,0.00,0.00,0.00
1700,ترمومتر زئبق//,0,0,46.00,46.00,0.00,0.00,0.00
229,ترنتال 400 ممتد المفعول,1,2,60.20,30.10,60.20,60.20,120.40
1176,تروسبامكسين 20 مجم اقراص,1,2,58.80,29.40,58.80,58.80,117.60
1561,تروفيك سيليكون جيل,0,0,117.00,117.00,0.00,0.00,0.00
1451,ترويا كير شامبوو 200 مل,0,0,144.30,144.30,0.00,0.00,0.00
1452,ترويا كير لوسيون 120 مل,1,1,160.60,160.60,160.60,160.60,321.20
669,تريامريكان 1جم حقنه عضل,4,4,40.87,40.87,163.48,163.48,326.96
684,تريبتزول 10مجم,2,6,21.89,7.30,43.78,43.78,87.56
2235,تريبليكسام 5/1.25/5مجم اقراص,1,1,106.50,106.50,106.50,106.50,213.00
676,تريتاس 1.25 مجم اقراص,1,2,32.11,16.06,32.11,32.11,64.22
675,تريتاس 2.5 مجم اقراص,1,2,39.41,19.70,39.41,39.41,78.82
677,تريتاس 5 مجم اقراص,1,2,55.47,27.74,55.47,55.47,110.94
691,تريتوسبوت 15جم كريم,0,0,27.73,27.73,0.00,0.00,0.00
2127,تريتوكانديفاج كريم مهبلي,1,1,95.57,95.57,95.57,95.57,191.14
1475,تريزمي بلسم 400 مل للشعر الكيرلي,1,1,150.00,150.00,150.00,150.00,300.00
2286,تريزولايس شراب,0,0,65.83,65.83,0.00,0.00,0.00
1879,تريسيبا انسولين,0,0,440.00,440.00,0.00,0.00,0.00
288,تريفلوكان اقراص 150 مجم,1,1,19.88,19.88,19.88,19.88,39.76
2146,تشكس بريث شراب,0,0,71.20,71.20,0.00,0.00,0.00
1601,تكساكورت %0.1 كريم,2,2,16.06,16.06,32.12,32.12,64.24
1677,تكنوسبيرون3مجم اقراص,1,1,67.20,67.20,67.20,67.20,134.40
666,تكنوفيولا 50مجم اقراص,1,2,51.09,25.54,51.09,51.09,102.18
230,تلفاست 120 مجم لحساسيه الانف,1,2,84.00,42.00,84.00,84.00,168.00
693,تلفاست 180مجم اقراص,1,3,117.00,58.50,117.00,175.50,292.50
682,تلفاست شراب,6,6,36.49,36.49,218.94,218.94,437.88
2204,تلفاست مزيل للاحتقان 60/120 مجم اقراص,5,8,44.25,22.12,221.25,177.00,398.25
1738,تمارا كريم كبير,1,1,22.49,22.49,22.49,22.49,44.98
2223,تمبورال 1جم اقراص,1,2,28.50,14.25,28.50,28.50,57.00
