تقرير أسعار المنتجات - Products Price Report

تاريخ التقرير - Report Date: 2026-05-09 23:53:08

اسم المنتج,Product Name,سعر الشراء,Purchase Price,سعر البيع,Selling Price,الكمية,Stock Qty,إجمالي الشراء,Total Purchase,إجمالي البيع,Total Selling,الربح الإجمالي,Total Profit,نسبة الربح %,Profit Margin %
كونترولوك 40 مجم فيال,كونترولوك 40 مجم فيال,122.40,122.40,146.00,146.00,1,1,122.40,122.40,146.00,146.00,23.60,23.60,19.3,19.3
كونجي كلير% 0.1 قطره للعين,كونجي كلير% 0.1 قطره للعين,15.84,15.84,22.00,22.00,1,1,15.84,15.84,22.00,22.00,6.16,6.16,38.9,38.9
كونجيستال اقراص,كونجيستال اقراص,39.60,39.60,50.00,50.00,2,2,79.20,79.20,100.00,100.00,20.80,20.80,26.3,26.3
كونجيستال كولد اند كوف شراب,كونجيستال كولد اند كوف شراب,32.29,32.29,44.00,44.00,3,3,96.87,96.87,132.00,132.00,35.13,35.13,36.3,36.3
كونجيكلير فورت قطره للعين,كونجيكلير فورت قطره للعين,28.80,28.80,40.00,40.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,38.9,38.9
كونفنتين 100مجم اقراص,كونفنتين 100مجم اقراص,38.40,38.40,54.00,54.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,40.6,40.6
كونفنتين 300مجم اقراص,كونفنتين 300مجم اقراص,98.23,98.23,135.00,135.00,1,1,98.23,98.23,135.00,135.00,36.77,36.77,37.4,37.4
كونفنتين 300مجم اقراص,كونفنتين 300مجم اقراص,85.72,85.72,114.00,114.00,1,1,85.72,85.72,114.00,114.00,28.28,28.28,33.0,33.0
كونفنتين 400مجم اقراص,كونفنتين 400مجم اقراص,109.50,109.50,150.00,150.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.0,37.0
كونكور 10 بلاس اقراص,كونكور 10 بلاس اقراص,86.18,86.18,108.00,108.00,2,2,172.36,172.36,216.00,216.00,43.64,43.64,25.3,25.3
كونكور 10 مجم,كونكور 10 مجم,77.31,77.31,99.00,99.00,2,2,154.62,154.62,198.00,198.00,43.38,43.38,28.1,28.1
كونكور 5 مجم اقراص,كونكور 5 مجم اقراص,56.16,56.16,72.00,72.00,3,3,168.48,168.48,216.00,216.00,47.52,47.52,28.2,28.2
كونكور 5بلاس اقراص,كونكور 5بلاس اقراص,54.00,54.00,72.00,72.00,2,2,108.00,108.00,144.00,144.00,36.00,36.00,33.3,33.3
كونكور كور 2.5مجم اقراص,كونكور كور 2.5مجم اقراص,43.20,43.20,60.00,60.00,2,2,86.40,86.40,120.00,120.00,33.60,33.60,38.9,38.9
كونيستوفا 2مجم اقراص,كونيستوفا 2مجم اقراص,180.00,180.00,248.00,248.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.8,37.8
كويتابكس 200مجم اقراص,كويتابكس 200مجم اقراص,208.80,208.80,261.00,261.00,1,1,208.80,208.80,261.00,261.00,52.20,52.20,25.0,25.0
كويتابكس 25 مجم اقراص,كويتابكس 25 مجم اقراص,61.44,61.44,87.00,87.00,1,1,61.44,61.44,87.00,87.00,25.56,25.56,41.6,41.6
كويتيازيك 50 مجم اقراص,كويتيازيك 50 مجم اقراص,80.50,80.50,113.50,113.50,0,0,0.00,0.00,0.00,0.00,0.00,0.00,41.0,41.0
كوينسيبروزول اقراص,كوينسيبروزول اقراص,96.10,96.10,124.00,124.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,29.0,29.0
كيبرون 300 اقراص,كيبرون 300 اقراص,102.96,102.96,132.00,132.00,1,1,102.96,102.96,132.00,132.00,29.04,29.04,28.2,28.2
كيبوركس 1جم اقراص,كيبوركس 1جم اقراص,62.40,62.40,78.00,78.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25.0,25.0
كيتورولين امبول,كيتورولين امبول,31.50,31.50,50.00,50.00,1,1,31.50,31.50,50.00,50.00,18.50,18.50,58.7,58.7
كيتوفان 25 مجم اقراص,كيتوفان 25 مجم اقراص,26.00,26.00,33.00,33.00,1,1,26.00,26.00,33.00,33.00,7.00,7.00,26.9,26.9
كيتوفان 50مجم,كيتوفان 50مجم,28.80,28.80,45.00,45.00,3,3,86.40,86.40,135.00,135.00,48.60,48.60,56.2,56.2
كيتولاك 10مجم اقراص,كيتولاك 10مجم اقراص,30.24,30.24,38.00,38.00,1,1,30.24,30.24,38.00,38.00,7.76,7.76,25.7,25.7
كيتولاك 30مجم/2ملل امبول,كيتولاك 30مجم/2ملل امبول,40.80,40.80,60.00,60.00,4,4,163.20,163.20,240.00,240.00,76.80,76.80,47.1,47.1
كيراتين بلسم ايفا 10,كيراتين بلسم ايفا 10,95.00,95.00,125.00,125.00,1,1,95.00,95.00,125.00,125.00,30.00,30.00,31.6,31.6
كيروفيت كبسولات,كيروفيت كبسولات,141.00,141.00,150.00,150.00,1,1,141.00,141.00,150.00,150.00,9.00,9.00,6.4,6.4
كيريلا لوسيون,كيريلا لوسيون,22.61,22.61,31.00,31.00,2,2,45.22,45.22,62.00,62.00,16.78,16.78,37.1,37.1
كيس جمع بول كبار ابيض,كيس جمع بول كبار ابيض,9.30,9.30,15.00,15.00,4,4,37.20,37.20,60.00,60.00,22.80,22.80,61.3,61.3
كيماجيل سيليكون 30 جرام,كيماجيل سيليكون 30 جرام,857.40,857.40,1150.00,1150.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,34.1,34.1
كيناكومب كريم صغير,كيناكومب كريم صغير,23.40,23.40,36.00,36.00,6,6,140.40,140.40,216.00,216.00,75.60,75.60,53.8,53.8
كيورام 1جم اقراص,كيورام 1جم اقراص,127.40,127.40,182.00,182.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,42.9,42.9
كيورام 312.5/5ملل,كيورام 312.5/5ملل,53.30,53.30,82.00,82.00,2,2,106.60,106.60,164.00,164.00,57.40,57.40,53.8,53.8
كيورام 457/5 مجم شراب,كيورام 457/5 مجم شراب,78.57,78.57,97.00,97.00,1,1,78.57,78.57,97.00,97.00,18.43,18.43,23.5,23.5
كيورام 625مجم اقراص,كيورام 625مجم اقراص,85.77,85.77,108.00,108.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25.9,25.9
لابي سبوت كلينزر,لابي سبوت كلينزر,127.70,127.70,169.00,169.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,32.3,32.3
لاتري بيوتي كريم,لاتري بيوتي كريم,119.98,119.98,170.00,170.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,41.7,41.7
لاجار نقط بالفم,لاجار نقط بالفم,54.60,54.60,70.00,70.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,28.2,28.2
لاري برو اقراص,لاري برو اقراص,28.60,28.60,44.00,44.00,3,3,85.80,85.80,132.00,132.00,46.20,46.20,53.8,53.8
لازيلاكتون 100مجم,لازيلاكتون 100مجم,135.78,135.78,186.00,186.00,2,2,271.56,271.56,372.00,372.00,100.44,100.44,37.0,37.0
لازيلاكتون 50مجم,لازيلاكتون 50مجم,90.72,90.72,126.00,126.00,3,3,272.16,272.16,378.00,378.00,105.84,105.84,38.9,38.9
لاسيكس اقراص,لاسيكس اقراص,23.40,23.40,30.00,30.00,1,1,23.40,23.40,30.00,30.00,6.60,6.60,28.2,28.2
لاسيكس امبول 20مجم,لاسيكس امبول 20مجم,27.00,27.00,36.00,36.00,2,2,54.00,54.00,72.00,72.00,18.00,18.00,33.3,33.3
لاكتو لبن رقم 2,لاكتو لبن رقم 2,167.70,167.70,215.00,215.00,1,1,167.70,167.70,215.00,215.00,47.30,47.30,28.2,28.2
لاكتوديل 2.5مجم,لاكتوديل 2.5مجم,51.93,51.93,72.00,72.00,1,1,51.93,51.93,72.00,72.00,20.07,20.07,38.6,38.6
لاكتيفينور 0.03 اقراص,لاكتيفينور 0.03 اقراص,19.50,19.50,25.00,25.00,2,2,39.00,39.00,50.00,50.00,11.00,11.00,28.2,28.2
لاكتيول فورت اكياس فوار,لاكتيول فورت اكياس فوار,86.04,86.04,120.00,120.00,2,2,172.08,172.08,240.00,240.00,67.92,67.92,39.5,39.5
لاكريتيرز قطره,لاكريتيرز قطره,34.79,34.79,49.00,49.00,1,1,34.79,34.79,49.00,49.00,14.21,14.21,40.8,40.8
لاكسيول بي اقراص,لاكسيول بي اقراص,18.09,18.09,24.00,24.00,2,2,36.18,36.18,48.00,48.00,11.82,11.82,32.7,32.7
لاميفيكس جل,لاميفيكس جل,79.00,79.00,110.00,110.00,1,1,79.00,79.00,110.00,110.00,31.00,31.00,39.2,39.2
لاميفين 125مجم,لاميفين 125مجم,54.60,54.60,78.00,78.00,2,2,109.20,109.20,156.00,156.00,46.80,46.80,42.9,42.9
لاميفين 15جرام كريم,لاميفين 15جرام كريم,12.14,12.14,18.00,18.00,2,2,24.28,24.28,36.00,36.00,11.72,11.72,48.3,48.3
لاميفين 250 مجم اقراص,لاميفين 250 مجم اقراص,76.16,76.16,112.00,112.00,1,1,76.16,76.16,112.00,112.00,35.84,35.84,47.1,47.1
لاناكلور 250 مجم شراب,لاناكلور 250 مجم شراب,107.70,107.70,136.00,136.00,1,1,107.70,107.70,136.00,136.00,28.30,28.30,26.3,26.3
لانتانون 30 مجم اقراص,لانتانون 30 مجم اقراص,40.60,40.60,57.00,57.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,40.4,40.4
لانتوس سلوستار 5 قلم,لانتوس سلوستار 5 قلم,943.30,943.30,1244.00,1244.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.9,31.9
لايس نقط,لايس نقط,10.20,10.20,15.00,15.00,1,1,10.20,10.20,15.00,15.00,4.80,4.80,47.1,47.1
لبخه كاولينا,لبخه كاولينا,10.00,10.00,18.00,18.00,3,3,30.00,30.00,54.00,54.00,24.00,24.00,80.0,80.0
لبن لاكتو1 400جرام,لبن لاكتو1 400جرام,165.10,165.10,215.00,215.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,30.2,30.2
لبن هيرو رقم 1 نيوتراديفنس بلس,لبن هيرو رقم 1 نيوتراديفنس بلس,326.60,326.60,359.00,359.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,9.9,9.9
لجنوكايين سبراي,لجنوكايين سبراي,30.10,30.10,35.00,35.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,16.3,16.3
لجنوكايين5%جل,لجنوكايين5%جل,18.72,18.72,24.00,24.00,6,6,112.32,112.32,144.00,144.00,31.68,31.68,28.2,28.2
لجنوكايين5%كريم,لجنوكايين5%كريم,19.15,19.15,24.00,24.00,4,4,76.60,76.60,96.00,96.00,19.40,19.40,25.3,25.3
لزقة النمر,لزقة النمر,14.00,14.00,17.00,17.00,1,1,14.00,14.00,17.00,17.00,3.00,3.00,21.4,21.4
لزقه انف سيتواه,لزقه انف سيتواه,57.00,57.00,100.00,100.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,75.4,75.4
لهايه لاكي بيبي,لهايه لاكي بيبي,25.60,25.60,35.00,35.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,36.7,36.7
لوبرو فوار,لوبرو فوار,134.00,134.00,175.00,175.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,30.6,30.6
لوبريستيرا قطره,لوبريستيرا قطره,64.32,64.32,83.00,83.00,1,1,64.32,64.32,83.00,83.00,18.68,18.68,29.0,29.0
لوبريفيسك قطره,لوبريفيسك قطره,22.72,22.72,32.00,32.00,2,2,45.44,45.44,64.00,64.00,18.56,18.56,40.8,40.8
لوبريكف شراب للكحه,لوبريكف شراب للكحه,27.90,27.90,45.00,45.00,5,5,139.50,139.50,225.00,225.00,85.50,85.50,61.3,61.3
لوبيكونت 24مجم ك اقراص,لوبيكونت 24مجم ك اقراص,126.72,126.72,176.00,176.00,1,1,126.72,126.72,176.00,176.00,49.28,49.28,38.9,38.9
لوبيكونت 8مجم اقراص,لوبيكونت 8مجم اقراص,38.48,38.48,52.00,52.00,1,1,38.48,38.48,52.00,52.00,13.52,13.52,35.1,35.1
لوتوفولون حقن,لوتوفولون حقن,29.60,29.60,40.00,40.00,1,1,29.60,29.60,40.00,40.00,10.40,10.40,35.1,35.1
لورنوكسيكام 8 مجم اقراص,لورنوكسيكام 8 مجم اقراص,74.50,74.50,108.00,108.00,2,2,149.00,149.00,216.00,216.00,67.00,67.00,45.0,45.0
لورنوكسيكام امبول,لورنوكسيكام امبول,23.48,23.48,32.00,32.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,36.3,36.3
لورنيكام 8مجم اقراص,لورنيكام 8مجم اقراص,101.40,101.40,135.00,135.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33.1,33.1
لوسترال 50مجم اقراص,لوسترال 50مجم اقراص,95.94,95.94,136.00,136.00,2,2,191.88,191.88,272.00,272.00,80.12,80.12,41.8,41.8
لوسيدريل 250 مجم اقراص,لوسيدريل 250 مجم اقراص,55.64,55.64,92.00,92.00,1,1,55.64,55.64,92.00,92.00,36.36,36.36,65.3,65.3
لوسيدريل 500 مجم,لوسيدريل 500 مجم,117.00,117.00,150.00,150.00,1,1,117.00,117.00,150.00,150.00,33.00,33.00,28.2,28.2
لوف اطفال شيكو,لوف اطفال شيكو,13.20,13.20,20.00,20.00,1,1,13.20,13.20,20.00,20.00,6.80,6.80,51.5,51.5
لوفير 400مجم اقراص,لوفير 400مجم اقراص,59.28,59.28,76.00,76.00,2,2,118.56,118.56,152.00,152.00,33.44,33.44,28.2,28.2
لوكاستن  كريم,لوكاستن  كريم,12.35,12.35,19.00,19.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,53.8,53.8
لوكساراف اقراص تحت اللسان,لوكساراف اقراص تحت اللسان,36.25,36.25,95.00,95.00,1,1,36.25,36.25,95.00,95.00,58.75,58.75,162.1,162.1
لولاوست اكياس,لولاوست اكياس,74.68,74.68,96.00,96.00,1,1,74.68,74.68,96.00,96.00,21.32,21.32,28.5,28.5
لونا تشقاقات شفايف,لونا تشقاقات شفايف,43.50,43.50,55.00,55.00,1,1,43.50,43.50,55.00,55.00,11.50,11.50,26.4,26.4
لونا كريم سوفت بالجوجوبا,لونا كريم سوفت بالجوجوبا,48.00,48.00,60.00,60.00,1,1,48.00,48.00,60.00,60.00,12.00,12.00,25.0,25.0
لونا للتشققات 20 م,لونا للتشققات 20 م,16.00,16.00,23.00,23.00,4,4,64.00,64.00,92.00,92.00,28.00,28.00,43.8,43.8
لونا للشفاه ليب ثرابي 10 م,لونا للشفاه ليب ثرابي 10 م,43.50,43.50,55.00,55.00,2,2,87.00,87.00,110.00,110.00,23.00,23.00,26.4,26.4
لوهيدران اكياس,لوهيدران اكياس,24.96,24.96,32.00,32.00,1,1,24.96,24.96,32.00,32.00,7.04,7.04,28.2,28.2
لي لي دش مهبلي,لي لي دش مهبلي,51.03,51.03,69.90,69.90,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.0,37.0
ليبانتيل 300مجم اقراص,ليبانتيل 300مجم اقراص,89.46,89.46,126.00,126.00,1,1,89.46,89.46,126.00,126.00,36.54,36.54,40.8,40.8
ليبانتيل سوبرا 160مجم اقراص,ليبانتيل سوبرا 160مجم اقراص,105.00,105.00,141.00,141.00,1,1,105.00,105.00,141.00,141.00,36.00,36.00,34.3,34.3
ليبراكس,ليبراكس,30.75,30.75,48.00,48.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,56.1,56.1
ليبيتور 80 مجم اقراص,ليبيتور 80 مجم اقراص,172.50,172.50,236.00,236.00,1,1,172.50,172.50,236.00,236.00,63.50,63.50,36.8,36.8
ليت اب غسول,ليت اب غسول,163.80,163.80,220.00,220.00,1,1,163.80,163.80,220.00,220.00,56.20,56.20,34.3,34.3
ليدوكايين %2 امبول,ليدوكايين %2 امبول,72.00,72.00,90.00,90.00,1,1,72.00,72.00,90.00,90.00,18.00,18.00,25.0,25.0
ليدوكايين 2% 20مجم/ملل,ليدوكايين 2% 20مجم/ملل,21.45,21.45,33.00,33.00,4,4,85.80,85.80,132.00,132.00,46.20,46.20,53.8,53.8
ليدوكايين بخاخ,ليدوكايين بخاخ,28.50,28.50,38.00,38.00,1,1,28.50,28.50,38.00,38.00,9.50,9.50,33.3,33.3
ليرجيكير شراب,ليرجيكير شراب,26.00,26.00,31.00,31.00,1,1,26.00,26.00,31.00,31.00,5.00,5.00,19.2,19.2
ليزبيرج بلس 40/12.5 مجم اقراص,ليزبيرج بلس 40/12.5 مجم اقراص,85.40,85.40,117.00,117.00,1,1,85.40,85.40,117.00,117.00,31.60,31.60,37.0,37.0
ليسي اكياس,ليسي اكياس,66.30,66.30,85.00,85.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,28.2,28.2
ليسيد لوسيون موضعي,ليسيد لوسيون موضعي,32.00,32.00,40.00,40.00,2,2,64.00,64.00,80.00,80.00,16.00,16.00,25.0,25.0
ليفابيون امبول,ليفابيون امبول,67.20,67.20,96.00,96.00,2,2,134.40,134.40,192.00,192.00,57.60,57.60,42.9,42.9
ليفانيك 500 محم,ليفانيك 500 محم,60.70,60.70,92.00,92.00,1,1,60.70,60.70,92.00,92.00,31.30,31.30,51.6,51.6
ليفانيك 750,ليفانيك 750,43.56,43.56,66.00,66.00,1,1,43.56,43.56,66.00,66.00,22.44,22.44,51.5,51.5
ليفست شراب,ليفست شراب,22.78,22.78,30.00,30.00,1,1,22.78,22.78,30.00,30.00,7.22,7.22,31.7,31.7
ليفست نقط,ليفست نقط,25.00,25.00,36.00,36.00,1,1,25.00,25.00,36.00,36.00,11.00,11.00,44.0,44.0
ليفه كف,ليفه كف,26.20,26.20,35.00,35.00,2,2,52.40,52.40,70.00,70.00,17.60,17.60,33.6,33.6
ليفو كتيفان شراب,ليفو كتيفان شراب,23.79,23.79,39.00,39.00,2,2,47.58,47.58,78.00,78.00,30.42,30.42,63.9,63.9
ليفوتافين,ليفوتافين,67.16,67.16,92.00,92.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.0,37.0
ليفوتافين 750 كبسول,ليفوتافين 750 كبسول,81.00,81.00,108.00,108.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33.3,33.3
ليفودل,ليفودل,45.50,45.50,67.00,67.00,1,1,45.50,45.50,67.00,67.00,21.50,21.50,47.3,47.3
ليفوهستام اقراص,ليفوهستام اقراص,73.71,73.71,117.00,117.00,2,2,147.42,147.42,234.00,234.00,86.58,86.58,58.7,58.7
ليفوهستام شراب,ليفوهستام شراب,24.57,24.57,39.00,39.00,3,3,73.71,73.71,117.00,117.00,43.29,43.29,58.7,58.7
ليفوهستام نقط فم,ليفوهستام نقط فم,42.94,42.94,46.00,46.00,2,2,85.88,85.88,92.00,92.00,6.12,6.12,7.1,7.1
ليفياكول مساج جل,ليفياكول مساج جل,94.68,94.68,120.00,120.00,1,1,94.68,94.68,120.00,120.00,25.32,25.32,26.7,26.7
ليلاك جل مرطب 100مل,ليلاك جل مرطب 100مل,275.00,275.00,325.00,325.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,18.2,18.2
ليلاك صن بلوك  100 مل,ليلاك صن بلوك  100 مل,278.00,278.00,325.00,325.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,16.9,16.9
ليليبل 10 مجم,ليليبل 10 مجم,96.00,96.00,120.00,120.00,2,2,192.00,192.00,240.00,240.00,48.00,48.00,25.0,25.0
ليليبل 4مجم اكياس,ليليبل 4مجم اكياس,74.21,74.21,93.00,93.00,3,3,222.63,222.63,279.00,279.00,56.37,56.37,25.3,25.3
ليليبل5مجم اقراص,ليليبل5مجم اقراص,73.60,73.60,92.00,92.00,2,2,147.20,147.20,184.00,184.00,36.80,36.80,25.0,25.0
ليمتلس الزايم ماكس,ليمتلس الزايم ماكس,108.75,108.75,145.00,145.00,2,2,217.50,217.50,290.00,290.00,72.50,72.50,33.3,33.3
ليمتلس اوسوفورتين د 3 5000 وحده اقراص,ليمتلس اوسوفورتين د 3 5000 وحده اقراص,82.80,82.80,115.00,115.00,3,3,248.40,248.40,345.00,345.00,96.60,96.60,38.9,38.9
ليمتلس اوميجا 3 ايفا,ليمتلس اوميجا 3 ايفا,184.00,184.00,230.00,230.00,1,1,184.00,184.00,230.00,230.00,46.00,46.00,25.0,25.0
ليمتلس بريناتال ماكس,ليمتلس بريناتال ماكس,170.10,170.10,210.00,210.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,23.5,23.5
ليمتلس بي كومبلكس او دي اف,ليمتلس بي كومبلكس او دي اف,98.13,98.13,135.00,135.00,1,1,98.13,98.13,135.00,135.00,36.87,36.87,37.6,37.6
ليمتلس كروماكس,ليمتلس كروماكس,271.20,271.20,399.00,399.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,47.1,47.1
ليمتلس كيدز شراب,ليمتلس كيدز شراب,89.60,89.60,112.00,112.00,1,1,89.60,89.60,112.00,112.00,22.40,22.40,25.0,25.0
ليمتلس ليبوفيركس 40مجم اقراص,ليمتلس ليبوفيركس 40مجم اقراص,130.60,130.60,182.00,182.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,39.4,39.4
ليمتلس ماغنسيوم اقراص,ليمتلس ماغنسيوم اقراص,155.90,155.90,210.00,210.00,1,1,155.90,155.90,210.00,210.00,54.10,54.10,34.7,34.7
ليمتلس مان ماكس,ليمتلس مان ماكس,192.00,192.00,240.00,240.00,1,1,192.00,192.00,240.00,240.00,48.00,48.00,25.0,25.0
ليمتلس ميلجا ماكس اقراص,ليمتلس ميلجا ماكس اقراص,176.30,176.30,248.00,248.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,40.7,40.7
ليمتلس ومان,ليمتلس ومان,192.00,192.00,240.00,240.00,1,1,192.00,192.00,240.00,240.00,48.00,48.00,25.0,25.0
ليندو سبراي 120مل,ليندو سبراي 120مل,116.40,116.40,160.00,160.00,1,1,116.40,116.40,160.00,160.00,43.60,43.60,37.5,37.5
لينكس اقراص,لينكس اقراص,171.20,171.20,225.00,225.00,1,1,171.20,171.20,225.00,225.00,53.80,53.80,31.4,31.4
لينكس كريم,لينكس كريم,62.48,62.48,80.00,80.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,28.0,28.0
لينكس كريم,لينكس كريم,50.82,50.82,70.00,70.00,1,1,50.82,50.82,70.00,70.00,19.18,19.18,37.7,37.7
لينكس مساج كريم,لينكس مساج كريم,49.10,49.10,70.00,70.00,1,1,49.10,49.10,70.00,70.00,20.90,20.90,42.6,42.6
لينوروز 1000مجم اقراص,لينوروز 1000مجم اقراص,174.97,174.97,240.00,240.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.2,37.2
ليوباث كومب اقراص,ليوباث كومب اقراص,228.00,228.00,300.00,300.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.6,31.6
ماء اكسجين %10,ماء اكسجين %10,7.85,7.85,14.00,14.00,1,1,7.85,7.85,14.00,14.00,6.15,6.15,78.3,78.3
ماء اوكسيجين %10,ماء اوكسيجين %10,8.00,8.00,12.00,12.00,4,4,32.00,32.00,48.00,48.00,16.00,16.00,50.0,50.0
ماء اوكسيجين %20,ماء اوكسيجين %20,8.30,8.30,14.00,14.00,5,5,41.50,41.50,70.00,70.00,28.50,28.50,68.7,68.7
ماء اوكسيجين %30,ماء اوكسيجين %30,8.80,8.80,16.00,16.00,4,4,35.20,35.20,64.00,64.00,28.80,28.80,81.8,81.8
ماء غريب سمايل,ماء غريب سمايل,35.04,35.04,48.00,48.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,37.0,37.0
ماء معقم 5 سم للحقن,ماء معقم 5 سم للحقن,228.00,228.00,300.00,300.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,31.6,31.6
