sale_id,sale_date,medicine,unit_type,quantity,unit_price,subtotal,profit,purchase_price,unit_cost,unit_profit
1335,2025-08-18 16:11,ميلجا اقراص,BOX,1,108.00,108.00,30.24,77.76,77.76,30.24
1336,2025-08-18 16:25,كونجيستال اقراص,STRIP,1,25.00,25.00,5.20,39.60,19.80,5.20
1337,2025-08-18 16:33,اماجلوست 30/4مجم اقراص,STRIP,1,34.00,34.00,7.68,78.97,26.32,7.68
1338,2025-08-18 16:44,بانادول اكسترا احمر اقراص,STRIP,1,27.00,27.00,5.40,86.40,21.60,5.40
1339,2025-08-18 17:04,كلافيموكس 1000جرام اقراص,BOX,1,130.00,130.00,42.90,87.10,87.10,42.90
1339,2025-08-18 17:04,بروفين600مجم,STRIP,1,33.00,33.00,10.89,66.33,22.11,10.89
1339,2025-08-18 17:04,فلاجيل 500مجم اقراص,BOX,1,34.00,34.00,9.86,24.14,24.14,9.86
1340,2025-08-18 17:06,ميلانثينول كريم,BOX,1,60.00,60.00,21.00,39.00,39.00,21.00
1341,2025-08-18 17:17,سيبتازول اقراص,STRIP,1,17.00,17.00,3.84,263.20,13.16,3.84
1342,2025-08-18 17:49,فوار فروت,STRIP,1,4.00,4.00,1.09,17.44,2.91,1.09
1344,2025-08-18 18:28,اليكا -ام كريم,BOX,1,52.00,52.00,14.04,37.96,37.96,14.04
1345,2025-08-18 18:31,ابيكوتيل 20مجم اقراص,BOX,1,28.50,28.50,7.70,20.80,20.80,7.70
1345,2025-08-18 18:31,ابيكوبريد 20,STRIP,1,52.00,52.00,13.50,77.00,38.50,13.50
1346,2025-08-18 18:35,نايت كالم 3مجم,STRIP,1,35.00,35.00,9.27,77.20,25.73,9.27
1346,2025-08-18 18:35,كتافاست 50 مجم فوار,STRIP,2,8.00,16.00,4.32,52.56,5.84,2.16
1347,2025-08-18 18:46,ميدودرين 2.5,STRIP,1,25.00,25.00,8.25,33.50,16.75,8.25
1347,2025-08-18 18:46,فوربيودس كبسول,STRIP,1,55.67,55.67,14.37,247.80,41.30,14.37
1347,2025-08-18 18:46,جينوكونازول,BOX,1,36.00,36.00,11.69,24.31,24.31,11.69
1348,2025-08-18 18:47,ميثايلتكنو 30فيلم,STRIP,1,4.50,4.50,0.99,105.30,3.51,0.99
1349,2025-08-18 19:04,امريزول 500 اقراص,STRIP,1,12.50,12.50,4.12,16.75,8.38,4.12
1350,2025-08-18 19:21,ابيماج فوار,BOX,1,26.00,26.00,6.06,19.94,19.94,6.06
1350,2025-08-18 19:21,اوجمنتين 1جم اقراص,BOX,1,210.00,210.00,55.82,154.18,154.18,55.82
1353,2025-08-18 20:14,شاش دريسنج 15*25,BOX,1,9.50,9.50,5.95,3.55,3.55,5.95
1354,2025-08-18 20:31,بيبي جوي 4,STRIP,1,5.69,5.69,0.52,300.00,5.17,0.52
1355,2025-08-18 21:07,ايزاكارد 75مجم,STRIP,1,17.00,17.00,4.52,37.44,12.48,4.52
1356,2025-08-19 06:57,دياموند لشعر لعلاج التساقط وترطيب 200ملل,BOX,1,55.00,55.00,13.00,42.00,42.00,13.00
1357,2025-08-19 08:43,جاراميسين مرهم,BOX,1,22.00,22.00,7.70,14.30,14.30,7.70
1357,2025-08-19 08:43,هاي بيوتك ان شراب 457مجم,BOX,1,80.00,80.00,24.80,55.20,55.20,24.80
1358,2025-08-19 09:03,كتافلام 50مجم,STRIP,1,43.00,43.00,11.61,62.78,31.39,11.61
1359,2025-08-19 09:14,فلورست -ان اقراص,STRIP,1,16.00,16.00,6.32,19.35,9.68,6.32
1360,2025-08-19 10:38,كافسيد رضع لبوس,STRIP,1,21.00,21.00,7.35,27.30,13.65,7.35
1361,2025-08-19 11:07,بانادول كولد ان فلو اقراص,STRIP,1,38.00,38.00,13.68,48.64,24.32,13.68
1362,2025-08-19 11:14,بولى تار شامبو 150مل,BOX,1,130.00,130.00,41.60,88.40,88.40,41.60
1362,2025-08-19 11:14,دياكالديرم مرهم,BOX,1,88.00,88.00,15.84,72.16,72.16,15.84
1362,2025-08-19 11:14,دكتاكورت 15 مجم,BOX,1,25.00,25.00,5.00,20.00,20.00,5.00
1362,2025-08-19 11:14,ديبرو ساليك محلول,BOX,1,43.00,43.00,14.02,28.98,28.98,14.02
1362,2025-08-19 11:14,كيريلا لوسيون,BOX,1,31.00,31.00,8.39,22.61,22.61,8.39
1362,2025-08-19 11:14,زيناميونا اقراص,STRIP,1,37.50,37.50,12.22,50.55,25.28,12.22
1362,2025-08-19 11:14,كيتولاك 30مجم/2ملل امبول,STRIP,1,12.00,12.00,3.84,40.80,8.16,3.84
1363,2025-08-19 11:24,كلافيموكس 1000جرام اقراص,STRIP,1,43.33,43.33,14.30,87.10,29.03,14.30
1364,2025-08-19 11:24,سيدوفاج 850 مجم اقراص,STRIP,1,16.00,16.00,3.62,74.28,12.38,3.62
1365,2025-08-19 12:45,اوكتا د3 نقط فم,BOX,1,69.00,69.00,17.25,51.75,51.75,17.25
1365,2025-08-19 12:45,الفاكارينو نقط بالفم,BOX,1,152.00,152.00,39.60,112.40,112.40,39.60
1366,2025-08-19 14:04,دوركو شفرات حريمى,STRIP,1,21.25,21.25,4.56,66.75,16.69,4.56
1366,2025-08-19 14:04,صن سويت بخلاصة الورد للبشره العاديه,BOX,1,15.00,15.00,5.25,9.75,9.75,5.25
1366,2025-08-19 14:04,اوبلكس ان بلس لبوس,STRIP,1,16.00,16.00,3.20,25.60,12.80,3.20
1367,2025-08-19 14:54,فولجا كريم,BOX,1,65.00,65.00,15.67,49.33,49.33,15.67
1367,2025-08-19 14:54,بروباميثون كريم 20جم,BOX,1,30.00,30.00,9.60,20.40,20.40,9.60
1368,2025-08-19 15:02,فوربيودس كبسول,BOX,1,334.00,334.00,86.20,247.80,247.80,86.20
1368,2025-08-19 15:02,فوربيودس كبسول,BOX,1,334.00,334.00,86.20,247.80,247.80,86.20
1368,2025-08-19 15:02,فوربيودس كبسول,BOX,1,334.00,334.00,86.20,247.80,247.80,86.20
1368,2025-08-19 15:02,فوربيودس كبسول,BOX,1,334.00,334.00,86.20,247.80,247.80,86.20
1368,2025-08-19 15:02,فوربيودس كبسول,BOX,1,334.00,334.00,86.20,247.80,247.80,86.20
1369,2025-08-19 15:05,كونجيستال اقراص,STRIP,1,25.00,25.00,5.20,39.60,19.80,5.20
1369,2025-08-19 15:05,بانادول اكسترا احمر اقراص,STRIP,1,27.00,27.00,5.40,86.40,21.60,5.40
1370,2025-08-19 15:14,هيلسك20مجم اقراص,BOX,1,47.00,47.00,12.22,34.78,34.78,12.22
1371,2025-08-19 16:12,اسبوسيد اطفال,STRIP,1,7.00,7.00,1.89,25.55,5.11,1.89
1372,2025-08-19 16:21,فلاجيل 500مجم اقراص,STRIP,1,17.00,17.00,4.93,24.14,12.07,4.93
1373,2025-08-19 16:44,ماكسيلاز شراب,BOX,1,57.00,57.00,19.38,37.62,37.62,19.38
1373,2025-08-19 16:44,سيتال شراب,BOX,1,31.00,31.00,9.20,21.80,21.80,9.20
1374,2025-08-19 17:01,فيدروب نقط,BOX,1,26.00,26.00,6.76,19.24,19.24,6.76
1374,2025-08-19 17:01,بريستو اقراص,BOX,1,160.00,160.00,36.70,123.30,123.30,36.70
1375,2025-08-19 17:23,فانفيلدا بلس 50/1000مجم اقراص,BOX,1,138.00,138.00,42.78,95.22,95.22,42.78
1376,2025-08-19 17:43,ديكلوفين امبولات 75مجم,STRIP,1,12.00,12.00,3.72,24.84,8.28,3.72
1376,2025-08-19 17:43,ديكساميثازون العمريه,STRIP,1,12.00,12.00,4.92,21.24,7.08,4.92
1377,2025-08-19 19:06,بانتولوك20مجم,STRIP,1,28.00,28.00,10.92,34.16,17.08,10.92
1378,2025-08-19 19:26,روتاهيلس نقط فم,BOX,1,55.00,55.00,4.00,51.00,51.00,4.00
1378,2025-08-19 19:26,سوبراكس شراب 100مجم,BOX,1,131.00,131.00,28.82,102.18,102.18,28.82
1379,2025-08-19 19:41,مولفيكس 6,STRIP,1,7.50,7.50,0.62,330.00,6.88,0.62
1379,2025-08-19 19:41,مولفيكس 6,STRIP,9,7.50,67.50,5.62,330.00,6.88,0.62
1380,2025-08-19 19:59,قصافه كبار,BOX,1,22.00,22.00,8.00,14.00,14.00,8.00
1381,2025-08-19 20:02,هيرو بيبي رقم 1,BOX,1,256.00,256.00,13.00,243.00,243.00,13.00
1382,2025-08-19 20:24,ترايمد فلو اقراص,STRIP,1,29.00,29.00,6.32,45.35,22.68,6.32
1382,2025-08-19 20:24,ديمرا اقراص,STRIP,1,35.00,35.00,10.15,49.70,24.85,10.15
1383,2025-08-19 20:33,راني -ف فوار اكياس,STRIP,1,7.00,7.00,1.97,30.18,5.03,1.97
1384,2025-08-19 20:49,راني -ف فوار اكياس,STRIP,5,7.00,35.00,9.85,30.18,5.03,1.97
1385,2025-08-19 21:04,بروفين400مجم,STRIP,1,26.00,26.00,8.06,53.82,17.94,8.06
1386,2025-08-19 21:14,اكس بخاخ,BOX,1,150.00,150.00,57.00,93.00,93.00,57.00
1387,2025-08-20 07:31,ديجستين,STRIP,1,21.00,21.00,6.93,28.14,14.07,6.93
1388,2025-08-20 08:49,سيبتازول اقراص,STRIP,1,17.00,17.00,3.84,263.20,13.16,3.84
1389,2025-08-20 10:12,اوبلكس شراب,BOX,1,31.00,31.00,12.10,18.90,18.90,12.10
1389,2025-08-20 10:12,اسيتون الاهرام 40 مل,BOX,1,15.00,15.00,5.25,9.75,9.75,5.25
1390,2025-08-20 11:01,جاروبرايد 50 مجم اقراص,STRIP,1,21.00,21.00,5.25,47.25,15.75,5.25
1391,2025-08-20 12:33,تمارا كريم كبير,BOX,1,30.00,30.00,7.51,22.49,22.49,7.51
1392,2025-08-20 12:47,ديمرا اقراص,STRIP,1,35.00,35.00,10.15,49.70,24.85,10.15
1393,2025-08-20 16:11,ابيسيفين 1جم,BOX,1,60.00,60.00,13.98,46.02,46.02,13.98
1393,2025-08-20 16:11,ابيسيفين 1جم,BOX,1,60.00,60.00,13.98,46.02,46.02,13.98
1393,2025-08-20 16:11,ابيسيفين 1جم,BOX,1,60.00,60.00,13.98,46.02,46.02,13.98
1393,2025-08-20 16:11,ابيسيفين 1جم,BOX,1,60.00,60.00,13.98,46.02,46.02,13.98
1393,2025-08-20 16:11,زيرتك اقراص,STRIP,1,50.00,50.00,11.00,78.00,39.00,11.00
1394,2025-08-20 16:20,بانادول ادفانس,STRIP,1,23.00,23.00,5.75,69.00,17.25,5.75
1395,2025-08-20 16:35,انتودين امبول,STRIP,1,13.00,13.00,2.60,62.40,10.40,2.60
1396,2025-08-20 17:04,بانادول ادفانس,STRIP,1,23.00,23.00,5.75,69.00,17.25,5.75
1397,2025-08-20 17:45,سيلك بلاستر حرير 2.5 سم,BOX,1,25.00,25.00,7.30,17.70,17.70,7.30
1398,2025-08-20 18:02,سرنجات الدوليه كبار 3سم,BOX,1,2.50,2.50,1.31,1.19,1.19,1.31
1398,2025-08-20 18:02,سرنجات انسولين كورى,STRIP,1,7.00,7.00,1.90,5.10,5.10,1.90
1398,2025-08-20 18:02,ميكستارد انسولين,BOX,1,130.00,130.00,28.40,101.60,101.60,28.40
1398,2025-08-20 18:02,ديبوفيت امبول,STRIP,1,17.00,17.00,5.61,56.95,11.39,5.61
1399,2025-08-20 18:14,سيتال شراب,BOX,1,31.00,31.00,9.20,21.80,21.80,9.20
1399,2025-08-20 18:14,نانودام اسبراى,BOX,1,100.00,100.00,23.00,77.00,77.00,23.00
1399,2025-08-20 18:14,فنيستيل نقط بالفم,BOX,1,34.00,34.00,12.24,21.76,21.76,12.24
1400,2025-08-20 18:34,ايفا سموكرز معجون اسنان بالفحم,BOX,1,45.00,45.00,9.65,35.35,35.35,9.65
1400,2025-08-20 18:34,فرش اسنان اورال كبار,BOX,1,15.00,15.00,6.25,8.75,8.75,6.25
1400,2025-08-20 18:34,فرش اسنان سوفت,BOX,1,32.00,32.00,10.45,21.55,21.55,10.45
1400,2025-08-20 18:34,بوبانا قناع الفحم,BOX,1,70.00,70.00,20.50,49.50,49.50,20.50
1401,2025-08-20 18:39,ترايكتين اقراص 4مجم,STRIP,1,23.00,23.00,5.29,35.42,17.71,5.29
1402,2025-08-20 19:15,بروفين400مجم,STRIP,1,26.00,26.00,8.06,53.82,17.94,8.06
1402,2025-08-20 19:15,هاي بيوتك 1جم,STRIP,1,86.50,86.50,25.34,122.33,61.16,25.34
1403,2025-08-20 19:23,معجون مسواك,BOX,1,25.00,25.00,8.00,17.00,17.00,8.00
1404,2025-08-20 19:47,فلوكورال 150 مجم كبسول,BOX,1,30.00,30.00,7.77,22.23,22.23,7.77
1405,2025-08-20 20:25,اوكاربون اقراص,BOX,1,105.00,105.00,30.45,74.55,74.55,30.45
1406,2025-08-20 20:27,اوكاربون اقراص,STRIP,2,35.00,70.00,20.30,74.55,24.85,10.15
1407,2025-08-20 20:30,بيبي جوي 5,STRIP,4,6.50,26.00,2.66,338.40,5.83,0.67
1408,2025-08-20 20:31,اولويز س الوفيرا طويل  جدا,BOX,1,35.00,35.00,8.00,27.00,27.00,8.00
1409,2025-08-20 20:44,دولفين 25مجم لبوس,STRIP,1,19.00,19.00,5.35,27.30,13.65,5.35
1409,2025-08-20 20:44,زوفيراكس شراب,BOX,1,96.00,96.00,22.08,73.92,73.92,22.08
1409,2025-08-20 20:44,سوبراكس 100مجم/5ملل,BOX,1,95.00,95.00,21.50,73.50,73.50,21.50
1409,2025-08-20 20:44,ترمومتر ديجتال,BOX,1,50.00,50.00,15.00,35.00,35.00,15.00
1410,2025-08-20 21:01,بانادول ادفانس,STRIP,1,23.00,23.00,5.75,69.00,17.25,5.75
1410,2025-08-20 21:01,كولوفيرين د اقراص,STRIP,1,35.00,35.00,8.75,78.75,26.25,8.75
1410,2025-08-20 21:01,يورسولفين ان فوار,BOX,1,38.00,38.00,9.12,28.88,28.88,9.12
1410,2025-08-20 21:01,انتودين 40مجم,STRIP,1,31.00,31.00,8.24,68.27,22.76,8.24
1411,2025-08-20 21:15,جليسرين لبوس كبار,BOX,1,12.00,12.00,3.24,8.76,8.76,3.24
1411,2025-08-20 21:15,زيت فاتيكا بالصبار 90مل,BOX,1,22.00,22.00,4.50,17.50,17.50,4.50
1412,2025-08-21 06:06,كونجيستال اقراص,STRIP,1,25.00,25.00,5.20,39.60,19.80,5.20
1412,2025-08-21 06:06,دوليبران 1000مجم,STRIP,1,16.00,16.00,5.28,32.16,10.72,5.28
1413,2025-08-21 07:03,كيتولاك 30مجم/2ملل امبول,STRIP,1,12.00,12.00,3.84,40.80,8.16,3.84
1413,2025-08-21 07:03,ديكساميثازون العمريه,STRIP,1,12.00,12.00,4.92,21.24,7.08,4.92
1414,2025-08-21 08:41,سيبتازول اقراص,STRIP,1,17.00,17.00,3.84,263.20,13.16,3.84
1414,2025-08-21 08:41,بانادول ادفانس,STRIP,1,23.00,23.00,5.75,69.00,17.25,5.75
1415,2025-08-21 08:51,تربتيزول 25 جرام اقراص,STRIP,1,11.00,11.00,3.30,23.10,7.70,3.30
1416,2025-08-21 09:47,كولشيسين 500 ميكروجرام اقراص,STRIP,1,19.00,19.00,3.80,152.00,15.20,3.80
1417,2025-08-21 10:02,بانادول كولد ان فلو اقراص,STRIP,1,38.00,38.00,13.68,48.64,24.32,13.68
1417,2025-08-21 10:02,فولتارين امبول,STRIP,1,17.00,17.00,3.57,40.30,13.43,3.57
1417,2025-08-21 10:02,كلافيموكس 1000جرام اقراص,STRIP,1,43.33,43.33,14.30,87.10,29.03,14.30
1418,2025-08-21 10:22,بروفين600مجم,STRIP,1,33.00,33.00,10.89,66.33,22.11,10.89
1419,2025-08-21 10:28,بانادول ادفانس,STRIP,1,23.00,23.00,5.75,69.00,17.25,5.75
1420,2025-08-21 10:44,اختبار حمل,BOX,1,25.00,25.00,17.75,7.25,7.25,17.75
1421,2025-08-21 11:01,بيكوزيم محلول حقن,STRIP,1,10.00,10.00,2.20,93.60,7.80,2.20
1421,2025-08-21 11:01,محلول ملح %9,BOX,1,24.00,24.00,7.68,16.32,16.32,7.68
1421,2025-08-21 11:01,سيفوتاكس 1جم ايبكو فيال,BOX,1,43.00,43.00,9.73,33.27,33.27,9.73
1421,2025-08-21 11:01,ديكساميثازون العمريه,STRIP,1,12.00,12.00,4.92,21.24,7.08,4.92
1421,2025-08-21 11:01,بريميران امبول,STRIP,1,5.00,5.00,1.25,45.00,3.75,1.25
1421,2025-08-21 11:01,جهاز محلول ماسكو,BOX,1,12.00,12.00,5.00,7.00,7.00,5.00
1422,2025-08-21 14:58,ميجاموكس 1مجم اقراص,STRIP,1,89.00,89.00,54.29,69.42,34.71,54.29
1423,2025-08-21 15:06,هاي بيوتك 1جم,STRIP,1,86.50,86.50,25.34,122.33,61.16,25.34
1424,2025-08-21 15:15,ميجاموكس 1مجم اقراص,STRIP,1,89.00,89.00,54.29,69.42,34.71,54.29
1425,2025-08-21 16:40,فلاجيل شراب,BOX,1,26.00,26.00,6.76,19.24,19.24,6.76
1426,2025-08-21 17:48,سبازموفري امبول 5مجم/2مللي,STRIP,1,18.00,18.00,5.07,38.80,12.93,5.07
1426,2025-08-21 17:48,سرنجات الدوليه كبار 3سم,BOX,1,2.50,2.50,1.31,1.19,1.19,1.31
1427,2025-08-21 18:20,سرنجات الدوليه كبار 3سم,BOX,1,2.50,2.50,1.31,1.19,1.19,1.31
1427,2025-08-21 18:20,سرنجات الدوليه كبار 3سم,BOX,1,2.50,2.50,1.31,1.19,1.19,1.31
1427,2025-08-21 18:20,فولتارين امبول,STRIP,1,17.00,17.00,3.57,40.30,13.43,3.57
1427,2025-08-21 18:20,ديكساميثازون العمريه,STRIP,1,12.00,12.00,4.92,21.24,7.08,4.92
1428,2025-08-21 18:22,اوكسيمت نقط للاطفال25 جرام,BOX,1,15.00,15.00,3.99,11.01,11.01,3.99
1429,2025-08-21 18:27,مناديل وايت,BOX,1,29.00,29.00,5.00,24.00,24.00,5.00
1430,2025-08-21 18:28,ستاركوبريكس 5مجم اقراص,STRIP,1,84.00,84.00,21.87,186.40,62.13,21.87
1431,2025-08-21 18:42,كيناكومب كريم صغير,BOX,1,36.00,36.00,12.60,23.40,23.40,12.60
1431,2025-08-21 18:42,اوبلكس شراب,BOX,1,31.00,31.00,12.10,18.90,18.90,12.10
1432,2025-08-21 18:49,كونجيستال اقراص,STRIP,1,25.00,25.00,5.20,39.60,19.80,5.20
1433,2025-08-21 18:56,مناديل زينه,BOX,1,28.00,28.00,4.50,23.50,23.50,4.50
1434,2025-08-21 19:18,تيكانيز بلس بخاخ,BOX,1,92.00,92.00,24.85,67.15,67.15,24.85
1435,2025-08-21 19:34,ديفيدو 75ملجم كبسول,STRIP,1,47.00,47.00,13.22,101.33,33.78,13.22
1436,2025-08-21 19:36,ميتابسين اقراص,BOX,1,100.00,100.00,19.04,80.96,80.96,19.04
1437,2025-08-21 20:02,دوليبران 1000مجم,STRIP,1,16.00,16.00,5.28,32.16,10.72,5.28
1438,2025-08-21 20:19,سيبتازول اقراص,STRIP,1,17.00,17.00,3.84,263.20,13.16,3.84
1439,2025-08-21 20:20,بيبي جوي 5,STRIP,1,6.50,6.50,0.67,338.40,5.83,0.67
1439,2025-08-21 20:20,بيبي جوي 5,STRIP,1,6.50,6.50,0.67,338.40,5.83,0.67
1439,2025-08-21 20:20,بيبي جوي 5,STRIP,1,6.50,6.50,0.67,338.40,5.83,0.67
1439,2025-08-21 20:20,بيبي جوي 5,STRIP,1,6.50,6.50,0.67,338.40,5.83,0.67
1441,2025-08-21 21:05,اكستريم كراميل,BOX,1,75.00,75.00,20.25,54.75,54.75,20.25
1442,2025-08-21 21:11,كتافاست 50 مجم فوار,STRIP,1,8.00,8.00,2.16,52.56,5.84,2.16
1442,2025-08-21 21:11,كتافاست 50 مجم فوار,STRIP,1,8.00,8.00,2.16,52.56,5.84,2.16
1443,2025-08-21 21:21,اختبار حمل يو تست كارت,BOX,1,20.00,20.00,13.75,6.25,6.25,13.75
1444,2025-08-21 21:53,ادولور30مجم حقن,STRIP,1,12.00,12.00,4.08,23.76,7.92,4.08
1445,2025-08-21 21:55,بانادول ادفانس,BOX,1,92.00,92.00,23.00,69.00,69.00,23.00
1446,2025-08-22 06:10,كونكور 5 مجم اقراص,BOX,1,72.00,72.00,15.84,56.16,56.16,15.84
1447,2025-08-22 06:26,بيتادين محلول مطهر 60ملل,BOX,1,55.00,55.00,7.70,47.30,47.30,7.70
1447,2025-08-22 06:26,شاش المحله 11 سم,BOX,1,6.00,6.00,2.20,3.80,3.80,2.20
1448,2025-08-22 06:35,كاندلكان بلس 12.5/16 مجم اقراص,STRIP,1,37.00,37.00,9.25,55.50,27.75,9.25
1449,2025-08-22 06:49,اختبار حمل,BOX,1,25.00,25.00,17.75,7.25,7.25,17.75
1450,2025-08-22 07:02,فولتارين جيل 25جم,BOX,1,39.00,39.00,10.65,28.35,28.35,10.65
1451,2025-08-22 07:10,بانادول اكسترا احمر اقراص,STRIP,1,27.00,27.00,5.40,86.40,21.60,5.40
1452,2025-08-22 07:10,فينادون شراب,BOX,1,37.00,37.00,13.69,23.31,23.31,13.69
1453,2025-08-22 07:42,صابةنه ديتول بينك 85جم,BOX,1,23.00,23.00,4.03,18.97,18.97,4.03
1454,2025-08-22 07:56,انتينال شراب,BOX,1,24.00,24.00,6.38,17.62,17.62,6.38
1454,2025-08-22 07:56,جاراميسين كريم,BOX,1,22.00,22.00,6.16,15.84,15.84,6.16
1455,2025-08-22 07:57,مولفيكس 5 عبوة كبيرة,STRIP,2,6.50,13.00,-1.31,415.00,7.16,-0.66
1455,2025-08-22 07:57,مولفيكس 5 عبوة كبيرة,STRIP,2,6.50,13.00,-1.31,415.00,7.16,-0.66
1456,2025-08-22 10:08,نازوكورت بخاخ,BOX,1,151.00,151.00,31.71,119.29,119.29,31.71
1457,2025-08-22 10:12,دوفاستون 10مجم اقراص,STRIP,1,128.67,128.67,36.20,277.40,92.47,36.20
1457,2025-08-22 10:12,ايزاكارد 75مجم,STRIP,1,17.00,17.00,4.52,37.44,12.48,4.52
1459,2025-08-22 11:38,ترايمد فلو اقراص,STRIP,1,29.00,29.00,6.32,45.35,22.68,6.32
1460,2025-08-22 11:46,روتاسي 60 اقراص,BOX,1,19.00,19.00,-5.80,24.80,24.80,-5.80
1460,2025-08-22 11:46,فلاجيل 500مجم اقراص,STRIP,1,17.00,17.00,4.93,24.14,12.07,4.93
1461,2025-08-22 11:56,سويتال 75كيس,BOX,1,85.00,85.00,22.10,62.90,62.90,22.10
1462,2025-08-22 12:02,ايزوجاست 40 جرام اقراص,STRIP,1,80.00,80.00,21.26,117.47,58.74,21.26
1463,2025-08-22 12:57,123 شراب,BOX,1,32.00,32.00,9.60,22.40,22.40,9.60
1464,2025-08-22 15:02,بانادول كولد ان فلو اقراص,STRIP,1,38.00,38.00,13.68,48.64,24.32,13.68
1465,2025-08-22 15:12,ديكلوفين امبولات 75مجم,BOX,1,36.00,36.00,11.16,24.84,24.84,11.16
1466,2025-08-22 16:15,فيدروب نقط,BOX,1,26.00,26.00,6.76,19.24,19.24,6.76
1466,2025-08-22 16:15,فيدروب نقط,BOX,1,26.00,26.00,6.76,19.24,19.24,6.76
1466,2025-08-22 16:15,ديبوفيت امبول,STRIP,1,17.00,17.00,5.61,56.95,11.39,5.61
1466,2025-08-22 16:15,ديبوفيت امبول,STRIP,1,17.00,17.00,5.61,56.95,11.39,5.61
1466,2025-08-22 16:15,ديبوفيت امبول,STRIP,1,17.00,17.00,5.61,56.95,11.39,5.61
1466,2025-08-22 16:15,ديبوفيت امبول,STRIP,1,17.00,17.00,5.61,56.95,11.39,5.61
1466,2025-08-22 16:15,سرنجات الدوليه كبار 3سم,BOX,4,2.50,10.00,5.24,1.19,1.19,1.31
1467,2025-08-22 16:24,شامبو بندولين 250 م,BOX,1,135.00,135.00,3.00,132.00,132.00,3.00
1468,2025-08-22 16:45,كريم لونا للتشققات 40 م,BOX,1,36.00,36.00,6.00,30.00,30.00,6.00
1469,2025-08-22 17:09,روتا نيد كالامين 120مل,BOX,1,47.00,47.00,17.86,29.14,29.14,17.86
1470,2025-08-22 17:48,فوار فروت,STRIP,1,4.00,4.00,1.09,17.44,2.91,1.09
1471,2025-08-22 18:23,ديبو -بن فيال امبول,BOX,1,25.00,25.00,10.00,15.00,15.00,10.00
1471,2025-08-22 18:23,كتافلام 3/75مجم حقن,STRIP,1,20.00,20.00,5.00,90.00,15.00,5.00
1472,2025-08-22 18:38,فوار فروت,STRIP,1,4.00,4.00,1.09,17.44,2.91,1.09
1473,2025-08-22 18:50,اوف اسبراي 200 مل,BOX,1,200.00,200.00,49.00,151.00,151.00,49.00
1474,2025-08-22 18:55,كتافاست 50 مجم فوار,STRIP,1,8.00,8.00,2.16,52.56,5.84,2.16
1475,2025-08-22 18:58,فينادون شراب,BOX,1,37.00,37.00,13.69,23.31,23.31,13.69
1476,2025-08-22 19:00,اوميز 20 اقراص,STRIP,1,28.00,28.00,7.44,41.11,20.56,7.44
1477,2025-08-22 19:07,سوفي طويل,BOX,1,55.00,55.00,15.00,40.00,40.00,15.00
1477,2025-08-22 19:07,سوفي طويل,BOX,1,55.00,55.00,15.00,40.00,40.00,15.00
1478,2025-08-22 19:14,اندرال 10 جرام اقراص,STRIP,1,8.00,8.00,-3.00,55.00,11.00,-3.00
1478,2025-08-22 19:14,اندرال 10 جرام اقراص,STRIP,1,8.00,8.00,-3.00,55.00,11.00,-3.00
1479,2025-08-22 19:14,ديكلوفين امبولات 75مجم,STRIP,1,12.00,12.00,3.72,24.84,8.28,3.72
1480,2025-08-22 19:38,بروفين400مجم,STRIP,1,26.00,26.00,8.06,53.82,17.94,8.06
1481,2025-08-22 20:06,يو ريتشي بانثينول ادفانس كريم جل,BOX,1,85.00,85.00,23.81,61.19,61.19,23.81
1482,2025-08-23 06:07,ايفاستين اقراص,STRIP,1,27.00,27.00,8.64,36.72,18.36,8.64
1483,2025-08-23 08:29,فلاجيل 500مجم اقراص,STRIP,1,17.00,17.00,4.93,24.14,12.07,4.93
1484,2025-08-23 08:46,باي-الكوفان150مجم,STRIP,1,27.00,27.00,8.37,55.89,18.63,8.37
1484,2025-08-23 08:46,يورسولفين ان فوار,BOX,1,38.00,38.00,9.12,28.88,28.88,9.12
1485,2025-08-23 08:58,كولشيسين 500 ميكروجرام اقراص,STRIP,1,19.00,19.00,3.80,152.00,15.20,3.80
1486,2025-08-23 09:26,يورسولفين ان فوار,BOX,1,38.00,38.00,9.12,28.88,28.88,9.12
1487,2025-08-23 09:36,كونجيستال اقراص,BOX,1,50.00,50.00,10.40,39.60,39.60,10.40
1487,2025-08-23 09:36,فينادون شراب,BOX,1,37.00,37.00,13.69,23.31,23.31,13.69
1488,2025-08-23 09:51,ديكلوفين امبولات 75مجم,BOX,1,36.00,36.00,11.16,24.84,24.84,11.16
1489,2025-08-23 10:09,الفينترن اقراص,STRIP,1,29.00,29.00,9.86,57.42,19.14,9.86
1489,2025-08-23 10:09,اوجمنتين 625 جرام اقراص,STRIP,1,177.00,177.00,91.10,85.90,85.90,91.10
1490,2025-08-23 10:11,او ار اسى  فوار,STRIP,2,4.00,8.00,1.60,32.00,3.20,0.80
1491,2025-08-23 12:44,ماركال بلس اقراص,STRIP,1,35.00,35.00,8.26,80.22,26.74,8.26
1492,2025-08-23 12:48,مينا لاكس اقراص,BOX,1,18.00,18.00,5.57,12.43,12.43,5.57
1493,2025-08-23 14:05,جليسرين للاطفال 735.9,BOX,2,19.00,38.00,10.64,13.68,13.68,5.32
1494,2025-08-23 14:06,ليفوتافين,STRIP,1,92.00,92.00,24.84,67.16,67.16,24.84
1495,2025-08-23 14:44,شامبو بندولين 250 م,BOX,1,135.00,135.00,3.00,132.00,132.00,3.00
