sale_id,sale_date,medicine,unit_type,quantity,unit_price,subtotal,profit,purchase_price,unit_cost,unit_profit
2889,2025-10-05 15:03,بيوديلايزر 400 مجم كبسولات استنشاق,STRIP,1,42.50,42.50,10.97,189.20,31.53,10.97
2889,2025-10-05 15:03,داونستيرولين 40/10مم,STRIP,1,80.00,80.00,24.80,110.40,55.20,24.80
2890,2025-10-05 15:10,ديكلوفين امبولات 75مجم,STRIP,1,12.00,12.00,3.72,24.84,8.28,3.72
2890,2025-10-05 15:10,ديكساميثازون العمريه,STRIP,1,12.00,12.00,4.92,21.24,7.08,4.92
2891,2025-10-05 15:46,بريمبران 10مجم اقراص,BOX,1,10.50,10.50,2.62,7.88,7.88,2.62
2892,2025-10-05 16:02,سوفي طويل,BOX,1,55.00,55.00,15.00,40.00,40.00,15.00
2893,2025-10-05 16:33,كحول طبي 125مل,BOX,1,25.00,25.00,10.15,14.85,14.85,10.15
2894,2025-10-05 17:09,كحول طبي 125مل,BOX,1,25.00,25.00,10.15,14.85,14.85,10.15
2895,2025-10-05 17:11,ايراكتابكس بلس 20/12.5مجم اقراص,BOX,1,78.00,78.00,20.28,57.72,57.72,20.28
2896,2025-10-05 17:19,فاين لايف كبار كبير,STRIP,1,18.33,18.33,4.25,422.50,14.08,4.25
2897,2025-10-05 17:38,اسبوسيد اطفال,STRIP,1,7.00,7.00,1.89,25.55,5.11,1.89
2898,2025-10-05 17:46,زيت جونسون صغير,BOX,1,65.00,65.00,15.00,50.00,50.00,15.00
2899,2025-10-05 17:59,دايجيستوزيم اقراص,BOX,1,62.00,62.00,20.46,41.54,41.54,20.46
2899,2025-10-05 17:59,بانتولوك 40مجم,BOX,1,102.00,102.00,34.68,67.32,67.32,34.68
2899,2025-10-05 17:59,نيو كاربون قرص,STRIP,1,92.50,92.50,22.20,140.60,70.30,22.20
2899,2025-10-05 17:59,ليمتلس ميلجا ماكس اقراص,STRIP,1,82.67,82.67,23.90,176.30,58.77,23.90
2900,2025-10-05 18:02,اوتريفين اطفال,BOX,1,24.00,24.00,7.44,16.56,16.56,7.44
2900,2025-10-05 18:02,فلاجيل 500مجم اقراص,STRIP,1,17.00,17.00,4.93,24.14,12.07,4.93
2900,2025-10-05 18:02,ايفيبرونت شراب,BOX,1,57.00,57.00,28.20,28.80,28.80,28.20
2901,2025-10-05 18:03,بيتادريم كريم,BOX,1,18.00,18.00,4.68,13.32,13.32,4.68
2902,2025-10-05 18:17,سينور بخاخ,BOX,1,60.00,60.00,7.00,53.00,53.00,7.00
2902,2025-10-05 18:17,امريزول شرب 125 جرام \5مللى,BOX,1,31.00,31.00,7.75,23.25,23.25,7.75
2902,2025-10-05 18:17,انرتش شراب 100ملل,BOX,1,34.00,34.00,10.54,23.46,23.46,10.54
2903,2025-10-05 18:19,ترايمد فلو اقراص,STRIP,1,29.00,29.00,6.32,45.35,22.68,6.32
2904,2025-10-05 18:32,نوفلو 20 مجم اقراص,STRIP,1,18.00,18.00,6.00,24.00,12.00,6.00
2905,2025-10-05 18:41,مزيل عرق فانيلا بينك 50 مل,BOX,1,65.00,65.00,17.00,48.00,48.00,17.00
2905,2025-10-05 18:41,مولفيكس رقم 5,STRIP,4,6.90,27.60,2.84,359.00,6.19,0.71
2906,2025-10-05 18:55,سوبراكس 100مجم/5ملل,BOX,1,95.00,95.00,21.50,73.50,73.50,21.50
2906,2025-10-05 18:55,مولفيكس رقم 5,STRIP,2,6.90,13.80,1.42,359.00,6.19,0.71
2907,2025-10-05 19:06,بديانو د نقط بالفم,BOX,1,75.00,75.00,18.00,57.00,57.00,18.00
2907,2025-10-05 19:06,فيروجلوبين ب 12 شراب,BOX,1,100.00,100.00,24.00,76.00,76.00,24.00
2908,2025-10-05 19:06,كيس جمع بول كبار ابيض,BOX,1,15.00,15.00,5.70,9.30,9.30,5.70
2909,2025-10-05 19:59,تريفلوكان اقراص 150 مجم,BOX,1,28.00,28.00,8.12,19.88,19.88,8.12
2910,2025-10-05 20:01,سيلك بلاستر حرير 2.5 سم,BOX,1,28.00,28.00,10.30,17.70,17.70,10.30
2911,2025-10-06 07:20,او ار اسى  فوار,STRIP,1,4.00,4.00,0.80,32.00,3.20,0.80
2912,2025-10-06 08:12,سيفامول اقراص فوار,BOX,1,59.00,59.00,18.88,40.12,40.12,18.88
2912,2025-10-06 08:12,زيثرون 200مجم/5ملليلتر,BOX,1,63.00,63.00,14.26,48.74,48.74,14.26
2913,2025-10-06 09:24,بروفين شراب,BOX,1,44.00,44.00,9.24,34.76,34.76,9.24
2913,2025-10-06 09:24,ميوكوفللين مذيب للبلغم 125مملى شراب,BOX,1,50.00,50.00,19.00,31.00,31.00,19.00
2914,2025-10-06 09:31,كولوفيرين ا اقراص,STRIP,1,33.00,33.00,8.91,72.27,24.09,8.91
2915,2025-10-06 09:48,فيموجيسال اقراص,BOX,1,76.00,76.00,20.20,55.80,55.80,20.20
2916,2025-10-06 10:06,مولبد طويل,BOX,1,55.00,55.00,15.00,40.00,40.00,15.00
2917,2025-10-06 10:10,اختبار حمل يو تست كارت,BOX,1,20.00,20.00,13.75,6.25,6.25,13.75
2918,2025-10-06 10:32,مزيل عرق ايمبر وبرايف موف,BOX,1,125.00,125.00,30.00,95.00,95.00,30.00
2919,2025-10-06 11:29,كولد ستوب اقراص,STRIP,1,17.00,17.00,4.15,38.55,12.85,4.15
2920,2025-10-06 11:29,حلمه فانى بيبي,BOX,1,10.00,10.00,5.00,5.00,5.00,5.00
2921,2025-10-06 12:15,مالوكس اكياس,STRIP,1,6.00,6.00,1.14,97.20,4.86,1.14
2922,2025-10-06 12:50,ميدودرين 2.5,STRIP,1,25.00,25.00,8.25,33.50,16.75,8.25
2923,2025-10-06 13:02,باي-الكوفان150مجم,STRIP,1,27.00,27.00,8.37,55.89,18.63,8.37
2923,2025-10-06 13:02,سباموبيرالجين-م اقراص,BOX,1,21.00,21.00,6.09,14.91,14.91,6.09
2924,2025-10-06 13:35,انتيكوكس15 جرام,STRIP,1,37.00,37.00,11.10,77.70,25.90,11.10
2924,2025-10-06 13:35,جاوتيفيد 40 مجم اقراص,STRIP,1,30.00,30.00,8.40,64.80,21.60,8.40
2925,2025-10-06 13:51,ديمرا اقراص,STRIP,1,35.00,35.00,10.15,49.70,24.85,10.15
2926,2025-10-06 14:23,يو ريتشي بانثينول ادفانس كريم جل,BOX,1,85.00,85.00,23.81,61.19,61.19,23.81
2927,2025-10-06 14:29,فيلداجلوز1000/50بلس,BOX,1,147.00,147.00,41.16,105.84,105.84,41.16
2928,2025-10-06 14:29,ايراستابكس كو 40/10 مجم  اقراص,BOX,1,165.00,165.00,42.90,122.10,122.10,42.90
2929,2025-10-06 14:34,توبراداكس مرهم,BOX,1,42.50,42.50,14.88,27.62,27.62,14.88
2930,2025-10-06 14:36,ادلور 10 اقراص,BOX,1,40.00,40.00,14.80,25.20,25.20,14.80
2931,2025-10-06 16:24,مولفيكس رقم 5,STRIP,3,6.90,20.70,2.13,359.00,6.19,0.71
2932,2025-10-06 17:51,بيبي جوي 3,STRIP,2,6.00,12.00,1.76,297.00,5.12,0.88
2932,2025-10-06 17:51,بيبي جوي 3,STRIP,3,6.00,18.00,2.64,297.00,5.12,0.88
2933,2025-10-06 17:56,كاندلكان 16 مجم,STRIP,1,30.00,30.00,8.10,43.80,21.90,8.10
2933,2025-10-06 17:56,تيربن كريم,BOX,1,16.50,16.50,4.46,12.04,12.04,4.46
2934,2025-10-06 18:23,قصافه اشكال دبدوب,BOX,1,20.00,20.00,10.00,10.00,10.00,10.00
2935,2025-10-06 18:24,بيبي جوي 1,STRIP,3,4.75,14.25,2.00,245.00,4.08,0.67
2936,2025-10-06 18:29,بانادول اكسترا احمر اقراص,STRIP,1,27.00,27.00,5.40,86.40,21.60,5.40
2937,2025-10-06 18:40,باوريكتا 20مجم اقراص,BOX,1,58.00,58.00,29.76,28.24,28.24,29.76
2938,2025-10-06 19:01,فاين لايف كبار كبير,STRIP,1,18.33,18.33,4.25,422.50,14.08,4.25
2940,2025-10-06 19:33,ايفرزين 60مل,BOX,1,52.00,52.00,10.40,41.60,41.60,10.40
2941,2025-10-06 19:38,ايراستابكس ترو 20/5/12.5مجم اقراص,STRIP,2,38.00,76.00,20.52,83.22,27.74,10.26
2942,2025-10-06 19:39,توسيفان,BOX,1,34.00,34.00,11.56,22.44,22.44,11.56
2943,2025-10-06 19:49,البافيت شراب اخضر,BOX,1,39.00,39.00,11.31,27.69,27.69,11.31
2944,2025-10-06 20:03,امريزول ن 500مجم اقماع,BOX,1,30.00,30.00,5.10,24.90,24.90,5.10
2945,2025-10-07 07:36,ديمرا اقراص,STRIP,1,35.00,35.00,10.15,49.70,24.85,10.15
2946,2025-10-07 08:05,سيتال 1000مجم اقراص,STRIP,1,14.00,14.00,4.76,27.72,9.24,4.76
2947,2025-10-07 08:29,زيت جونسن كبيرليلي,BOX,1,120.00,120.00,25.00,95.00,95.00,25.00
2948,2025-10-07 10:17,بانادول كولد ان فلو اقراص,STRIP,1,38.00,38.00,13.68,48.64,24.32,13.68
2949,2025-10-07 10:18,يورسولفين ان فوار,BOX,1,38.00,38.00,9.12,28.88,28.88,9.12
2950,2025-10-07 11:05,زيثروكان 100مجم شراب,BOX,1,33.00,33.00,6.87,26.13,26.13,6.87
2950,2025-10-07 11:05,اوتريفين للاطفال نقط انف,BOX,1,24.00,24.00,6.58,17.42,17.42,6.58
2951,2025-10-07 12:58,كتافاست 50 مجم فوار,STRIP,2,8.00,16.00,4.32,52.56,5.84,2.16
2952,2025-10-07 13:07,اسبروتكت اقراص,STRIP,1,18.00,18.00,4.41,40.78,13.59,4.41
2953,2025-10-07 13:28,فلوموكس 500مجم,STRIP,1,35.50,35.50,11.00,48.99,24.50,11.00
2954,2025-10-07 15:26,اماريل3مجم,STRIP,1,29.00,29.00,8.12,62.64,20.88,8.12
2954,2025-10-07 15:26,كولشيسين 500 ميكروجرام اقراص,STRIP,5,19.00,95.00,19.00,152.00,15.20,3.80
2954,2025-10-07 15:26,ايراكتابكس بلس 20/12.5مجم اقراص,STRIP,2,26.00,52.00,13.52,57.72,19.24,6.76
2955,2025-10-07 15:36,ادابالين جيل,BOX,1,34.00,34.00,10.54,23.46,23.46,10.54
2955,2025-10-07 15:36,فيوسي 15مجم كريم,BOX,1,44.00,44.00,12.24,31.76,31.76,12.24
2956,2025-10-07 16:19,ايه اي جي  ايزوميبرازول 40مجم اقراص,STRIP,1,146.00,146.00,42.35,207.30,103.65,42.35
2957,2025-10-07 16:33,زيت اعشاب الهند قرنفل,BOX,1,75.00,75.00,13.00,62.00,62.00,13.00
2958,2025-10-07 16:54,سكاي كريم تصفيف بزيت الارجان,BOX,1,50.00,50.00,12.00,38.00,38.00,12.00
2959,2025-10-07 17:17,اوستيوكير شراب,BOX,1,100.00,100.00,24.00,76.00,76.00,24.00
2959,2025-10-07 17:17,فيدروب نقط,BOX,1,26.00,26.00,6.76,19.24,19.24,6.76
2959,2025-10-07 17:17,راني -ف فوار اكياس,STRIP,1,7.00,7.00,1.97,30.18,5.03,1.97
2959,2025-10-07 17:17,مالوكس اكياس,STRIP,1,6.00,6.00,1.14,97.20,4.86,1.14
2960,2025-10-07 17:26,سيتال نقط,BOX,1,23.00,23.00,6.21,16.79,16.79,6.21
2960,2025-10-07 17:26,زيثرون 200مجم/5ملليلتر,BOX,1,63.00,63.00,14.26,48.74,48.74,14.26
2961,2025-10-07 17:48,دوسبتالين ريتارد اقراص,BOX,1,138.00,138.00,36.80,101.20,101.20,36.80
2962,2025-10-07 18:23,شاي رجيم رويال كبير,BOX,1,45.00,45.00,12.29,32.71,32.71,12.29
2963,2025-10-07 18:28,ميلجا اقراص,STRIP,1,27.00,27.00,7.56,77.76,19.44,7.56
2964,2025-10-07 18:29,اسبوسيد اطفال,STRIP,1,7.00,7.00,1.89,25.55,5.11,1.89
2965,2025-10-07 18:55,اكستنشن 150/12.5 مجم بلاس,STRIP,1,27.00,27.00,5.04,87.84,21.96,5.04
2966,2025-10-07 19:30,فيروترون اقراص,BOX,1,159.00,159.00,41.46,117.54,117.54,41.46
2966,2025-10-07 19:30,سي ريتارد 500 جرام كبسول,BOX,1,35.00,35.00,7.92,27.08,27.08,7.92
2966,2025-10-07 19:30,تلفاست 120 مجم لحساسيه الانف,STRIP,1,49.50,49.50,7.50,84.00,42.00,7.50
2966,2025-10-07 19:30,ديجستين,BOX,1,42.00,42.00,13.86,28.14,28.14,13.86
2967,2025-10-07 19:52,زيرتك نقط,BOX,1,43.00,43.00,12.10,30.90,30.90,12.10
2967,2025-10-07 19:52,وايت مناديل,BOX,1,30.00,30.00,5.85,24.15,24.15,5.85
2968,2025-10-08 06:29,بروفين600مجم,STRIP,1,33.00,33.00,10.89,66.33,22.11,10.89
2968,2025-10-08 06:29,دياميكرون 60ام ار,STRIP,1,36.00,36.00,-4.71,122.14,40.71,-4.71
2969,2025-10-08 06:43,كيتولاك 30مجم/2ملل امبول,STRIP,1,12.00,12.00,3.84,40.80,8.16,3.84
2969,2025-10-08 06:43,انتودين امبول,STRIP,1,13.00,13.00,2.60,62.40,10.40,2.60
2970,2025-10-08 07:00,ديمرا اقراص,STRIP,1,35.00,35.00,10.15,49.70,24.85,10.15
2971,2025-10-08 08:03,مجنون اسنان سيجنال صغير,BOX,1,18.00,18.00,4.50,13.50,13.50,4.50
2972,2025-10-08 08:15,سبكتون 25مجم اقراص,BOX,1,36.00,36.00,9.29,26.71,26.71,9.29
2973,2025-10-08 08:49,رباط ضاغط 10 سم,BOX,1,25.00,25.00,13.45,11.55,11.55,13.45
2974,2025-10-08 09:15,بيتادريم كريم,BOX,1,18.00,18.00,4.68,13.32,13.32,4.68
2975,2025-10-08 09:34,راني -ف فوار اكياس,STRIP,1,7.00,7.00,1.97,30.18,5.03,1.97
2976,2025-10-08 10:05,فاين لايف كبار كبير,STRIP,1,18.33,18.33,4.25,422.50,14.08,4.25
2977,2025-10-08 11:34,حلمه فانى بيبي,BOX,1,10.00,10.00,5.00,5.00,5.00,5.00
2978,2025-10-08 12:12,انجكتمول 100مل محلول وريدي,BOX,2,67.00,134.00,36.18,48.91,48.91,18.09
2979,2025-10-08 12:13,محلول رنجر عادي,BOX,1,24.00,24.00,6.76,17.24,17.24,6.76
2979,2025-10-08 12:13,محلول رنجر عادي,BOX,1,24.00,24.00,6.76,17.24,17.24,6.76
2980,2025-10-08 13:53,ليبراكس,STRIP,1,16.00,16.00,5.75,30.75,10.25,5.75
2980,2025-10-08 13:53,اوميز 40 جرام اقراص,STRIP,1,65.00,65.00,17.28,95.44,47.72,17.28
2981,2025-10-08 13:55,بانادول كولد ان فلو اقراص,STRIP,1,38.00,38.00,13.68,48.64,24.32,13.68
2982,2025-10-08 13:55,باي-الكوفان150مجم,STRIP,1,27.00,27.00,8.37,55.89,18.63,8.37
2983,2025-10-08 14:16,سايمثيكون نقط 100مجم,BOX,1,27.00,27.00,7.60,19.40,19.40,7.60
2983,2025-10-08 14:16,ايفيبرونت شراب,BOX,1,57.00,57.00,28.20,28.80,28.80,28.20
2984,2025-10-08 14:16,مولفيكس 2,STRIP,5,5.00,25.00,3.33,260.00,4.33,0.67
2985,2025-10-08 14:56,فولتارين 75 مجم امبول,STRIP,1,17.00,17.00,4.76,73.43,12.24,4.76
2985,2025-10-08 14:56,سرنجات الدوليه كبار 3سم,BOX,1,2.50,2.50,1.31,1.19,1.19,1.31
2985,2025-10-08 14:56,نايت كالم 3مجم,STRIP,1,35.00,35.00,9.27,77.20,25.73,9.27
2986,2025-10-08 16:02,زيت فاتيكا بالزيتون 45مل,BOX,1,10.00,10.00,2.00,8.00,8.00,2.00
2987,2025-10-08 16:03,ماسك نيبولايزر اطفال ميدكير,BOX,1,20.00,20.00,9.00,11.00,11.00,9.00
2988,2025-10-08 16:40,فيوسي 15مجم كريم,BOX,1,44.00,44.00,12.24,31.76,31.76,12.24
2989,2025-10-08 16:41,كليريست اقراص,STRIP,1,22.00,22.00,7.00,30.00,15.00,7.00
2990,2025-10-08 16:52,سيناريزين 25 مجم اقراص,BOX,1,24.00,24.00,6.80,17.20,17.20,6.80
2991,2025-10-08 16:58,سيرم بلوب كبير,BOX,1,200.00,200.00,19.00,181.00,181.00,19.00
2991,2025-10-08 16:58,معجون كلوس اب 50 مل,BOX,1,30.00,30.00,4.50,25.50,25.50,4.50
2992,2025-10-08 17:06,بروفين400مجم,BOX,1,78.00,78.00,24.18,53.82,53.82,24.18
2993,2025-10-08 17:11,سبازموديجستين اقراص,BOX,1,78.00,78.00,28.08,49.92,49.92,28.08
2994,2025-10-08 17:12,ميدودرين 2.5,STRIP,1,25.00,25.00,8.25,33.50,16.75,8.25
2995,2025-10-08 17:14,ريسبي ديب اقراص,BOX,1,150.00,150.00,44.80,105.20,105.20,44.80
2995,2025-10-08 17:14,ابيكوبريد 5,BOX,1,69.00,69.00,17.94,51.06,51.06,17.94
2996,2025-10-08 17:47,يورسولفين ان فوار,STRIP,3,3.17,9.51,2.29,28.88,2.41,0.76
2997,2025-10-08 17:57,فولتارين جيل 25جم,BOX,1,39.00,39.00,10.65,28.35,28.35,10.65
2998,2025-10-08 18:00,بانادول ادفانس,STRIP,1,23.00,23.00,5.75,69.00,17.25,5.75
2998,2025-10-08 18:00,اوراكيور جيل كبير,BOX,1,24.00,24.00,8.40,15.60,15.60,8.40
2999,2025-10-08 18:11,اميولانت ان شراب,BOX,1,50.00,50.00,12.50,37.50,37.50,12.50
3000,2025-10-08 18:22,ميكوناز اورال جيل للفم,BOX,1,23.00,23.00,8.05,14.95,14.95,8.05
3001,2025-10-08 18:26,سنسوداين صغير,BOX,1,37.00,37.00,7.00,30.00,30.00,7.00
3002,2025-10-08 18:31,روتا نيد كالامين 120مل,BOX,1,47.00,47.00,17.86,29.14,29.14,17.86
3003,2025-10-08 18:34,راني -ف فوار اكياس,STRIP,2,7.00,14.00,3.94,30.18,5.03,1.97
3004,2025-10-08 18:35,كالسيترون كبسول,STRIP,1,48.00,48.00,18.97,87.08,29.03,18.97
3004,2025-10-08 18:35,دافاليندي 10000 وحده اقراص,BOX,1,78.00,78.00,15.60,62.40,62.40,15.60
3005,2025-10-08 18:57,بودره تننظيف الاسنان بالقرنفل,BOX,1,45.00,45.00,10.35,34.65,34.65,10.35
3005,2025-10-08 18:57,دوف مزيل عرق,BOX,1,95.00,95.00,15.00,80.00,80.00,15.00
3006,2025-10-08 19:00,فوربيودس كبسول,STRIP,5,55.67,278.35,71.85,247.80,41.30,14.37
3007,2025-10-08 19:02,شامبو جونسون صغير 100مل,BOX,1,60.00,60.00,20.00,40.00,40.00,20.00
3007,2025-10-08 19:02,فاتيكا كريم 125 حناء ولوز,BOX,1,53.00,53.00,10.33,42.67,42.67,10.33
3007,2025-10-08 19:02,باي-الكوفان150مجم,STRIP,1,27.00,27.00,8.37,55.89,18.63,8.37
3009,2025-10-08 19:16,مولبد طويل,BOX,1,55.00,55.00,15.00,40.00,40.00,15.00
3010,2025-10-08 19:25,ديبوفيت امبول,STRIP,4,17.00,68.00,22.44,56.95,11.39,5.61
3010,2025-10-08 19:25,بودى لشيوس رول اون مزيل عرق,BOX,1,55.00,55.00,9.90,45.10,45.10,9.90
3011,2025-10-08 19:28,ادول ازرق,BOX,1,32.00,32.00,8.90,23.10,23.10,8.90
3011,2025-10-08 19:28,باي-الكوفان150مجم,STRIP,1,27.00,27.00,8.37,55.89,18.63,8.37
3012,2025-10-09 06:29,بليتال50مجم,STRIP,1,61.00,61.00,18.30,85.40,42.70,18.30
3013,2025-10-09 07:27,ايراستابكس كو  20/5 مجم اقراص,STRIP,1,38.00,38.00,9.88,84.36,28.12,9.88
3014,2025-10-09 07:32,زيرتك نقط,BOX,1,43.00,43.00,12.10,30.90,30.90,12.10
3015,2025-10-09 07:49,كريم ايفي للبشره 200م,BOX,1,38.00,38.00,9.50,28.50,28.50,9.50
3015,2025-10-09 07:49,ليبراكس,STRIP,1,16.00,16.00,5.75,30.75,10.25,5.75
3016,2025-10-09 08:10,بانادول كولد ان فلو اقراص,STRIP,1,38.00,38.00,13.68,48.64,24.32,13.68
3017,2025-10-09 08:41,حلمه فانى بيبي,BOX,1,10.00,10.00,5.00,5.00,5.00,5.00
3018,2025-10-09 10:27,بانادول ادفانس,STRIP,1,23.00,23.00,5.75,69.00,17.25,5.75
3018,2025-10-09 10:27,فلوموكس 500مجم,STRIP,1,35.50,35.50,11.00,48.99,24.50,11.00
3019,2025-10-09 10:27,فاين لايف كبار كبير,STRIP,1,18.33,18.33,4.25,422.50,14.08,4.25
3020,2025-10-09 11:22,بانادول اكسترا احمر اقراص,STRIP,1,27.00,27.00,5.40,86.40,21.60,5.40
3021,2025-10-09 11:26,تمارا كريم كبير,BOX,1,30.00,30.00,7.51,22.49,22.49,7.51
3022,2025-10-09 11:42,سيفامول اقراص فوار,BOX,1,59.00,59.00,18.88,40.12,40.12,18.88
3022,2025-10-09 11:42,زيثروكان 500مجم,STRIP,1,77.00,77.00,29.26,47.74,47.74,29.26
3022,2025-10-09 11:42,ايكوتو اقراص,STRIP,1,67.50,67.50,13.50,108.00,54.00,13.50
3023,2025-10-09 11:43,يورسولفين ان فوار,STRIP,3,3.17,9.51,2.29,28.88,2.41,0.76
3024,2025-10-09 12:06,هاي بيوتك 1جم,STRIP,1,86.50,86.50,25.34,122.33,61.16,25.34
3025,2025-10-09 12:39,ديجستين,BOX,1,42.00,42.00,13.86,28.14,28.14,13.86
3025,2025-10-09 12:39,فيتاسيدج اقراص,BOX,1,54.00,54.00,15.12,38.88,38.88,15.12
3026,2025-10-09 12:47,كتافاست 50 مجم فوار,STRIP,1,8.00,8.00,2.16,52.56,5.84,2.16
3027,2025-10-09 13:17,ماسك نيبولايزر اطفال ميدكير,BOX,1,20.00,20.00,9.00,11.00,11.00,9.00
3028,2025-10-09 13:35,جليسرين لعلاج الامساك للاطفال,BOX,1,12.00,12.00,2.91,9.09,9.09,2.91
3029,2025-10-09 13:45,انتودين 40مجم,STRIP,1,31.00,31.00,8.24,68.27,22.76,8.24
3030,2025-10-09 14:00,اكستروما فورت جيل,BOX,1,41.00,41.00,11.89,29.11,29.11,11.89
3031,2025-10-09 15:44,ببتك كير 500مجم/500مجم/20مجم اقراص,STRIP,1,115.00,115.00,32.20,165.60,82.80,32.20
3032,2025-10-09 16:00,جابتين 300 مجم اقراص,STRIP,1,42.00,42.00,11.34,91.97,30.66,11.34
3033,2025-10-09 16:03,بندولين شاور جيل 300 مل سويت عادي,BOX,1,140.00,140.00,20.00,120.00,120.00,20.00
3034,2025-10-09 16:20,ديكلاك  اي دي 150 جرام اقراص,STRIP,1,66.00,66.00,22.44,87.12,43.56,22.44
3035,2025-10-09 17:23,اومنيفورا حقن,STRIP,1,16.00,16.00,4.25,93.97,11.75,4.25
3035,2025-10-09 17:23,سرنجات الدوليه كبار 3سم,BOX,1,2.50,2.50,1.31,1.19,1.19,1.31
3036,2025-10-09 17:26,ديكساميثازون العمريه,STRIP,1,12.00,12.00,4.92,21.24,7.08,4.92
3036,2025-10-09 17:26,ديكلوفين امبولات 75مجم,STRIP,1,12.00,12.00,3.72,24.84,8.28,3.72
3036,2025-10-09 17:26,تلفاست 120 مجم لحساسيه الانف,STRIP,1,58.00,58.00,16.00,84.00,42.00,16.00
3036,2025-10-09 17:26,سرنجات الدوليه كبار 3سم,BOX,1,2.50,2.50,1.31,1.19,1.19,1.31
3036,2025-10-09 17:26,سرنجات الدوليه 5سم,BOX,1,3.00,3.00,1.51,1.49,1.49,1.51
3037,2025-10-09 17:55,كتافاست 50 مجم فوار,STRIP,1,8.00,8.00,2.16,52.56,5.84,2.16
3038,2025-10-09 18:10,سبازموديجستين اقراص,STRIP,1,26.00,26.00,9.36,49.92,16.64,9.36
3039,2025-10-09 18:42,ديكلاك3مل /75مجم امبول,STRIP,3,11.00,33.00,6.60,44.00,8.80,2.20
3039,2025-10-09 18:42,سرنجات الدوليه كبار 3سم,BOX,3,2.50,7.50,3.93,1.19,1.19,1.31
3040,2025-10-09 18:52,فانفيلدا بلس 50/1000مجم اقراص,STRIP,1,46.00,46.00,14.26,95.22,31.74,14.26
3041,2025-10-09 18:55,نانازوكسيد شراب,BOX,1,39.00,39.00,14.04,24.96,24.96,14.04
3042,2025-10-09 19:21,فولتارين امبول,STRIP,1,17.00,17.00,3.57,40.30,13.43,3.57
3042,2025-10-09 19:21,زيت فاتيكا بالجرجير 180 مل,BOX,1,40.00,40.00,10.00,30.00,30.00,10.00
3042,2025-10-09 19:21,سرنجات الدوليه كبار 3سم,BOX,1,2.50,2.50,1.31,1.19,1.19,1.31
3044,2025-10-09 19:24,ستارفيل بليه فانليا,BOX,1,130.00,130.00,35.00,95.00,95.00,35.00
3045,2025-10-09 19:26,اسبوسيد اطفال,STRIP,1,7.00,7.00,1.89,25.55,5.11,1.89
3046,2025-10-09 19:30,هاى فريش قطره للعين,BOX,1,75.00,75.00,20.25,54.75,54.75,20.25
3047,2025-10-09 19:53,بانادول اكسترا احمر اقراص,STRIP,1,27.00,27.00,5.40,86.40,21.60,5.40
3048,2025-10-09 20:03,دايجست ايزي اقراص,BOX,1,94.00,94.00,26.32,67.68,67.68,26.32
3048,2025-10-09 20:03,اوكاربون اقراص,BOX,1,105.00,105.00,30.45,74.55,74.55,30.45
3049,2025-10-09 20:15,نيل 15 لوشن للاظافر,BOX,1,49.00,49.00,-0.17,49.17,49.17,-0.17
3050,2025-10-09 20:18,ديكساميثازون العمريه,STRIP,1,12.00,12.00,4.92,21.24,7.08,4.92
3050,2025-10-09 20:18,افيل حقن,STRIP,1,9.50,9.50,2.53,41.84,6.97,2.53
3050,2025-10-09 20:18,محلول ملح %9,BOX,1,24.00,24.00,7.68,16.32,16.32,7.68
3050,2025-10-09 20:18,سرنجات الدوليه كبار 3سم,BOX,1,2.50,2.50,1.31,1.19,1.19,1.31
3051,2025-10-10 06:33,صابونه ستارفيل,BOX,1,50.00,50.00,15.00,35.00,35.00,15.00
3052,2025-10-10 06:41,مخمريه العود الملكي,BOX,1,32.00,32.00,7.25,24.75,24.75,7.25
3053,2025-10-10 07:05,حنه جلوري بني,BOX,1,40.00,40.00,9.00,31.00,31.00,9.00
3054,2025-10-10 07:08,ديكلاك اي دي 75جرام اقراص,BOX,1,132.00,132.00,36.21,95.79,95.79,36.21
3055,2025-10-10 07:33,ليمتلس الزايم ماكس,STRIP,1,72.50,72.50,18.12,108.75,54.38,18.12
3056,2025-10-10 08:00,بيبي جوي 3,STRIP,3,6.00,18.00,2.64,297.00,5.12,0.88
3056,2025-10-10 08:00,بيبي جوي 3,STRIP,3,6.00,18.00,2.64,297.00,5.12,0.88
3057,2025-10-10 08:42,فوار فروت,STRIP,2,4.00,8.00,2.19,17.44,2.91,1.09
3058,2025-10-10 09:28,بروكاسوفت2مجم,BOX,1,118.00,118.00,34.13,83.87,83.87,34.13
3058,2025-10-10 09:28,ليبراكس,BOX,1,48.00,48.00,17.25,30.75,30.75,17.25
3059,2025-10-10 09:32,فوار فروت,STRIP,2,4.00,8.00,2.19,17.44,2.91,1.09
3060,2025-10-10 09:56,ريفو اقراص,STRIP,1,7.05,7.05,1.76,105.75,5.29,1.76
3061,2025-10-10 12:08,كونكور 5 مجم اقراص,BOX,1,72.00,72.00,15.84,56.16,56.16,15.84
3062,2025-10-10 13:53,كونكور 5 مجم اقراص,BOX,1,72.00,72.00,15.84,56.16,56.16,15.84
3063,2025-10-10 13:54,بروفين400مجم,STRIP,1,26.00,26.00,8.06,53.82,17.94,8.06
3064,2025-10-10 15:34,ازماتك 40مجم,BOX,1,144.00,144.00,54.72,89.28,89.28,54.72
3065,2025-10-10 15:48,ببرونه فيش كبير,BOX,1,90.00,90.00,14.40,75.60,75.60,14.40
